./input/MyInstancesDiferentToolSets/n=20,p=0.25,r=0.5,t=0,v0.csv;./input/Processed/ToolSetInt.csv
2;720;1440
Machine: 0
13;1;202;303;0;15,16,17,46,19,52,54,37,38,39,40,24,60,26,1432,1433,632,1434,1435,537,1436,1437,1438,1439,1155,490,479,1440,730,412,427,408,415,1441,8,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,502,1195,221,1463,1936,2869,3427,1283,1587,206,111,4213,6175,2306,198,1056,390,2106,2530,35,28,77,262,1726,4,1053,724,2159,2163,979,503,1580,2326,875,
0;0;302;334;1;15,16,17,46,19,52,54,37,38,39,40,24,60,26,1432,1433,632,1434,1435,537,1436,1437,1438,1439,1155,490,479,1440,730,412,427,408,415,1441,8,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,502,1195,221,1463,1936,2869,3427,1283,1587,206,111,4213,6175,2306,198,1056,390,2106,2530,35,77,262,1726,4,1053,
2;0;334;654;1;15,17,46,54,24,60,8,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,502,1195,221,1463,1936,2869,3427,1283,1587,206,111,4213,6175,2306,198,1056,390,2106,2530,35,77,262,1726,4,1053,
6;0;654;744;0;15,17,46,54,24,60,142,392,1809,95,97,1146,8,1814,429,2244,8558,8555,9032,9075,245,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,1587,5314,3831,4213,6760,6761,29,2305,6175,2306,198,1056,390,2102,2155,398,404,144,644,645,646,2529,2106,2530,289,648,405,1062,35,3925,2670,34,25,27,76,77,68,1360,1725,262,321,143,1470,1726,4,1053,9016,
3;0;744;837;0;15,17,46,54,24,60,142,392,1809,95,97,1146,8,1814,429,2244,8558,8555,9032,9075,245,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,1587,5314,3831,4213,6760,6761,29,2305,6175,2306,198,289,35,3925,2670,34,25,27,76,77,68,1360,1725,262,321,143,1470,1726,4,1053,9016,
9;0;837;876;0;15,17,46,24,142,392,1809,95,97,1146,8,1814,429,2244,8558,8555,9032,9075,245,3831,6761,29,6175,289,35,3925,2670,34,25,27,76,77,68,1360,1725,262,321,143,1470,1726,4,1053,9016,
10;0;876;930;0;15,24,142,392,1809,95,97,1146,8,1814,429,2244,8558,8555,9032,9075,245,6175,289,3925,2670,25,27,76,77,1360,1725,262,321,143,1470,1726,4,1053,9016,
0;1;930;946;1;15,24,142,392,1809,95,97,1146,8,1814,429,2244,8558,8555,9032,9075,245,6175,289,3925,2670,25,27,76,77,1360,1725,262,321,143,1470,1726,4,1053,9016,
1;0;1440;1592;1;97,8558,8555,9032,9075,2670,9016,
11;0;1592;1764;0;97,8558,8555,9032,9075,2091,773,8238,6098,4093,2898,2677,2988,6099,7423,2670,5454,277,88,767,854,5511,7217,1914,1395,1915,814,608,3810,55,2487,3657,3658,3473,3474,8265,3470,8764,8765,8340,9014,9015,9016,8768,8770,
8;0;1764;1877;0;97,8558,8555,9032,9075,2091,773,8238,6098,4093,2898,2677,2988,6099,7423,2670,5454,277,88,767,854,5511,7217,1914,1395,1915,814,608,3810,55,2487,3658,3473,8265,3470,8764,8765,8340,9014,9015,9016,8768,8770,
7;1;1877;1927;0;97,8558,8555,9032,9075,2091,773,8238,6098,4093,2898,2677,2988,6099,7423,2670,5454,277,88,767,854,5511,7217,1914,1395,1915,814,608,2487,3658,3473,8265,3470,8764,8765,8340,9014,9015,9016,8768,8770,
Machine: 1
13;0;0;202;0;15,19,52,54,24,60,8,640,189,5111,3722,1279,4450,3395,1937,3611,2836,3409,7885,555,895,1052,933,1515,7,4404,1478,2692,2695,591,4428,6106,8034,149,9011,8166,8172,8368,2091,2805,4359,4448,6596,6597,4465,8977,1246,656,1247,1063,637,1248,1249,1250,1252,35,288,276,1147,4016,4017,4018,3925,292,1058,4019,34,49,36,45,658,659,660,72,661,1474,397,1921,1480,4091,
