Job;Operation;ToolSet;Processing Time;Priority
0;0;82;103;1
1;0;151;129;1
2;0;99;164;1
2;1;99;164;1
3;0;22;53;1
4;0;201;32;1
4;1;201;32;1
5;0;145;78;1
6;0;67;83;1
7;0;207;73;1
8;0;171;148;1
9;0;47;97;1
9;1;47;97;1
10;0;117;52;1
11;0;168;138;1
12;0;102;115;1
13;0;95;103;1
13;1;95;103;1
14;0;65;31;1
14;1;65;31;1
15;0;39;34;1
16;0;26;175;1
16;1;26;175;1
17;0;112;42;1
18;0;156;80;1
18;1;156;80;1
19;0;101;164;1
20;0;25;46;1
20;1;25;46;1
21;0;134;75;1
22;0;141;115;1
22;1;141;115;1
23;0;2;147;1
24;0;174;110;1
24;1;174;110;1
25;0;52;150;1
25;1;52;150;1
26;0;157;179;1
27;0;55;51;1
28;0;110;160;1
28;1;110;160;1
29;0;43;112;1
30;0;85;137;1
30;1;85;137;1
31;0;125;97;1
31;1;125;97;1
32;0;158;178;1
32;1;158;178;1
33;0;15;53;1
34;0;150;26;1
35;0;170;79;1
36;0;19;164;1
36;1;19;164;1
37;0;208;73;1
37;1;208;73;1
38;0;16;142;1
38;1;16;142;1
39;0;83;68;1
40;0;155;30;1
40;1;155;30;1
41;0;75;25;1
42;0;23;97;1
42;1;23;97;1
43;0;24;10;1
43;1;24;10;1
44;0;71;60;1
44;1;71;60;1
45;0;28;64;1
46;0;58;155;1
46;1;58;155;1
47;0;38;5;1
48;0;36;130;1
49;0;90;22;1
49;1;90;22;1
50;0;61;154;1
50;1;61;154;1
51;0;10;39;1
52;0;142;156;1
53;0;180;125;1
54;0;153;66;1
55;0;51;87;1
56;0;8;132;1
56;1;8;132;1
57;0;92;125;1
58;0;178;69;1
59;0;114;105;1
60;0;56;129;1
61;0;124;30;1
62;0;100;144;1
63;0;107;86;1
64;0;163;93;1
65;0;109;140;1
66;0;132;45;1
67;0;179;66;1
67;1;179;66;1
68;0;73;28;1
68;1;73;28;1
69;0;152;80;1
70;0;66;25;1
71;0;45;131;1
72;0;44;22;1
72;1;44;22;1
73;0;203;159;1
74;0;210;18;1
74;1;210;18;1
75;0;104;37;1
76;0;177;17;1
77;0;196;169;0
78;0;105;141;0
78;1;105;141;0
79;0;93;94;0
79;1;93;94;0
80;0;27;60;0
81;0;120;112;0
81;1;120;112;0
82;0;103;21;0
83;0;111;49;0
83;1;111;49;0
84;0;77;105;0
85;0;74;22;0
86;0;126;94;0
87;0;30;149;0
88;0;78;157;0
88;1;78;157;0
89;0;154;114;0
89;1;154;114;0
90;0;204;156;0
90;1;204;156;0
91;0;72;174;0
91;1;72;174;0
92;0;119;55;0
92;1;119;55;0
93;0;131;44;0
94;0;81;159;0
95;0;33;89;0
95;1;33;89;0
96;0;89;9;0
96;1;89;9;0
97;0;147;20;0
98;0;118;12;0
99;0;41;98;0
100;0;115;77;0
101;0;79;51;0
102;0;29;35;0
103;0;96;169;0
104;0;13;119;0
104;1;13;119;0
105;0;149;161;0
106;0;212;177;0
107;0;88;8;0
107;1;88;8;0
108;0;164;144;0
109;0;183;157;0
110;0;70;55;0
110;1;70;55;0
111;0;76;46;0
111;1;76;46;0
112;0;148;151;0
112;1;148;151;0
113;0;98;74;0
114;0;159;34;0
115;0;12;148;0
116;0;97;179;0
116;1;97;179;0
117;0;173;64;0
118;0;189;105;0
119;0;21;120;0
119;1;21;120;0
120;0;87;15;0
121;0;5;4;0
121;1;5;4;0
122;0;193;142;0
123;0;80;64;0
123;1;80;64;0
124;0;198;66;0
124;1;198;66;0
125;0;202;52;0
126;0;130;170;0
127;0;129;98;0
128;0;11;131;0
129;0;176;14;0
130;0;40;44;0
130;1;40;44;0
131;0;165;8;0
132;0;49;36;0
132;1;49;36;0
133;0;50;20;0
134;0;167;78;0
135;0;116;4;0
135;1;116;4;0
136;0;34;109;0
137;0;31;75;0
137;1;31;75;0
138;0;53;135;0
138;1;53;135;0
139;0;37;11;0
140;0;127;31;0
141;0;20;32;0
142;0;60;127;0
142;1;60;127;0
143;0;62;90;0
144;0;17;51;0
145;0;94;75;0
146;0;6;14;0
146;1;6;14;0
147;0;7;146;0
147;1;7;146;0
148;0;146;18;0
148;1;146;18;0
149;0;42;128;0
150;0;46;81;0
151;0;3;90;0
152;0;68;136;0
152;1;68;136;0
153;0;84;40;0
