./input/MyInstancesSameToolSets/n=75,p=0.24,r=0.5,t=650,v0.csv;./input/Processed/ToolSetInt.csv
2;720;1440
Machine: 0
35;0;0;168;0;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
34;0;168;244;0;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
40;0;244;409;0;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
15;0;409;522;0;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
9;0;522;563;1;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
6;0;563;664;1;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
11;0;664;794;1;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
1;1;794;933;1;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
3;0;933;1038;1;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
10;0;1038;1042;1;19,24,27,55,87,142,185,206,224,276,288,292,390,397,506,519,553,554,588,631,637,656,663,762,1050,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1268,1269,1270,1282,1293,1294,1295,1322,1360,1474,1478,1480,1921,2220,2235,2407,2487,2502,2846,3577,3606,3686,3703,3721,3797,3810,3925,4016,4017,4018,4019,4091,4112,4217,4353,5957,6009,6654,7369,7397,7591,8555,8558,9032,9075,
