Job;Operation;ToolSet;Processing Time;Priority
0;0;1311;28;1
1;0;3035;51;1
1;1;3035;96;1
2;0;3192;29;1
3;0;364;78;1
3;1;364;164;1
4;0;1037;130;1
4;1;1037;152;1
5;0;2689;111;1
6;0;2978;55;1
6;1;2978;157;1
7;0;908;157;1
8;0;2969;34;1
8;1;2969;62;1
9;0;1892;41;1
9;1;1892;112;1
10;0;2592;29;1
11;0;2034;86;1
12;0;1809;36;1
13;0;2733;30;1
13;1;2733;164;1
14;0;523;75;1
15;0;1065;152;1
15;1;1065;109;1
16;0;2264;163;1
16;1;2264;52;1
17;0;1800;69;1
17;1;1800;103;1
18;0;2992;98;1
18;1;2992;150;1
19;0;1252;89;1
20;0;3144;45;1
21;0;575;53;1
22;0;2654;11;1
23;0;2001;20;1
23;1;2001;30;1
24;0;2570;175;1
24;1;2570;94;1
25;0;3399;91;1
26;0;784;160;1
26;1;784;143;1
27;0;2771;156;1
27;1;2771;120;1
28;0;1613;8;1
28;1;1613;79;1
29;0;273;73;1
30;0;1122;19;1
30;1;1122;157;1
31;0;648;120;1
32;0;1419;76;1
33;0;2857;57;1
33;1;2857;5;1
34;0;2321;105;1
34;1;2321;148;1
35;0;2990;162;1
36;0;1455;160;1
36;1;1455;73;1
37;0;1180;78;1
38;0;1446;94;1
38;1;1446;41;1
39;0;3271;138;1
39;1;3271;77;1
40;0;863;170;1
41;0;1914;8;1
42;0;2846;110;1
43;0;719;44;1
44;0;3183;81;1
44;1;3183;112;1
45;0;358;15;1
45;1;358;156;1
46;0;2040;160;1
46;1;2040;69;1
47;0;3105;8;1
47;1;3105;51;1
48;0;1084;46;1
48;1;1084;100;1
49;0;288;164;1
49;1;288;109;1
50;0;3158;145;1
50;1;3158;145;1
51;0;2711;121;1
52;0;3366;42;1
52;1;3366;97;1
53;0;2764;144;1
54;0;3136;88;1
55;0;452;140;1
56;0;218;75;1
56;1;218;41;1
57;0;1129;147;1
58;0;2930;117;1
58;1;2930;175;1
59;0;2862;174;1
60;0;2861;97;1
61;0;1393;89;1
61;1;1393;150;1
62;0;1239;55;1
63;0;1444;99;1
63;1;1444;33;1
64;0;2807;49;1
64;1;2807;83;1
65;0;1477;151;1
65;1;1477;84;1
66;0;545;10;1
66;1;545;113;1
67;0;2221;78;1
67;1;2221;157;1
68;0;2674;73;1
68;1;2674;80;1
69;0;1203;96;1
70;0;2985;124;1
70;1;2985;111;1
71;0;1833;97;1
71;1;1833;160;1
72;0;923;115;1
73;0;1404;6;1
74;0;2782;66;1
75;0;2942;131;1
75;1;2942;144;1
76;0;3198;121;1
76;1;3198;60;1
77;0;3167;145;1
78;0;3412;83;1
79;0;777;161;1
80;0;2793;144;1
80;1;2793;25;1
81;0;3373;150;1
82;0;3169;147;1
82;1;3169;51;1
83;0;1678;165;1
83;1;1678;12;1
84;0;875;98;1
85;0;2396;131;1
86;0;1391;155;1
87;0;2765;14;1
88;0;1535;51;1
89;0;2879;164;1
89;1;2879;150;1
90;0;3236;51;1
90;1;3236;174;1
91;0;2768;32;1
92;0;1284;115;1
92;1;1284;24;1
93;0;2697;153;1
94;0;1217;100;1
95;0;3392;143;1
95;1;3392;78;1
96;0;1720;80;1
96;1;1720;45;1
97;0;1150;52;1
98;0;2799;44;1
99;0;886;14;1
100;0;2026;53;1
101;0;3403;135;1
101;1;3403;150;1
102;0;2233;52;1
103;0;2445;114;1
103;1;2445;68;1
104;0;916;53;1
105;0;576;131;1
105;1;576;164;1
106;0;1170;160;1
107;0;1411;114;1
107;1;1411;32;1
108;0;1593;176;1
109;0;2578;131;1
110;0;1583;75;1
111;0;3065;32;1
112;0;3146;139;1
112;1;3146;73;1
113;0;1512;76;1
113;1;1512;47;1
114;0;2933;154;1
114;1;2933;93;1
115;0;2694;114;1
116;0;1004;80;1
117;0;1121;80;1
118;0;1560;36;1
119;0;320;161;1
120;0;2530;51;1
120;1;2530;147;1
121;0;3268;109;1
122;0;2280;159;1
122;1;2280;60;1
123;0;3244;55;1
124;0;3385;25;1
125;0;2501;69;1
125;1;2501;122;1
126;0;2634;97;1
127;0;2257;112;1
128;0;2831;127;1
128;1;2831;87;1
129;0;604;39;1
130;0;2998;89;1
130;1;2998;90;1
131;0;268;103;1
132;0;1498;29;1
132;1;1498;73;1
133;0;2976;72;1
134;0;2720;51;1
134;1;2720;66;1
135;0;500;157;1
136;0;1668;77;1
136;1;1668;139;1
137;0;1640;49;1
138;0;1270;62;1
139;0;2885;4;1
140;0;2700;139;1
141;0;3100;164;1
142;0;2177;148;1
142;1;2177;49;1
143;0;3339;66;1
144;0;3445;98;1
145;0;3284;44;1
146;0;220;169;1
146;1;220;14;1
147;0;2996;60;1
147;1;2996;105;1
148;0;730;168;1
149;0;698;157;1
149;1;698;15;1
150;0;1218;143;1
150;1;1218;89;1
151;0;2522;41;1
151;1;2522;119;1
152;0;1855;137;1
153;0;1939;4;1
153;1;1939;99;1
154;0;301;36;1
154;1;301;80;1
155;0;1581;161;1
155;1;1581;60;1
156;0;898;4;1
157;0;2673;9;1
158;0;2842;55;1
159;0;2957;25;1
160;0;1862;137;1
161;0;274;124;1
162;0;2180;66;1
163;0;942;12;1
163;1;942;151;1
164;0;1329;118;1
164;1;1329;139;1
165;0;2615;141;1
166;0;1996;138;1
166;1;1996;152;1
167;0;2509;21;1
168;0;3098;115;1
168;1;3098;83;1
169;0;2150;142;1
169;1;2150;125;1
170;0;2381;101;1
171;0;1244;53;1
172;0;1038;42;1
172;1;1038;44;1
173;0;3386;98;1
173;1;3386;121;1
174;0;1001;76;1
175;0;3020;51;1
176;0;1676;118;1
177;0;1019;162;1
178;0;2458;95;1
178;1;2458;69;1
179;0;790;149;1
180;0;949;148;1
181;0;2450;150;1
181;1;2450;10;1
182;0;2798;117;1
182;1;2798;11;1
183;0;1316;147;1
183;1;1316;32;1
184;0;2884;95;1
184;1;2884;111;1
185;0;3260;80;1
186;0;2979;178;1
186;1;2979;55;1
187;0;3239;100;1
187;1;3239;101;1
188;0;1963;96;1
188;1;1963;147;1
189;0;2924;109;1
189;1;2924;68;1
190;0;412;39;1
190;1;412;32;1
191;0;375;175;1
191;1;375;69;1
192;0;2188;172;1
192;1;2188;126;1
193;0;779;151;1
193;1;779;39;1
194;0;366;136;1
195;0;3421;77;1
196;0;2017;80;1
197;0;3404;92;1
198;0;1146;66;1
199;0;2305;64;1
199;1;2305;165;1
200;0;1095;39;1
200;1;1095;41;1
201;0;666;154;1
201;1;666;53;1
202;0;2527;14;1
203;0;1398;159;1
203;1;1398;98;1
204;0;2550;99;1
204;1;2550;45;1
205;0;2932;164;1
205;1;2932;51;1
206;0;1013;151;1
207;0;250;160;1
208;0;2897;166;1
208;1;2897;140;1
209;0;3014;138;1
209;1;3014;9;1
210;0;516;31;1
211;0;2175;103;1
211;1;2175;138;1
212;0;834;119;1
212;1;834;34;1
213;0;2714;53;1
214;0;2960;97;1
214;1;2960;97;1
215;0;229;152;1
215;1;229;60;1
216;0;415;170;1
216;1;415;152;1
217;0;2691;69;1
217;1;2691;21;1
218;0;2067;153;1
218;1;2067;49;1
219;0;1715;21;1
220;0;2247;11;1
221;0;722;99;1
222;0;3211;60;1
222;1;3211;23;1
223;0;539;8;1
224;0;968;114;1
224;1;968;131;1
225;0;1632;11;1
225;1;1632;64;1
226;0;2651;174;1
226;1;2651;21;1
227;0;2900;168;1
228;0;3117;44;1
228;1;3117;28;1
229;0;426;55;1
230;0;2077;52;1
230;1;2077;98;1
231;0;1197;126;1
231;1;1197;45;1
232;0;1884;88;1
232;1;1884;94;1
233;0;1382;78;1
233;1;1382;68;1
234;0;1474;112;1
235;0;334;51;1
235;1;334;129;1
236;0;2732;74;1
236;1;2732;32;1
237;0;2936;120;1
238;0;2840;118;1
238;1;2840;44;1
239;0;897;14;1
240;0;1029;125;1
241;0;2580;89;1
241;1;2580;48;1
242;0;3161;4;1
242;1;3161;66;1
243;0;577;77;1
243;1;577;25;1
244;0;2818;31;1
245;0;3187;77;1
245;1;3187;157;1
246;0;2769;150;1
247;0;868;52;1
247;1;868;149;1
248;0;2372;173;1
248;1;2372;87;1
249;0;1614;152;1
249;1;1614;62;1
250;0;1505;140;1
251;0;2032;96;1
252;0;536;62;1
252;1;536;106;1
253;0;1143;29;1
253;1;1143;51;1
254;0;1655;151;1
255;0;2838;84;1
255;1;2838;180;1
256;0;563;154;1
256;1;563;175;1
257;0;297;138;1
257;1;297;180;1
258;0;2110;19;1
259;0;3327;77;1
260;0;2193;161;1
260;1;2193;92;1
261;0;2743;153;1
262;0;1871;96;1
262;1;1871;66;1
263;0;2566;61;1
264;0;2093;163;1
265;0;2006;69;1
266;0;1351;8;1
267;0;1737;96;1
267;1;1737;39;1
268;0;651;160;1
269;0;529;24;1
269;1;529;169;1
270;0;1803;41;1
270;1;1803;143;1
271;0;3460;32;1
272;0;386;148;1
273;0;3422;60;1
273;1;3422;160;1
274;0;1771;148;1
275;0;1082;67;1
275;1;1082;33;1
276;0;2836;150;1
276;1;2836;90;1
277;0;2742;172;1
277;1;2742;179;1
278;0;3400;132;1
279;0;1659;30;1
279;1;1659;60;1
280;0;2843;150;1
281;0;308;96;1
281;1;308;67;1
282;0;1022;152;1
283;0;907;29;1
284;0;1523;21;1
284;1;1523;100;1
285;0;3056;127;1
285;1;3056;32;1
286;0;2105;169;1
286;1;2105;156;1
287;0;847;52;1
288;0;1271;131;1
289;0;989;96;1
289;1;989;143;1
290;0;961;103;1
291;0;1425;84;1
291;1;1425;18;1
292;0;1599;137;1
292;1;1599;4;1
293;0;2899;36;1
294;0;3454;18;1
295;0;2322;119;1
296;0;2332;151;1
296;1;2332;164;1
297;0;2787;176;1
298;0;2835;33;0
298;1;2835;110;0
299;0;2604;151;0
300;0;626;129;0
300;1;626;24;0
301;0;1859;98;0
301;1;1859;53;0
302;0;2235;96;0
302;1;2235;148;0
303;0;3304;20;0
304;0;368;169;0
304;1;368;98;0
305;0;2548;42;0
305;1;2548;105;0
306;0;1273;119;0
307;0;2299;51;0
308;0;3256;154;0
308;1;3256;160;0
309;0;2704;22;0
310;0;770;117;0
311;0;2386;115;0
311;1;2386;29;0
312;0;411;103;0
312;1;411;21;0
313;0;517;144;0
313;1;517;110;0
314;0;1931;90;0
315;0;3336;55;0
315;1;3336;154;0
316;0;596;11;0
316;1;596;57;0
317;0;1522;33;0
318;0;946;34;0
318;1;946;41;0
319;0;2524;32;0
319;1;2524;180;0
320;0;910;101;0
321;0;1451;87;0
322;0;966;49;0
323;0;1831;74;0
323;1;1831;175;0
324;0;2422;129;0
325;0;2237;118;0
326;0;922;51;0
327;0;3361;34;0
327;1;3361;27;0
328;0;1592;50;0
329;0;3069;60;0
329;1;3069;51;0
330;0;1802;163;0
331;0;3093;60;0
332;0;1379;46;0
332;1;1379;138;0
333;0;3352;114;0
333;1;3352;137;0
334;0;1627;39;0
334;1;1627;139;0
335;0;2510;89;0
336;0;1657;55;0
337;0;2306;139;0
337;1;2306;77;0
338;0;2202;89;0
338;1;2202;123;0
339;0;584;41;0
339;1;584;8;0
340;0;3034;21;0
341;0;2963;53;0
342;0;1055;34;0
343;0;315;77;0
343;1;315;178;0
344;0;1661;131;0
344;1;1661;78;0
345;0;833;97;0
346;0;900;179;0
346;1;900;32;0
347;0;660;141;0
348;0;1988;20;0
348;1;1988;177;0
349;0;1007;8;0
349;1;1007;134;0
350;0;1551;156;0
350;1;1551;27;0
351;0;453;103;0
352;0;2091;110;0
352;1;2091;144;0
353;0;3123;164;0
354;0;762;117;0
354;1;762;77;0
355;0;254;155;0
355;1;254;96;0
356;0;891;36;0
357;0;2814;50;0
358;0;3125;98;0
358;1;3125;52;0
359;0;3254;73;0
360;0;3090;172;0
360;1;3090;9;0
361;0;1626;75;0
362;0;2811;144;0
363;0;1631;44;0
364;0;1458;94;0
365;0;838;152;0
365;1;838;77;0
366;0;2186;174;0
367;0;356;44;0
368;0;1174;170;0
368;1;1174;121;0
369;0;2383;89;0
370;0;3437;14;0
371;0;3179;125;0
372;0;1025;136;0
372;1;1025;109;0
373;0;2856;12;0
374;0;830;21;0
375;0;1567;164;0
375;1;1567;36;0
376;0;3395;15;0
376;1;3395;148;0
377;0;1035;113;0
378;0;3417;60;0
378;1;3417;105;0
379;0;1834;137;0
380;0;1484;96;0
380;1;1484;48;0
381;0;3009;55;0
381;1;3009;33;0
382;0;383;50;0
383;0;1565;143;0
384;0;3242;83;0
385;0;3075;147;0
386;0;1303;22;0
387;0;3250;66;0
387;1;3250;4;0
388;0;2348;30;0
388;1;2348;160;0
389;0;300;131;0
390;0;2213;14;0
391;0;1642;109;0
392;0;2128;33;0
392;1;2128;54;0
393;0;1690;120;0
393;1;1690;119;0
394;0;775;66;0
394;1;775;122;0
395;0;1559;119;0
396;0;2512;73;0
397;0;1053;6;0
398;0;2104;125;0
398;1;2104;16;0
399;0;2021;37;0
