Job;Operation;ToolSet;Processing Time;Priority
0;0;1425;119;1
0;1;1425;105;1
1;0;1458;170;1
1;1;1458;162;1
2;0;2787;14;1
2;1;2787;74;1
3;0;1455;130;1
4;0;2186;25;1
5;0;946;55;1
5;1;946;51;1
6;0;1690;140;1
7;0;3244;93;1
7;1;3244;124;1
8;0;2768;5;1
8;1;2768;103;1
9;0;1593;179;1
10;0;2305;39;1
11;0;3268;121;1
12;0;308;86;1
13;0;1614;53;1
13;1;1614;170;1
14;0;1613;89;1
15;0;626;92;1
16;0;2026;180;1
16;1;2026;122;1
17;0;2733;129;1
18;0;455;37;1
19;0;2522;98;1
20;0;3034;14;1
20;1;3034;76;1
21;0;1498;39;1
21;1;1498;105;1
22;0;2840;123;1
22;1;2840;114;1
23;0;2578;112;1
24;0;3361;164;1
24;1;3361;17;1
25;0;1022;4;1
26;0;2899;154;1
27;0;2782;14;1
28;0;288;49;1
28;1;288;89;1
29;0;722;31;1
30;0;412;60;1
30;1;412;45;1
31;0;3198;54;1
31;1;3198;138;1
32;0;1892;4;1
33;0;3304;140;1
33;1;3304;168;1
34;0;666;153;1
34;1;666;136;1
35;0;2190;148;1
36;0;1631;103;1
36;1;1631;64;1
37;0;1871;64;1
38;0;1855;9;1
39;0;3339;125;1
39;1;3339;5;1
40;0;1659;129;1
41;0;891;44;1
42;0;2846;170;1
42;1;2846;84;1
43;0;3336;77;1
43;1;3336;42;1
44;0;863;84;1
45;0;2674;21;1
46;0;3125;125;1
47;0;1737;55;1
48;0;1833;60;1
49;0;2743;156;1
50;0;2247;44;1
50;1;2247;51;1
51;0;3366;112;1
51;1;3366;126;1
52;0;910;105;1
53;0;1019;25;1
53;1;1019;52;1
54;0;1444;77;1
54;1;1444;60;1
55;0;2933;51;1
56;0;2348;52;1
57;0;529;97;1
57;1;529;117;1
58;0;2509;64;1
58;1;2509;14;1
59;0;949;131;1
60;0;2524;158;1
60;1;2524;33;1
61;0;218;80;1
62;0;2957;52;1
62;1;2957;55;1
63;0;1217;161;1
63;1;1217;53;1
64;0;2237;172;1
64;1;2237;126;1
65;0;353;15;1
66;0;1391;55;1
66;1;1391;154;1
67;0;3254;130;1
67;1;3254;50;1
68;0;2034;113;1
69;0;1522;29;1
69;1;1522;157;1
70;0;868;137;1
71;0;1055;148;1
71;1;1055;75;1
72;0;847;4;1
72;1;847;157;1
73;0;1252;96;1
73;1;1252;42;1
74;0;1567;24;1
75;0;460;132;1
76;0;3211;115;1
77;0;3056;4;1
77;1;3056;101;1
78;0;3262;41;1
79;0;1001;177;1
80;0;2885;162;1
81;0;2673;164;1
82;0;411;106;1
82;1;411;93;1
83;0;864;155;1
84;0;2979;20;1
84;1;2979;14;1
85;0;3242;18;1
85;1;3242;132;1
86;0;2771;80;1
87;0;2811;62;1
87;1;2811;164;1
88;0;1963;151;1
89;0;2322;66;1
89;1;2322;89;1
90;0;1174;77;1
90;1;1174;12;1
91;0;1484;30;1
91;1;1484;36;1
92;0;1626;105;1
92;1;1626;98;1
93;0;2824;78;1
93;1;2824;44;1
94;0;3326;136;1
94;1;3326;84;1
95;0;1551;48;1
95;1;1551;18;1
96;0;1565;77;1
97;0;2700;62;1
98;0;2990;137;1
99;0;1715;144;1
100;0;1632;88;1
101;0;2450;71;1
101;1;2450;80;1
102;0;1583;20;1
103;0;1668;49;1
104;0;3146;36;1
104;1;3146;139;1
105;0;2006;15;1
106;0;775;48;1
106;1;775;162;1
107;0;2799;160;1
108;0;3385;179;1
109;0;1512;96;1
110;0;2381;65;1
110;1;2381;162;1
111;0;2150;114;1
111;1;2150;76;1
112;0;1382;45;1
113;0;2566;91;1
113;1;2566;144;1
114;0;3403;90;1
115;0;1398;114;1
116;0;2930;63;1
116;1;2930;125;1
117;0;1303;4;1
118;0;520;131;1
118;1;520;172;1
119;0;1988;80;1
120;0;453;29;1
121;0;2290;164;1
121;1;2290;84;1
122;0;2466;95;1
123;0;1676;9;1
123;1;1676;134;1
124;0;2715;174;1
125;0;1535;57;1
126;0;3075;109;1
126;1;3075;60;1
127;0;2445;149;1
127;1;2445;149;1
128;0;1163;51;1
129;0;2857;177;1
129;1;2857;162;1
130;0;1013;62;1
130;1;1013;143;1
131;0;1411;177;1
131;1;1411;32;1
132;0;2893;131;1
133;0;1655;134;1
134;0;2697;147;1
134;1;2697;140;1
135;0;966;53;1
136;0;1170;76;1
137;0;961;73;1
137;1;961;98;1
138;0;3392;88;1
138;1;3392;109;1
139;0;2838;18;1
140;0;784;89;1
141;0;1357;132;1
142;0;730;101;1
143;0;2332;60;1
144;0;2221;161;1
145;0;3256;33;1
145;1;3256;128;1
146;0;2615;25;1
146;1;2615;34;1
147;0;1771;105;1
148;0;2793;146;1
148;1;2793;25;1
149;0;989;124;1
149;1;989;130;1
150;0;1121;14;1
150;1;1121;46;1
151;0;375;86;1
152;0;1803;15;1
152;1;1803;77;1
153;0;833;165;1
153;1;833;29;1
154;0;719;34;1
155;0;3454;171;1
156;0;2714;63;1
157;0;2580;142;1
158;0;1427;137;1
158;1;1427;142;1
159;0;698;163;1
159;1;698;73;1
160;0;1404;83;1
160;1;1404;145;1
161;0;1500;134;1
161;1;1500;26;1
162;0;1141;109;1
163;0;3136;169;1
163;1;3136;72;1
164;0;3260;156;1
164;1;3260;66;1
165;0;1053;40;1
165;1;1053;87;1
166;0;1143;50;1
166;1;1143;18;1
167;0;1451;161;1
167;1;1451;49;1
168;0;2422;125;1
168;1;2422;19;1
169;0;908;80;1
170;0;1592;20;1
170;1;1592;109;1
171;0;1627;32;1
172;0;2976;98;1
172;1;2976;151;1
173;0;914;144;1
173;1;914;12;1
174;0;1029;129;1
174;1;1029;115;1
175;0;3161;174;1
176;0;3250;33;1
177;0;3098;61;1
178;0;302;105;1
179;0;2814;6;1
179;1;2814;131;1
180;0;577;32;1
180;1;577;164;1
181;0;3404;81;1
181;1;3404;73;1
182;0;1311;148;1
183;0;3167;147;1
183;1;3167;106;1
184;0;2386;174;1
185;0;916;14;1
185;1;916;126;1
186;0;2612;57;1
186;1;2612;32;1
187;0;301;21;1
187;1;301;156;1
188;0;3035;30;1
189;0;968;89;1
190;0;1225;37;1
190;1;1225;123;1
191;0;1599;33;1
192;0;2532;27;1
192;1;2532;114;1
193;0;1539;98;1
194;0;2077;174;1
195;0;2784;60;1
195;1;2784;71;1
196;0;315;119;1
196;1;315;125;1
197;0;1288;90;1
197;1;1288;52;1
198;0;516;131;1
199;0;2694;109;1
200;0;2704;173;1
201;0;900;10;1
202;0;888;4;1
202;1;888;44;1
203;0;2879;168;1
203;1;2879;45;1
204;0;2996;14;1
204;1;2996;156;1
205;0;2961;166;1
206;0;2193;62;1
206;1;2193;20;1
207;0;2634;164;1
207;1;2634;77;1
208;0;1319;6;1
208;1;1319;16;1
209;0;1527;144;1
209;1;1527;158;1
210;0;3236;135;1
211;0;1341;148;1
212;0;2691;55;1
212;1;2691;34;1
213;0;3421;30;1
214;0;1284;60;1
214;1;1284;176;1
215;0;2512;170;1
216;0;3399;169;1
216;1;3399;18;1
217;0;1939;111;1
218;0;1095;34;1
219;0;2570;68;1
219;1;2570;62;1
220;0;1581;144;1
220;1;1581;77;1
221;0;1477;113;1
221;1;1477;14;1
222;0;3158;114;1
223;0;2091;156;1
224;0;539;164;1
224;1;539;125;1
225;0;2835;81;1
226;0;922;22;1
226;1;922;39;1
227;0;1069;157;1
228;0;368;73;1
229;0;545;41;1
229;1;545;129;1
230;0;2458;160;1
231;0;2233;66;1
231;1;2233;119;1
232;0;1380;89;1
232;1;1380;21;1
233;0;1884;39;1
234;0;1190;34;1
234;1;1190;47;1
235;0;3020;105;1
236;0;648;77;1
236;1;648;131;1
237;0;965;137;1
238;0;2909;119;1
238;1;2909;121;1
239;0;1800;159;1
239;1;1800;86;1
240;0;1270;61;1
241;0;1862;83;1
241;1;1862;6;1
242;0;2385;165;1
242;1;2385;36;1
243;0;2475;73;1
244;0;3009;50;1
244;1;3009;42;1
245;0;2842;73;1
245;1;2842;14;1
246;0;1273;73;1
246;1;1273;130;1
247;0;886;113;1
247;1;886;72;1
248;0;770;97;1
248;1;770;106;1
249;0;2321;164;1
249;1;2321;30;1
250;0;1122;97;1
251;0;3400;10;1
251;1;3400;151;1
252;0;584;22;1
252;1;584;155;1
253;0;2105;78;1
254;0;834;83;1
255;0;3144;45;1
255;1;3144;49;1
256;0;3187;40;1
257;0;452;22;1
257;1;452;122;1
258;0;2383;147;1
259;0;2501;14;1
260;0;1815;21;1
260;1;1815;140;1
261;0;1038;112;1
261;1;1038;168;1
262;0;3192;119;1
262;1;3192;174;1
263;0;254;104;1
264;0;1197;148;1
265;0;604;84;1
266;0;386;66;1
267;0;2032;60;1
268;0;3352;51;1
269;0;660;109;1
269;1;660;4;1
270;0;875;44;1
271;0;830;97;1
272;0;2942;151;1
272;1;2942;97;1
273;0;1084;147;1
274;0;239;39;1
274;1;239;44;1
275;0;3239;41;1
276;0;3105;161;1
276;1;3105;32;1
277;0;2067;134;1
277;1;2067;96;1
278;0;897;155;1
279;0;1316;172;1
279;1;1316;4;1
280;0;297;66;1
280;1;297;77;1
281;0;2862;130;1
282;0;2592;135;1
282;1;2592;68;1
283;0;2188;121;1
284;0;1203;120;1
284;1;1203;60;1
285;0;3117;59;1
286;0;3065;83;1
287;0;2527;55;1
288;0;2861;36;1
289;0;2550;51;1
290;0;2831;89;1
290;1;2831;42;1
291;0;898;44;1
291;1;898;165;1
292;0;2936;53;1
292;1;2936;111;1
293;0;1004;131;1
294;0;2836;32;1
294;1;2836;50;1
295;0;2017;103;1
296;0;3179;52;1
297;0;3093;163;1
297;1;3093;96;1
298;0;2689;44;1
299;0;2565;14;1
300;0;777;174;1
300;1;777;18;1
301;0;3284;44;1
301;1;3284;170;1
302;0;2780;36;1
303;0;2765;53;1
303;1;2765;164;1
304;0;2175;80;1
304;1;2175;148;1
305;0;643;20;1
305;1;643;122;1
306;0;3437;138;1
307;0;383;141;1
307;1;383;34;1
308;0;1035;157;1
308;1;1035;56;1
309;0;1661;4;1
309;1;1661;55;1
310;0;2803;155;1
311;0;1523;62;1
311;1;1523;147;1
312;0;3292;17;1
312;1;3292;109;1
313;0;220;54;1
313;1;220;88;1
314;0;2180;144;1
315;0;2372;60;1
316;0;2021;89;1
317;0;1082;29;1
317;1;1082;73;1
318;0;2739;78;1
318;1;2739;94;1
319;0;1123;18;1
319;1;1123;73;1
320;0;950;73;1
321;0;2299;80;1
321;1;2299;149;1
322;0;2093;28;1
322;1;2093;53;1
323;0;576;20;1
324;0;3100;148;1
324;1;3100;44;1
325;0;2963;172;1
326;0;2104;52;1
327;0;268;101;1
327;1;268;41;1
328;0;2213;44;1
328;1;2213;76;1
329;0;1146;39;1
329;1;1146;67;1
330;0;838;172;1
331;0;274;49;1
332;0;3395;17;1
333;0;2651;41;1
334;0;1379;34;1
335;0;2202;151;1
335;1;2202;109;1
336;0;2884;94;1
337;0;1302;157;1
338;0;2530;153;1
338;1;2530;80;1
339;0;517;20;1
340;0;2720;94;1
341;0;523;81;1
341;1;523;115;1
342;0;3445;168;1
342;1;3445;52;1
343;0;1180;130;1
344;0;2818;113;1
344;1;2818;31;1
345;0;762;110;1
346;0;1351;93;1
346;1;1351;44;1
347;0;536;165;0
348;0;907;131;0
348;1;907;151;0
349;0;923;76;0
349;1;923;94;0
350;0;2992;115;0
350;1;2992;39;0
351;0;2161;131;0
351;1;2161;109;0
352;0;1931;49;0
353;0;1446;144;0
353;1;1446;31;0
354;0;3422;165;0
355;0;1560;32;0
356;0;1640;131;0
356;1;1640;44;0
357;0;2900;160;0
358;0;1834;33;0
359;0;415;168;0
359;1;415;89;0
360;0;2604;154;0
360;1;2604;93;0
361;0;1996;170;0
362;0;3417;171;0
363;0;2960;103;0
364;0;229;66;0
365;0;1129;111;0
365;1;1129;105;0
366;0;2442;164;0
366;1;2442;119;0
367;0;3373;71;0
367;1;3373;80;0
368;0;364;51;0
369;0;3123;97;0
370;0;2304;129;0
371;0;563;98;0
371;1;563;131;0
372;0;500;97;0
373;0;366;164;0
373;1;366;55;0
374;0;2897;143;0
374;1;2897;71;0
375;0;2128;66;0
376;0;1218;46;0
376;1;1218;75;0
377;0;1985;89;0
377;1;1985;98;0
378;0;1037;77;0
378;1;1037;144;0
379;0;596;175;0
380;0;1271;44;0
380;1;1271;147;0
381;0;2001;69;0
381;1;2001;73;0
382;0;2998;25;0
383;0;2264;140;0
384;0;273;36;0
384;1;273;174;0
385;0;3183;79;0
386;0;250;106;0
387;0;1041;77;0
388;0;2280;134;0
389;0;3090;93;0
390;0;2562;165;0
391;0;358;97;0
392;0;2978;77;0
392;1;2978;99;0
393;0;320;76;0
393;1;320;141;0
394;0;1802;96;0
395;0;3069;53;0
395;1;3069;91;0
396;0;1065;126;0
396;1;1065;55;0
397;0;575;23;0
398;0;1393;112;0
399;0;686;36;0
399;1;686;74;0
400;0;1505;60;0
400;1;1505;170;0
401;0;300;44;0
402;0;2711;98;0
403;0;1025;160;0
403;1;1025;91;0
404;0;2924;76;0
405;0;3169;174;0
405;1;3169;150;0
406;0;1559;51;0
407;0;2798;42;0
407;1;2798;94;0
408;0;3386;157;0
409;0;934;86;0
410;0;1329;84;0
411;0;356;137;0
411;1;356;176;0
412;0;2010;148;0
413;0;2235;4;0
413;1;2235;66;0
414;0;942;137;0
415;0;2732;139;0
416;0;2985;91;0
417;0;2932;47;0
418;0;1182;74;0
419;0;1914;44;0
420;0;2548;68;0
420;1;2548;4;0
421;0;1007;68;0
422;0;2110;55;0
422;1;2110;98;0
423;0;2769;11;0
