Job;Operation;ToolSet;Processing Time;Priority
0;0;89;147;1
0;1;89;66;1
1;0;3238;98;1
1;1;3238;139;1
2;0;469;83;1
2;1;469;119;1
3;0;2076;105;1
3;1;2076;164;1
4;0;636;4;1
5;0;3224;25;1
6;0;1707;101;1
7;0;111;39;1
7;1;111;65;1
8;0;2772;18;1
9;0;85;41;1
10;0;2413;4;1
11;0;486;130;1
11;1;486;98;1
12;0;2967;78;0
12;1;2967;20;0
13;0;102;180;0
13;1;102;172;0
14;0;1087;54;0
15;0;3396;113;0
15;1;3396;86;0
16;0;197;150;0
17;0;196;16;0
18;0;2870;55;0
18;1;2870;46;0
19;0;3263;168;0
20;0;969;95;0
21;0;93;111;0
21;1;93;49;0
22;0;1574;34;0
23;0;16;152;0
24;0;2058;158;0
24;1;2058;106;0
25;0;2200;65;0
26;0;511;61;0
27;0;3272;172;0
27;1;3272;83;0
28;0;3245;68;0
28;1;3245;33;0
29;0;2119;160;0
30;0;532;68;0
31;0;3408;62;0
31;1;3408;63;0
32;0;925;50;0
33;0;3130;163;0
34;0;3320;76;0
34;1;3320;144;0
35;0;2993;168;0
36;0;1694;53;0
37;0;1354;119;0
37;1;1354;88;0
38;0;461;29;0
38;1;461;14;0
39;0;566;45;0
40;0;148;165;0
41;0;132;138;0
41;1;132;66;0
42;0;3266;89;0
43;0;1647;169;0
43;1;1647;125;0
44;0;2012;93;0
44;1;2012;115;0
45;0;2350;98;0
45;1;2350;86;0
46;0;62;103;0
46;1;62;55;0
47;0;564;134;0
48;0;3173;105;0
48;1;3173;104;0
49;0;2226;55;0
49;1;2226;148;0
