Job;Operation;ToolSet;Processing Time;Priority
0;0;989;96;1
0;1;989;136;1
1;0;3445;6;1
1;1;3445;159;1
2;0;2818;154;1
2;1;2818;31;1
3;0;1715;144;1
4;0;2299;53;1
4;1;2299;12;1
5;0;1391;147;1
5;1;1391;101;1
6;0;2963;172;1
7;0;1053;99;1
7;1;1053;109;1
8;0;1316;125;1
8;1;1316;15;1
9;0;686;111;1
9;1;686;151;1
10;0;412;168;1
10;1;412;103;1
11;0;1357;132;1
12;0;1500;131;1
12;1;1500;96;1
13;0;386;66;1
14;0;2142;51;1
15;0;2257;59;1
15;1;2257;51;1
16;0;1035;164;1
16;1;1035;60;1
17;0;847;80;1
17;1;847;110;1
18;0;1583;20;1
19;0;3100;144;1
19;1;3100;101;1
20;0;775;148;1
20;1;775;50;1
21;0;353;15;1
22;0;2992;151;1
22;1;2992;14;1
23;0;2957;84;1
23;1;2957;136;1
24;0;2969;134;1
24;1;2969;66;1
25;0;3144;159;1
25;1;3144;173;1
26;0;2879;34;1
26;1;2879;69;1
27;0;3392;84;1
27;1;3392;119;1
28;0;965;137;1
29;0;1425;80;1
29;1;1425;28;1
30;0;2445;8;1
30;1;2445;94;1
31;0;1859;21;1
31;1;1859;160;1
32;0;2924;76;1
33;0;2765;80;1
33;1;2765;56;1
34;0;3400;73;1
34;1;3400;78;1
35;0;2422;147;1
35;1;2422;131;1
36;0;2803;155;1
37;0;2190;148;1
38;0;3146;165;1
38;1;3146;49;1
39;0;2522;98;1
40;0;2305;39;1
41;0;2862;130;1
42;0;545;4;1
42;1;545;137;1
43;0;1252;4;1
43;1;1252;47;1
44;0;2842;161;1
44;1;2842;165;1
45;0;1988;80;1
46;0;2580;142;1
47;0;536;165;1
48;0;1001;177;1
49;0;2634;101;1
49;1;2634;90;1
50;0;2532;49;1
50;1;2532;114;1
51;0;1273;143;1
51;1;1273;31;1
52;0;1055;64;1
52;1;1055;149;1
53;0;3056;174;1
53;1;3056;148;1
54;0;1398;114;1
55;0;2784;73;1
55;1;2784;111;1
56;0;465;49;1
56;1;465;164;1
57;0;301;109;1
57;1;301;35;1
58;0;320;144;1
58;1;320;111;1
59;0;1862;151;1
59;1;1862;97;1
60;0;3421;30;1
61;0;2565;14;1
62;0;1632;88;1
63;0;1084;147;1
64;0;2720;94;1
65;0;1288;36;1
65;1;1288;87;1
66;0;3090;93;1
67;0;1884;39;1
68;0;3183;79;1
69;0;3256;29;1
69;1;3256;111;1
70;0;2998;25;1
71;0;3284;42;1
71;1;3284;60;1
72;0;2787;164;1
72;1;2787;160;1
73;0;2213;175;1
73;1;2213;57;1
74;0;2322;49;1
74;1;2322;66;1
75;0;1565;77;1
76;0;2235;113;1
76;1;2235;175;1
77;0;2180;144;1
78;0;1303;4;1
79;0;779;69;1
79;1;779;71;1
80;0;2604;25;1
80;1;2604;10;1
81;0;3167;125;1
81;1;3167;46;1
82;0;2034;113;1
83;0;356;44;1
83;1;356;80;1
84;0;3169;22;1
84;1;3169;164;1
85;0;584;180;1
85;1;584;36;1
86;0;830;97;1
87;0;1678;109;1
87;1;1678;17;1
88;0;2458;160;1
89;0;2900;160;1
90;0;770;65;1
90;1;770;33;1
91;0;1225;32;1
91;1;1225;170;1
92;0;2933;51;1
93;0;2193;87;1
93;1;2193;169;1
94;0;2247;32;1
94;1;2247;4;1
95;0;2280;134;1
96;0;2161;64;1
