./input/MyInstancesSameToolSets/n=699,p=0.50,r=0.5,t=3420,v10.csv;./input/ToolSetInt.csv
7;720;1440
Machine: 0
215;0;0;139;1;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
51;0;139;143;1;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
404;1;143;273;0;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
83;0;273;289;1;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
93;0;289;366;1;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
367;0;366;522;0;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
444;1;522;559;0;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
159;0;559;673;1;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
166;1;673;776;1;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
212;0;776;871;1;15,24,54,55,60,61,74,139,144,225,251,377,428,429,677,871,948,1117,1146,1293,1304,1360,1463,1478,1481,1587,1814,2062,2063,2305,2626,2628,2689,2845,2866,3060,3204,3345,3346,3920,4313,4314,4315,4316,4317,4318,4334,5539,5633,5706,5779,6022,6039,6040,6114,6136,6204,6865,6866,6867,7009,7338,7454,7709,7953,7954,7956,7957,8111,8120,8354,8465,8466,8467,8551,8552,8644,8899,9032,9097,
