./input/MyInstancesSameToolSets/n=699,p=0.50,r=0.5,t=3420,v10.csv;./input/Processed/ToolSetInt.csv
6;720;1440
Machine: 0
113;0;0;156;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
113;1;156;234;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
220;0;234;386;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
220;1;386;390;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
34;0;390;476;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
34;1;476;581;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
210;0;581;690;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
210;1;690;799;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
30;0;799;969;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
37;0;969;1143;1;15,24,26,27,54,55,60,144,205,225,231,233,245,267,274,289,395,501,515,659,871,1146,1277,1282,1288,1293,1322,1587,1605,1999,2062,2063,2157,2407,2645,2774,2775,2903,3080,3204,3345,3346,3349,3515,3665,3721,3753,3855,4010,4217,4313,4314,4315,4316,4317,4318,4604,4628,5088,5432,6039,6040,6106,6134,6136,6727,7362,7953,7954,7956,7957,7994,8111,8120,8702,8703,8704,8705,8706,8707,
