./input/MyInstancesSameToolSets/n=20,p=0.25,r=0.5,t=0,v0.csv;./input/Processed/ToolSetInt.csv
2;720;1440
Machine: 0
12;0;0;103;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
7;0;103;153;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
7;1;153;203;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
13;0;203;304;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
13;1;304;405;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
10;0;405;459;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
9;0;459;498;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
8;0;498;611;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
1;0;611;687;1;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
1;1;687;763;1;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
3;0;763;856;0;4,15,17,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,245,262,276,288,289,292,321,397,658,659,660,661,871,1053,1058,1147,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4018,4019,4091,4213,4313,4314,4315,4316,4317,4318,5314,6175,6760,6761,8555,8558,9032,9075,
5;0;1440;1605;0;4,15,17,19,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,143,198,206,245,262,276,288,289,292,321,397,637,656,658,659,660,661,871,1053,1058,1063,1147,1246,1247,1248,1249,1250,1251,1252,1360,1470,1474,1478,1480,1587,1725,1726,1809,1921,2062,2063,2305,2306,2487,3345,3346,3810,3831,3925,4016,4017,4313,4314,4315,4316,4317,4318,
6;0;1605;1650;0;4,8,15,17,19,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,142,143,144,198,206,245,262,276,288,289,292,321,390,397,398,404,405,429,637,644,645,646,648,656,658,659,660,661,871,1053,1056,1058,1062,1063,1146,1147,1246,1247,1248,1478,1587,2062,2063,2102,2106,2155,2529,2530,3345,3346,4313,4314,4315,4316,4317,4318,
6;1;1650;1695;0;4,8,15,17,19,24,25,27,29,34,35,36,45,46,49,52,54,55,60,68,72,76,77,95,142,143,144,198,206,245,262,276,288,289,292,321,390,397,398,404,405,429,637,644,645,646,648,656,658,659,660,661,871,1053,1056,1058,1062,1063,1146,1147,1246,1247,1248,1478,1587,2062,2063,2102,2106,2155,2529,2530,3345,3346,4313,4314,4315,4316,4317,4318,
