Job,Operation,ToolSet,Processing Time,Priority
25,4,150,26,1
25,4,150,26,1
977,117,124,30,1
977,117,124,30,1
695,121,195,48,1
695,121,195,48,1
329,186,145,78,1
329,186,145,78,1
158,104,186,160,1
158,104,186,160,1
528,107,24,10,1
528,107,24,10,1
404,81,123,41,1
404,81,123,41,1
833,130,4,153,1
833,130,4,153,1
808,194,98,74,1
808,194,98,74,1
558,78,83,68,1
558,78,83,68,1
376,64,179,66,1
376,64,179,66,1
910,73,184,154,1
910,73,184,154,1
396,99,209,33,1
396,99,209,33,1
210,155,154,114,1
210,155,154,114,1
561,22,155,30,1
561,22,155,30,1
727,219,18,174,1
727,219,18,174,1
776,89,28,64,1
776,89,28,64,1
197,165,210,18,1
197,165,210,18,1
748,214,192,56,1
748,214,192,56,1
218,172,71,60,1
218,172,71,60,1
961,196,57,154,1
961,196,57,154,1
957,174,153,66,1
957,174,153,66,1
124,54,40,44,1
124,54,40,44,1
181,83,173,64,1
181,83,173,64,1
232,187,78,157,1
232,187,78,157,1
875,212,82,103,1
875,212,82,103,1
157,92,38,36,1
157,92,38,36,1
835,26,117,52,1
835,26,117,52,1
152,26,117,52,1
152,26,117,52,1
529,53,183,157,1
529,53,183,157,1
638,137,64,111,1
638,137,64,111,1
559,199,52,150,1
559,199,52,150,1
995,103,103,21,1
995,103,103,21,1
876,51,65,31,1
876,51,65,31,1
589,123,4,151,1
589,123,4,151,1
715,150,100,144,1
715,150,100,144,1
365,135,106,165,1
365,135,106,165,1
29,16,91,160,1
29,16,91,160,1
621,23,144,111,1
621,23,144,111,1
81,40,143,101,1
81,40,143,101,1
541,182,48,98,1
541,182,48,98,1
485,218,17,51,1
485,218,17,51,1
856,209,43,67,1
856,209,43,67,1
202,211,194,86,1
202,211,194,86,1
231,118,119,55,1
231,118,119,55,1
490,203,197,145,1
490,203,197,145,1
321,20,121,50,1
321,20,121,50,1
211,191,131,44,1
211,191,131,44,1
722,170,5,4,1
722,170,5,4,1
674,104,186,160,1
674,104,186,160,1
345,40,143,101,1
345,40,143,101,1
816,33,116,4,1
816,33,116,4,1
390,83,173,64,1
390,83,173,64,1
838,185,205,14,1
838,185,205,14,1
298,140,202,52,1
298,140,202,52,1
388,183,19,164,1
388,183,19,164,1
188,8,135,78,1
188,8,135,78,1
173,18,27,60,1
173,18,27,60,1
890,37,9,76,1
890,37,9,76,1
54,81,123,41,1
54,81,123,41,1
637,170,5,4,1
637,170,5,4,1
775,184,94,75,1
775,184,94,75,1
992,195,16,142,1
992,195,16,142,1
592,107,24,10,1
592,107,24,10,1
78,205,51,87,1
78,205,51,87,1
768,182,48,98,1
768,182,48,98,1
533,53,183,157,1
533,53,183,157,1
384,205,51,87,1
384,205,51,87,1
15,52,166,24,1
15,52,166,24,1
33,156,187,163,1
33,156,187,163,1
620,27,55,51,1
620,27,55,51,1
817,140,202,52,1
817,140,202,52,1
316,182,48,98,1
316,182,48,98,1
93,95,93,94,1
93,95,93,94,1
23,90,162,173,1
23,90,162,173,1
477,187,78,157,1
477,187,78,157,1
566,195,16,142,1
566,195,16,142,1
889,28,32,66,1
889,28,32,66,1
701,45,190,124,1
701,45,190,124,1
618,90,162,173,1
618,90,162,173,1
165,109,108,60,1
165,109,108,60,1
610,112,15,53,1
610,112,15,53,1
966,19,212,177,1
966,19,212,177,1
141,126,46,81,1
141,126,46,81,1
983,114,129,98,1
983,114,129,98,1
256,197,146,18,1
256,197,146,18,1
475,215,59,132,1
475,215,59,132,1
515,161,111,5,1
515,161,111,5,1
100,169,13,119,1
100,169,13,119,1
771,70,44,22,1
771,70,44,22,1
564,44,160,80,1
564,44,160,80,1
921,110,177,17,1
921,110,177,17,1
118,128,200,96,1
118,128,200,96,1
466,91,174,110,1
466,91,174,110,1
818,29,80,64,1
818,29,80,64,1
954,18,27,60,1
954,18,27,60,1
94,56,207,73,1
94,56,207,73,1
308,32,156,80,1
308,32,156,80,1
943,118,119,55,1
943,118,119,55,1
367,200,35,171,1
367,200,35,171,1
421,115,95,103,1
421,115,95,103,1
939,58,92,125,1
939,58,92,125,1
623,143,39,34,1
623,143,39,34,1
682,16,91,160,1
682,16,91,160,1
615,195,16,142,1
615,195,16,142,1
85,133,11,131,1
85,133,11,131,1
774,104,186,160,1
774,104,186,160,1
908,166,84,40,1
908,166,84,40,1
895,65,79,51,1
895,65,79,51,1
206,95,93,94,1
206,95,93,94,1
732,79,138,48,1
732,79,138,48,1
343,50,114,105,1
343,50,114,105,1
238,5,2,147,1
238,5,2,147,1
504,2,111,49,1
504,2,111,49,1
114,71,107,86,1
114,71,107,86,1
860,10,175,80,1
860,10,175,80,1
459,57,147,20,1
459,57,147,20,1
645,115,95,103,1
645,115,95,103,1
267,162,66,25,1
267,162,66,25,1
140,98,102,115,1
140,98,102,115,1
178,137,64,111,1
178,137,64,111,1
827,39,120,112,1
827,39,120,112,1
569,75,29,35,1
569,75,29,35,1
439,192,198,66,1
439,192,198,66,1
568,23,144,111,1
568,23,144,111,1
687,144,90,22,1
687,144,90,22,1
227,123,4,151,1
227,123,4,151,1
163,43,142,156,1
163,43,142,156,1
382,30,8,132,1
382,30,8,132,1
80,75,29,35,1
80,75,29,35,1
965,109,108,60,1
965,109,108,60,1
917,69,113,126,1
917,69,113,126,1
455,185,205,14,1
455,185,205,14,1
98,32,156,80,1
98,32,156,80,1
659,190,101,164,1
659,190,101,164,1
332,186,145,78,1
332,186,145,78,1
646,177,136,29,1
646,177,136,29,1
804,162,66,25,1
804,162,66,25,1
751,111,188,172,1
751,111,188,172,1
984,13,77,105,1
984,13,77,105,1
70,1,140,76,1
70,1,140,76,1
285,90,162,173,1
285,90,162,173,1
103,50,114,105,1
103,50,114,105,1
41,54,40,44,1
41,54,40,44,1
907,179,69,44,1
907,179,69,44,1
878,165,210,18,1
878,165,210,18,1
219,168,149,161,1
219,168,149,161,1
458,76,67,83,1
458,76,67,83,1
844,90,162,173,1
844,90,162,173,1
464,139,99,164,1
464,139,99,164,1
469,38,87,15,1
469,38,87,15,1
892,55,172,68,1
892,55,172,68,1
964,171,3,90,1
964,171,3,90,1
524,204,34,109,1
524,204,34,109,1
273,118,119,55,1
273,118,119,55,1
850,48,14,157,1
850,48,14,157,1
658,144,90,22,1
658,144,90,22,1
11,28,32,66,1
11,28,32,66,1
480,6,88,8,1
480,6,88,8,1
283,127,185,37,1
283,127,185,37,1
59,176,128,125,1
59,176,128,125,1
143,185,205,14,1
143,185,205,14,1
417,93,38,5,1
417,93,38,5,1
855,211,194,86,1
855,211,194,86,1
492,191,131,44,1
492,191,131,44,1
807,8,135,78,1
807,8,135,78,1
542,16,91,160,1
542,16,91,160,1
650,29,80,64,1
650,29,80,64,1
386,109,108,60,1
386,109,108,60,1
598,179,69,44,1
598,179,69,44,1
973,177,136,29,1
973,177,136,29,1
643,101,126,94,1
643,101,126,94,1
199,19,212,177,1
199,19,212,177,1
873,35,23,97,1
873,35,23,97,1
276,92,38,36,1
276,92,38,36,1
923,200,35,171,1
923,200,35,171,1
244,206,182,173,1
244,206,182,173,1
731,164,89,9,1
731,164,89,9,1
562,115,95,103,1
562,115,95,103,1
62,171,3,90,1
62,171,3,90,1
175,17,112,42,1
175,17,112,42,1
300,150,100,144,1
300,150,100,144,1
246,49,151,129,1
246,49,151,129,1
757,40,143,101,1
757,40,143,101,1
970,115,95,103,1
970,115,95,103,1
224,163,169,147,1
224,163,169,147,1
263,47,208,73,1
263,47,208,73,1
830,17,112,42,1
830,17,112,42,1
445,57,147,20,1
445,57,147,20,1
31,14,111,156,1
31,14,111,156,1
45,210,133,69,1
45,210,133,69,1
631,73,184,154,1
631,73,184,154,1
461,44,160,80,1
461,44,160,80,1
831,180,76,46,1
831,180,76,46,1
377,168,149,161,1
377,168,149,161,1
443,169,13,119,1
443,169,13,119,1
513,16,91,160,1
513,16,91,160,1
48,4,150,26,1
48,4,150,26,1
360,170,5,4,1
360,170,5,4,1
742,47,208,73,1
742,47,208,73,1
941,198,137,30,1
941,198,137,30,1
53,197,146,18,1
53,197,146,18,1
869,168,149,161,1
869,168,149,161,1
251,33,116,4,1
251,33,116,4,1
593,13,77,105,1
593,13,77,105,1
689,101,126,94,1
689,101,126,94,1
146,218,17,51,1
146,218,17,51,1
773,118,119,55,1
773,118,119,55,1
858,15,26,175,1
858,15,26,175,1
248,53,183,157,1
248,53,183,157,1
826,99,209,33,1
826,99,209,33,1
787,200,35,171,1
787,200,35,171,1
44,80,204,156,1
44,80,204,156,1
625,148,171,148,1
625,148,171,148,1
633,173,50,20,1
633,173,50,20,1
712,191,131,44,1
712,191,131,44,1
885,16,91,160,1
885,16,91,160,1
486,119,56,129,1
486,119,56,129,1
511,108,115,77,1
511,108,115,77,1
129,214,192,56,1
129,214,192,56,1
514,184,94,75,1
514,184,94,75,1
192,146,159,34,1
192,146,159,34,1
508,186,145,78,1
508,186,145,78,1
671,31,60,127,1
671,31,60,127,1
30,6,88,8,1
30,6,88,8,1
546,10,175,80,1
546,10,175,80,1
770,169,13,119,1
770,169,13,119,1
452,68,165,8,1
452,68,165,8,1
65,147,72,174,1
65,147,72,174,1
225,25,139,133,1
225,25,139,133,1
471,141,125,97,1
471,141,125,97,1
289,165,210,18,1
289,165,210,18,1
802,151,41,98,1
802,151,41,98,1
512,74,163,93,1
512,74,163,93,1
274,142,47,97,1
274,142,47,97,1
112,80,204,156,1
112,80,204,156,1
673,105,109,140,1
673,105,109,140,1
265,87,70,55,1
265,87,70,55,1
845,147,72,174,1
845,147,72,174,1
18,93,38,5,1
18,93,38,5,1
694,121,195,48,1
694,121,195,48,1
897,39,120,112,1
897,39,120,112,1
736,144,90,22,1
736,144,90,22,1
488,142,47,97,1
488,142,47,97,1
737,69,113,126,1
737,69,113,126,1
843,117,124,30,1
843,117,124,30,1
75,18,27,60,1
75,18,27,60,1
168,169,13,119,1
168,169,13,119,1
738,169,13,119,1
738,169,13,119,1
42,124,180,125,1
42,124,180,125,1
234,134,20,32,1
234,134,20,32,1
433,216,195,152,1
433,216,195,152,1
805,22,155,30,1
805,22,155,30,1
226,150,100,144,1
226,150,100,144,1
708,60,122,6,1
708,60,122,6,1
133,211,194,86,1
133,211,194,86,1
134,23,144,111,1
134,23,144,111,1
460,194,98,74,1
460,194,98,74,1
688,137,64,111,1
688,137,64,111,1
499,127,185,37,1
499,127,185,37,1
167,101,126,94,1
167,101,126,94,1
634,15,26,175,1
634,15,26,175,1
780,17,112,42,1
780,17,112,42,1
793,60,122,6,1
793,60,122,6,1
544,157,127,31,1
544,157,127,31,1
205,202,201,32,1
205,202,201,32,1
19,194,98,74,1
19,194,98,74,1
137,49,151,129,1
137,49,151,129,1
649,141,125,97,1
649,141,125,97,1
209,219,18,174,1
209,219,18,174,1
872,20,121,50,1
872,20,121,50,1
853,143,39,34,1
853,143,39,34,1
994,140,202,52,1
994,140,202,52,1
150,62,157,179,1
150,62,157,179,1
456,141,125,97,1
456,141,125,97,1
450,143,39,34,1
450,143,39,34,1
726,40,143,101,1
726,40,143,101,1
746,38,87,15,1
746,38,87,15,1
414,43,142,156,1
414,43,142,156,1
553,160,74,22,1
553,160,74,22,1
545,115,95,103,1
545,115,95,103,1
154,18,27,60,1
154,18,27,60,1
794,55,172,68,1
794,55,172,68,1
444,7,85,137,1
444,7,85,137,1
46,123,4,151,1
46,123,4,151,1
5,177,136,29,1
5,177,136,29,1
148,40,143,101,1
148,40,143,101,1
467,216,195,152,1
467,216,195,152,1
327,24,12,148,1
327,24,12,148,1
76,107,24,10,1
76,107,24,10,1
547,122,168,138,1
547,122,168,138,1
654,188,22,53,1
654,188,22,53,1
749,201,178,69,1
749,201,178,69,1
720,12,25,46,1
720,12,25,46,1
350,54,40,44,1
350,54,40,44,1
997,196,57,154,1
997,196,57,154,1
777,135,106,165,1
777,135,106,165,1
571,23,144,111,1
571,23,144,111,1
311,136,110,160,1
311,136,110,160,1
766,116,61,154,1
766,116,61,154,1
653,119,56,129,1
653,119,56,129,1
945,36,54,141,1
945,36,54,141,1
887,123,4,151,1
887,123,4,151,1
84,1,140,76,1
84,1,140,76,1
170,29,80,64,1
170,29,80,64,1
975,143,39,34,1
975,143,39,34,1
