Job,Operation,ToolSet,Processing Time,Priority
0,0,3282,44,True
0,1,3282,44,True
1,0,2892,144,True
2,0,2468,32,True
3,0,1090,121,True
4,0,183,20,True
4,1,183,20,True
5,0,464,177,True
5,1,464,177,True
6,0,2232,113,True
7,0,3202,165,True
7,1,3202,165,True
8,0,3072,163,True
8,1,3072,163,True
9,0,1506,21,True
9,1,1506,21,True
10,0,1752,162,True
10,1,1752,162,True
11,0,140,109,True
12,0,907,60,True
12,1,907,60,True
13,0,1418,77,True
13,1,1418,77,True
14,0,1260,151,True
15,0,2518,90,True
15,1,2518,90,True
16,0,536,98,True
17,0,266,142,True
17,1,266,142,True
18,0,2790,44,True
18,1,2790,44,True
19,0,790,78,True
19,1,790,78,True
20,0,799,104,True
20,1,799,104,True
21,0,2054,103,True
22,0,1273,83,True
22,1,1273,83,True
23,0,1630,138,True
23,1,1630,138,True
24,0,1715,115,True
24,1,1715,115,True
25,0,1435,20,True
25,1,1435,20,True
26,0,2976,50,True
26,1,2976,50,True
27,0,1182,41,True
27,1,1182,41,True
28,0,84,98,True
28,1,84,98,True
29,0,1718,109,True
30,0,745,26,True
30,1,745,26,True
31,0,631,7,True
31,1,631,7,True
32,0,1314,78,True
33,0,3386,98,True
33,1,3386,98,True
34,0,2730,136,True
34,1,2730,136,True
35,0,2050,78,True
36,0,887,98,True
37,0,2445,77,True
37,1,2445,77,True
38,0,1652,44,True
39,0,804,143,True
40,0,1342,113,True
40,1,1342,113,True
41,0,2592,148,True
42,0,156,87,True
42,1,156,87,True
43,0,1562,174,True
43,1,1562,174,True
44,0,1524,30,True
45,0,1351,29,True
45,1,1351,29,True
46,0,1154,46,True
46,1,1154,46,True
47,0,1504,37,True
48,0,1225,172,True
48,1,1225,172,True
49,0,2433,179,True
50,0,795,4,True
51,0,1470,176,True
52,0,385,36,True
53,0,3434,144,True
54,0,2807,97,True
55,0,1071,14,True
56,0,3114,150,True
56,1,3114,150,True
57,0,1793,121,True
57,1,1793,121,True
58,0,2989,159,True
58,1,2989,159,True
59,0,2997,105,True
60,0,2413,52,True
60,1,2413,52,True
61,0,381,160,True
62,0,1850,33,True
63,0,1704,60,True
64,0,656,114,True
64,1,656,114,True
65,0,417,158,True
65,1,417,158,True
66,0,2929,137,True
66,1,2929,137,True
67,0,1242,109,True
67,1,1242,109,True
68,0,1905,66,True
69,0,3056,66,True
69,1,3056,66,True
70,0,1808,49,True
70,1,1808,49,True
71,0,465,119,True
72,0,2851,164,True
72,1,2851,164,True
73,0,528,76,True
73,1,528,76,True
74,0,761,29,True
74,1,761,29,True
75,0,3078,168,True
75,1,3078,168,True
76,0,434,160,True
76,1,434,160,True
77,0,3133,130,True
77,1,3133,130,True
78,0,2481,40,True
78,1,2481,40,True
79,0,1904,168,True
79,1,1904,168,True
80,0,98,180,True
81,0,2173,124,True
81,1,2173,124,True
82,0,475,19,True
82,1,475,19,True
83,0,1950,17,True
83,1,1950,17,True
84,0,2007,80,True
84,1,2007,80,True
85,0,2882,36,True
86,0,1699,34,True
86,1,1699,34,True
87,0,380,50,True
87,1,380,50,True
88,0,294,36,True
88,1,294,36,True
89,0,2356,53,True
90,0,1451,138,True
90,1,1451,138,True
91,0,2106,98,True
91,1,2106,98,True
92,0,500,29,True
93,0,1570,172,True
93,1,1570,172,True
94,0,1898,127,True
94,1,1898,127,True
95,0,3038,94,True
95,1,3038,94,True
96,0,1541,48,True
97,0,1646,78,True
98,0,203,36,True
98,1,203,36,True
99,0,2499,14,True
99,1,2499,14,True
100,0,3156,109,True
101,0,1144,150,True
101,1,1144,150,True
102,0,1241,152,True
102,1,1241,152,True
103,0,2676,51,True
104,0,744,88,True
104,1,744,88,True
105,0,2046,151,True
106,0,565,130,True
106,1,565,130,True
107,0,752,18,True
107,1,752,18,True
108,0,3121,63,True
109,0,3254,97,True
109,1,3254,97,True
110,0,829,110,True
110,1,829,110,True
111,0,3000,160,True
111,1,3000,160,True
112,0,1960,118,True
113,0,2233,45,True
113,1,2233,45,True
114,0,441,165,True
115,0,2119,60,True
115,1,2119,60,True
116,0,2647,94,True
117,0,990,66,True
117,1,990,66,True
118,0,1554,142,True
118,1,1554,142,True
119,0,3185,106,True
119,1,3185,106,True
120,0,169,53,True
121,0,1294,39,True
121,1,1294,39,True
122,0,2313,163,True
123,0,2642,10,True
123,1,2642,10,True
124,0,101,45,True
124,1,101,45,True
125,0,1617,77,True
125,1,1617,77,True
126,0,2887,105,True
126,1,2887,105,True
127,0,2763,170,True
128,0,1326,142,True
128,1,1326,142,True
129,0,2594,35,True
130,0,3441,62,True
131,0,514,170,True
132,0,1748,157,True
132,1,1748,157,True
133,0,375,148,True
133,1,375,148,True
134,0,3224,44,True
134,1,3224,44,True
135,0,3413,99,True
135,1,3413,99,True
136,0,1702,96,True
137,0,1174,21,True
137,1,1174,21,True
138,0,1306,138,True
139,0,571,159,True
139,1,571,159,True
140,0,3117,44,True
141,0,2538,19,True
142,0,3219,62,True
143,0,2612,157,True
144,0,2598,66,True
145,0,2827,51,True
145,1,2827,51,True
146,0,3448,168,True
146,1,3448,168,True
147,0,1601,97,True
148,0,611,34,True
148,1,611,34,True
149,0,3338,32,True
150,0,523,120,True
150,1,523,120,True
151,0,2946,40,True
152,0,2554,61,True
152,1,2554,61,True
153,0,917,80,True
154,0,1025,27,True
155,0,3230,137,True
156,0,1116,73,True
157,0,563,161,True
157,1,563,161,True
158,0,409,34,True
158,1,409,34,True
159,0,1740,44,True
160,0,1583,115,True
161,0,3024,121,True
161,1,3024,121,True
162,0,2716,81,True
162,1,2716,81,True
163,0,33,159,True
164,0,1643,33,True
164,1,1643,33,True
165,0,13,27,True
165,1,13,27,True
166,0,1270,19,True
166,1,1270,19,True
167,0,249,163,True
167,1,249,163,True
168,0,1820,144,True
168,1,1820,144,True
169,0,2038,60,True
170,0,3158,115,True
170,1,3158,115,True
171,0,68,5,True
171,1,68,5,True
172,0,2261,121,True
173,0,14,97,True
174,0,2558,89,True
174,1,2558,89,True
175,0,470,138,True
176,0,3096,159,True
177,0,2530,161,True
178,0,1823,137,True
178,1,1823,137,True
179,0,3244,29,True
179,1,3244,29,True
180,0,1559,78,True
180,1,1559,78,True
181,0,888,171,True
182,0,2847,132,True
183,0,76,76,True
184,0,936,136,True
184,1,936,136,True
185,0,3186,66,True
185,1,3186,66,True
186,0,3215,40,True
187,0,1159,63,True
187,1,1159,63,True
188,0,2168,4,True
189,0,1772,34,True
189,1,1772,34,True
190,0,218,170,True
190,1,218,170,True
191,0,3364,74,True
191,1,3364,74,True
192,0,1957,164,True
193,0,46,60,True
193,1,46,60,True
194,0,1626,106,True
194,1,1626,106,True
195,0,106,164,True
195,1,106,164,True
196,0,2925,148,True
196,1,2925,148,True
197,0,1535,11,True
197,1,1535,11,True
198,0,3090,30,True
199,0,1222,121,True
199,1,1222,121,True
200,0,2321,176,True
