Job;Operation;ToolSet;Processing Time;Priority
0;0;2067;77;1
1;0;2778;75;1
1;1;2778;75;1
2;0;767;14;1
2;1;767;14;1
3;0;1885;52;1
3;1;1885;52;1
4;0;2132;173;1
5;0;1690;157;1
5;1;1690;157;1
6;0;2961;80;1
7;0;2794;50;1
8;0;2696;126;1
9;0;2199;42;1
9;1;2199;42;1
10;0;2372;76;1
10;1;2372;76;1
11;0;1002;144;1
11;1;1002;144;1
12;0;770;15;1
13;0;1502;74;1
13;1;1502;74;1
14;0;2452;161;1
14;1;2452;161;1
15;0;2257;69;1
16;0;698;4;1
16;1;698;4;1
17;0;1642;10;1
17;1;1642;10;1
18;0;300;170;1
19;0;3417;24;1
20;0;2561;126;1
20;1;2561;126;1
21;0;2006;98;1
21;1;2006;98;1
22;0;2390;52;1
23;0;2590;62;1
23;1;2590;62;1
24;0;2836;86;1
25;0;459;124;1
25;1;459;124;1
26;0;1514;32;1
26;1;1514;32;1
27;0;2805;178;1
28;0;2889;48;1
28;1;2889;48;1
29;0;3446;98;1
29;1;3446;98;1
30;0;2613;4;1
30;1;2613;4;1
31;0;2562;162;1
32;0;2235;105;1
32;1;2235;105;1
33;0;607;150;1
34;0;2885;179;1
34;1;2885;179;1
35;0;596;55;1
36;0;2381;150;1
37;0;299;114;1
37;1;299;114;1
38;0;797;128;1
38;1;797;128;1
39;0;1836;155;1
40;0;1136;29;1
40;1;1136;29;1
41;0;1243;147;1
41;1;1243;147;1
42;0;3352;96;1
42;1;3352;96;1
43;0;2623;52;1
43;1;2623;52;1
44;0;2415;161;1
44;1;2415;161;1
45;0;856;53;1
45;1;856;53;1
46;0;218;75;1
47;0;1512;15;1
47;1;1512;15;1
48;0;2046;73;1
48;1;2046;73;1
49;0;1180;77;1
50;0;1041;161;1
50;1;1041;161;1
51;0;2477;55;1
51;1;2477;55;1
52;0;3429;54;1
52;1;3429;54;1
53;0;1333;4;1
53;1;1333;4;1
54;0;2031;14;1
55;0;3464;44;1
56;0;521;100;1
57;0;108;161;1
57;1;108;161;1
58;0;1212;45;1
59;0;2304;151;1
59;1;2304;151;1
60;0;2638;150;1
61;0;362;73;1
61;1;362;73;1
62;0;2284;14;1
62;1;2284;14;1
63;0;3418;121;1
63;1;3418;121;1
64;0;1640;22;1
65;0;2922;39;1
66;0;2010;63;1
67;0;450;63;1
67;1;450;63;1
68;0;3430;172;1
68;1;3430;172;1
69;0;2829;168;1
70;0;2970;27;1
70;1;2970;27;1
71;0;2032;34;1
72;0;3400;34;1
73;0;230;173;1
73;1;230;173;1
74;0;1200;8;1
74;1;1200;8;1
75;0;1774;84;1
76;0;2305;160;1
77;0;1364;96;1
77;1;1364;96;1
78;0;1665;103;1
78;1;1665;103;1
79;0;2637;101;1
79;1;2637;101;1
80;0;2980;156;1
81;0;1889;137;1
81;1;1889;137;1
82;0;1128;157;1
83;0;1122;166;1
84;0;3326;101;1
84;1;3326;101;1
85;0;2820;160;1
85;1;2820;160;1
86;0;1875;42;1
86;1;1875;42;1
87;0;593;52;1
88;0;1321;89;1
89;0;2989;77;1
89;1;2989;77;1
90;0;1902;32;1
91;0;2233;94;1
91;1;2233;94;1
92;0;2426;161;1
93;0;1527;77;1
94;0;1244;129;1
95;0;2591;28;1
96;0;494;18;1
97;0;258;18;1
97;1;258;18;1
98;0;1421;77;1
98;1;1421;77;1
99;0;998;87;1
100;0;1826;170;1
100;1;1826;170;1
101;0;2036;105;1
102;0;2329;68;1
103;0;516;36;1
104;0;3035;35;1
105;0;2177;98;1
106;0;2888;179;1
106;1;2888;179;1
107;0;804;68;1
107;1;804;68;1
108;0;2612;97;1
109;0;3041;68;1
109;1;3041;68;1
110;0;1669;14;1
111;0;2923;152;1
111;1;2923;152;1
112;0;2029;144;1
113;0;1803;34;1
113;1;1803;34;1
114;0;371;34;1
114;1;371;34;1
115;0;2937;74;1
116;0;3261;171;1
117;0;3333;96;1
117;1;3333;96;1
118;0;3268;67;1
118;1;3268;67;1
119;0;3260;142;1
120;0;1077;164;1
121;0;1295;14;1
121;1;1295;14;1
122;0;830;105;1
122;1;830;105;1
123;0;3330;118;1
123;1;3330;118;1
124;0;3371;42;1
125;0;3179;54;1
125;1;3179;54;1
126;0;2951;147;1
126;1;2951;147;1
127;0;1423;100;1
127;1;1423;100;1
128;0;1385;94;1
128;1;1385;94;1
129;0;2098;42;1
130;0;1503;55;1
130;1;1503;55;1
131;0;3018;89;1
131;1;3018;89;1
132;0;3288;172;1
133;0;1197;159;1
134;0;2917;175;1
135;0;833;49;1
136;0;3274;44;1
136;1;3274;44;1
137;0;535;152;1
138;0;865;32;1
139;0;1463;120;1
140;0;308;77;1
141;0;2939;4;1
142;0;2399;14;1
142;1;2399;14;1
143;0;1963;111;1
143;1;1963;111;1
144;0;2494;84;1
145;0;1966;95;1
146;0;895;21;1
147;0;2188;122;1
148;0;1620;77;1
149;0;1776;131;1
149;1;1776;131;1
150;0;3064;27;1
