Job;Operation;ToolSet;Processing Time;Priority
0;0;1127;161;1
1;0;1863;131;1
1;1;1863;131;1
2;0;1946;49;1
2;1;1946;49;1
3;0;187;176;1
3;1;187;176;1
4;0;2574;77;1
4;1;2574;77;1
5;0;157;62;1
5;1;157;62;1
6;0;1260;155;1
7;0;2062;12;1
7;1;2062;12;1
8;0;1612;98;1
8;1;1612;98;1
9;0;566;51;1
9;1;566;51;1
10;0;1873;172;1
10;1;1873;172;1
11;0;921;147;1
11;1;921;147;1
12;0;2534;174;1
13;0;2418;42;1
13;1;2418;42;1
14;0;1413;44;1
15;0;1008;81;1
16;0;2954;4;1
17;0;665;33;1
18;0;1537;131;1
18;1;1537;131;1
19;0;782;152;1
20;0;1478;72;1
21;0;2349;78;1
21;1;2349;78;1
22;0;283;39;1
22;1;283;39;1
23;0;1744;123;1
24;0;2218;84;1
24;1;2218;84;1
25;0;6;151;1
25;1;6;151;1
26;0;1517;94;1
26;1;1517;94;1
27;0;524;115;1
27;1;524;115;1
28;0;1115;109;1
29;0;2315;4;1
30;0;2362;14;1
31;0;1893;109;1
31;1;1893;109;1
32;0;147;121;1
32;1;147;121;1
33;0;2364;152;1
33;1;2364;152;1
34;0;3150;68;1
35;0;1083;139;1
35;1;1083;139;1
36;0;16;52;1
36;1;16;52;1
37;0;188;22;1
37;1;188;22;1
38;0;2134;115;1
39;0;2323;164;1
39;1;2323;164;1
40;0;434;164;1
40;1;434;164;1
41;0;205;9;1
41;1;205;9;1
42;0;1738;27;1
43;0;2590;29;1
44;0;846;52;1
45;0;559;41;1
46;0;2921;60;1
47;0;3024;91;1
47;1;3024;91;1
48;0;707;66;1
48;1;707;66;1
49;0;2850;136;1
50;0;1965;39;1
51;0;740;24;1
52;0;3140;143;1
53;0;586;62;1
54;0;1804;73;1
54;1;1804;73;1
55;0;422;157;1
55;1;422;157;1
56;0;55;60;1
57;0;3462;60;1
57;1;3462;60;1
58;0;1343;156;1
58;1;1343;156;1
59;0;2339;7;1
60;0;124;88;1
61;0;1974;36;1
61;1;1974;36;1
62;0;132;165;1
63;0;1890;137;1
63;1;1890;137;1
64;0;1658;172;1
64;1;1658;172;1
65;0;1253;136;1
65;1;1253;136;1
66;0;1291;84;1
66;1;1291;84;1
67;0;2459;57;1
67;1;2459;57;1
68;0;1530;137;1
69;0;1009;149;1
69;1;1009;149;1
70;0;2945;150;1
70;1;2945;150;1
71;0;2763;32;1
72;0;1999;98;1
72;1;1999;98;1
73;0;1912;23;1
73;1;1912;23;1
74;0;473;121;1
74;1;473;121;1
75;0;1745;83;1
76;0;2049;77;1
76;1;2049;77;1
77;0;1489;101;1
77;1;1489;101;1
78;0;1952;39;1
78;1;1952;39;1
79;0;136;99;1
80;0;278;139;1
81;0;550;168;1
82;0;3186;61;1
82;1;3186;61;1
83;0;3172;78;1
84;0;959;150;1
85;0;2303;166;1
85;1;2303;166;1
86;0;2886;65;1
86;1;2886;65;1
87;0;630;104;1
87;1;630;104;1
88;0;552;114;1
89;0;2474;90;1
89;1;2474;90;1
90;0;197;88;1
90;1;197;88;1
91;0;389;44;1
92;0;1030;89;1
92;1;1030;89;1
93;0;610;44;1
93;1;610;44;1
94;0;558;93;1
94;1;558;93;1
95;0;1192;120;1
96;0;1250;169;1
96;1;1250;169;1
97;0;2608;170;1
97;1;2608;170;1
98;0;1111;73;1
98;1;1111;73;1
99;0;1173;79;1
100;0;336;34;1
101;0;3337;21;1
102;0;1872;180;1
103;0;125;81;1
103;1;125;81;1
104;0;2994;87;1
104;1;2994;87;1
105;0;2464;153;1
105;1;2464;153;1
106;0;1265;71;1
107;0;1052;134;1
107;1;1052;134;1
108;0;439;172;0
108;1;439;172;0
109;0;37;100;0
109;1;37;100;0
110;0;1198;34;0
111;0;2516;144;0
111;1;2516;144;0
112;0;971;77;0
112;1;971;77;0
113;0;3286;162;0
113;1;3286;162;0
114;0;1886;148;0
115;0;2552;53;0
116;0;1130;83;0
117;0;2529;62;0
117;1;2529;62;0
118;0;1562;15;0
118;1;1562;15;0
119;0;2487;63;0
119;1;2487;63;0
120;0;1748;131;0
120;1;1748;131;0
121;0;2403;105;0
122;0;475;55;0
122;1;475;55;0
123;0;1526;66;0
123;1;1526;66;0
124;0;2119;96;0
124;1;2119;96;0
125;0;1710;27;0
126;0;2004;31;0
127;0;3137;136;0
128;0;1899;21;0
129;0;377;76;0
129;1;377;76;0
130;0;1433;50;0
130;1;1433;50;0
131;0;2672;121;0
131;1;2672;121;0
132;0;1864;87;0
132;1;1864;87;0
133;0;2409;148;0
134;0;2360;36;0
135;0;1904;77;0
135;1;1904;77;0
136;0;2281;69;0
136;1;2281;69;0
137;0;2115;29;0
137;1;2115;29;0
138;0;2517;180;0
139;0;1624;45;0
139;1;1624;45;0
140;0;528;12;0
140;1;528;12;0
141;0;1312;175;0
141;1;1312;175;0
142;0;1683;143;0
