Job;Operation;ToolSet;Processing Time;Priority
0;0;1898;41;1
0;1;1898;41;1
1;0;3153;160;1
1;1;3153;160;1
2;0;1725;125;1
3;0;2307;55;1
3;1;2307;55;1
4;0;1043;90;1
4;1;1043;90;1
5;0;764;138;1
6;0;762;44;1
6;1;762;44;1
7;0;1833;121;1
8;0;2178;137;1
8;1;2178;137;1
9;0;2445;164;1
10;0;1004;51;1
11;0;1783;25;1
12;0;2999;121;1
13;0;462;52;1
14;0;2796;95;1
15;0;661;163;1
15;1;661;163;1
16;0;1082;175;1
16;1;1082;175;1
17;0;1834;111;1
17;1;1834;111;1
18;0;315;172;1
18;1;315;172;1
19;0;1620;134;1
19;1;1620;134;1
20;0;2138;50;1
21;0;2645;157;1
22;0;871;76;1
23;0;720;121;1
24;0;2348;164;1
24;1;2348;164;1
25;0;2383;97;1
26;0;1084;50;1
27;0;542;96;1
28;0;2590;109;1
28;1;2590;109;1
29;0;1081;93;1
29;1;1081;93;1
30;0;2324;140;1
30;1;2324;140;1
31;0;3333;139;1
31;1;3333;139;1
32;0;1435;118;1
33;0;1410;53;1
33;1;1410;53;1
34;0;1333;62;1
34;1;1333;62;1
35;0;2711;172;1
35;1;2711;172;1
36;0;2909;60;1
36;1;2909;60;1
37;0;1730;99;1
38;0;2930;96;1
38;1;2930;96;1
39;0;1627;131;1
40;0;2771;121;1
41;0;2237;96;1
41;1;2237;96;1
42;0;1688;137;1
42;1;1688;137;1
43;0;2992;52;1
43;1;2992;52;1
44;0;1492;36;1
44;1;1492;36;1
45;0;3135;79;1
45;1;3135;79;1
46;0;1503;19;1
47;0;1234;8;1
47;1;1234;8;1
48;0;2183;83;1
48;1;2183;83;1
49;0;108;109;1
50;0;1626;164;1
51;0;2889;164;1
52;0;642;30;1
53;0;1064;49;1
54;0;2110;4;1
55;0;660;53;1
56;0;3399;71;1
56;1;3399;71;1
57;0;470;84;1
58;0;719;164;1
59;0;2689;91;1
59;1;2689;91;1
60;0;106;34;1
61;0;2128;174;1
61;1;2128;174;1
62;0;1367;42;1
62;1;1367;42;1
63;0;2818;62;1
63;1;2818;62;1
64;0;2188;51;1
64;1;2188;51;1
65;0;440;30;1
66;0;820;119;1
66;1;820;119;1
67;0;1023;161;1
67;1;1023;161;1
68;0;1737;16;1
69;0;2259;29;1
69;1;2259;29;1
70;0;2146;20;1
70;1;2146;20;1
71;0;1654;69;1
72;0;1684;97;1
72;1;1684;97;1
73;0;907;131;1
73;1;907;131;1
74;0;1749;130;1
74;1;1749;130;1
75;0;3007;109;1
76;0;2441;148;1
77;0;1200;41;1
78;0;628;20;1
78;1;628;20;1
79;0;1608;34;1
79;1;1608;34;1
80;0;888;90;1
80;1;888;90;1
81;0;300;77;1
81;1;300;77;1
82;0;2843;42;1
82;1;2843;42;1
83;0;2422;118;1
83;1;2422;118;1
84;0;299;47;1
85;0;2107;18;1
85;1;2107;18;1
86;0;891;44;1
87;0;1818;87;1
88;0;218;164;1
89;0;3390;172;1
89;1;3390;172;1
90;0;2799;112;1
90;1;2799;112;1
91;0;1351;164;1
91;1;1351;164;1
92;0;3116;80;1
92;1;3116;80;1
93;0;1902;124;1
93;1;1902;124;1
94;0;525;101;1
94;1;525;101;1
95;0;568;88;1
96;0;865;44;1
96;1;865;44;1
97;0;1054;96;1
97;1;1054;96;1
98;0;2612;148;1
98;1;2612;148;1
99;0;2160;42;1
99;1;2160;42;1
100;0;2730;12;1
101;0;1505;175;1
102;0;1172;57;1
102;1;1172;57;1
103;0;1461;45;1
103;1;1461;45;1
104;0;1404;87;1
105;0;3069;68;1
105;1;3069;68;1
106;0;3156;147;1
106;1;3156;147;1
107;0;1053;148;1
107;1;1053;148;1
108;0;2578;39;1
109;0;346;129;1
110;0;2862;8;1
110;1;2862;8;1
111;0;1219;62;1
111;1;1219;62;1
112;0;3250;112;1
112;1;3250;112;1
113;0;1385;103;1
113;1;1385;103;1
114;0;3009;124;1
114;1;3009;124;1
115;0;2953;101;1
116;0;2561;103;1
117;0;875;78;1
117;1;875;78;1
118;0;2199;101;1
119;0;1388;60;1
119;1;1388;60;1
120;0;63;169;1
120;1;63;169;1
121;0;980;99;1
122;0;1926;112;1
123;0;2090;106;1
123;1;2090;106;1
124;0;3267;33;1
124;1;3267;33;1
125;0;2794;18;1
126;0;1762;115;1
127;0;1541;44;1
127;1;1541;44;1
128;0;2318;114;1
129;0;1616;69;1
129;1;1616;69;1
130;0;3149;130;1
131;0;848;53;1
131;1;848;53;1
132;0;3308;59;1
133;0;3117;60;1
134;0;1223;12;1
134;1;1223;12;1
135;0;2067;49;1
135;1;2067;49;1
136;0;185;42;1
136;1;185;42;1
137;0;353;150;1
138;0;2787;50;1
139;0;1295;52;1
139;1;1295;52;1
140;0;1665;131;1
141;0;2888;15;1
142;0;1177;62;1
142;1;1177;62;1
143;0;450;131;1
144;0;1163;22;1
144;1;1163;22;1
145;0;1393;91;1
146;0;2329;133;1
147;0;3368;20;1
147;1;3368;20;1
148;0;1338;164;1
148;1;1338;164;1
149;0;1073;90;1
150;0;1656;147;1
150;1;1656;147;1
151;0;2170;4;1
151;1;2170;4;1
152;0;1984;86;1
152;1;1984;86;1
153;0;2082;168;1
154;0;2969;117;1
155;0;812;48;1
156;0;2039;130;1
156;1;2039;130;1
157;0;593;5;1
158;0;3347;44;1
158;1;3347;44;1
159;0;690;34;1
159;1;690;34;1
160;0;1485;20;1
160;1;1485;20;1
161;0;1551;73;1
162;0;619;147;1
162;1;619;147;1
163;0;467;98;1
164;0;2453;39;1
164;1;2453;39;1
165;0;2201;98;1
165;1;2201;98;1
166;0;1914;94;1
167;0;1271;99;1
167;1;1271;99;1
168;0;2299;34;1
168;1;2299;34;1
169;0;2033;178;1
169;1;2033;178;1
170;0;759;93;1
171;0;3257;55;1
172;0;3183;170;1
173;0;933;125;1
173;1;933;125;1
174;0;3395;78;1
175;0;2535;86;1
175;1;2535;86;1
176;0;2077;89;1
176;1;2077;89;1
177;0;1122;170;1
178;0;1495;88;1
178;1;1495;88;1
179;0;1995;21;1
180;0;1776;15;1
180;1;1776;15;1
181;0;958;26;1
181;1;958;26;1
182;0;3288;74;1
183;0;1093;68;1
183;1;1093;68;1
184;0;3424;125;1
185;0;3239;125;1
186;0;280;151;1
186;1;280;151;1
187;0;2691;28;1
188;0;2673;172;1
188;1;2673;172;1
189;0;1569;44;1
190;0;3064;30;1
190;1;3064;30;1
191;0;1447;170;1
191;1;1447;170;1
192;0;2793;131;1
193;0;3136;97;1
193;1;3136;97;1
194;0;3417;160;1
194;1;3417;160;1
195;0;1957;64;1
195;1;1957;64;1
196;0;1889;35;1
196;1;1889;35;1
197;0;2829;34;1
198;0;2951;103;1
199;0;595;84;1
200;0;308;172;1
201;0;2849;97;1
201;1;2849;97;1
202;0;821;62;1
203;0;1169;125;1
203;1;1169;125;1
204;0;1986;80;1
204;1;1986;80;1
205;0;631;143;1
205;1;631;143;1
206;0;248;44;1
206;1;248;44;1
207;0;302;109;1
207;1;302;109;1
208;0;2715;22;1
208;1;2715;22;1
209;0;576;137;1
210;0;804;18;1
211;0;499;139;1
211;1;499;139;1
212;0;1803;109;1
213;0;2980;94;1
213;1;2980;94;1
214;0;1067;105;1
214;1;1067;105;1
215;0;3450;101;1
215;1;3450;101;1
216;0;2984;12;1
216;1;2984;12;1
217;0;906;15;1
217;1;906;15;1
218;0;1125;151;1
219;0;1617;172;1
219;1;1617;172;1
220;0;1256;45;1
221;0;1458;151;1
221;1;1458;151;1
222;0;1599;69;1
222;1;1599;69;1
223;0;3460;97;1
224;0;1326;67;1
225;0;1861;29;1
225;1;1861;29;1
226;0;1418;98;1
227;0;2937;84;1
228;0;1166;131;1
228;1;1166;131;1
229;0;166;90;1
229;1;166;90;1
230;0;2104;105;1
231;0;1212;137;1
231;1;1212;137;1
232;0;2767;32;1
232;1;2767;32;1
233;0;1034;64;1
233;1;1034;64;1
234;0;801;55;1
235;0;2805;66;1
235;1;2805;66;1
236;0;581;127;1
236;1;581;127;1
237;0;1421;134;1
237;1;1421;134;1
238;0;1496;90;1
238;1;1496;90;1
239;0;2979;137;1
239;1;2979;137;1
240;0;3430;22;1
240;1;3430;22;1
241;0;187;42;1
242;0;1996;161;1
243;0;1632;152;1
243;1;1632;152;1
244;0;272;97;1
245;0;1463;90;1
245;1;1463;90;1
246;0;1802;84;1
247;0;3441;41;1
247;1;3441;41;1
248;0;833;131;1
248;1;833;131;1
249;0;1055;72;1
249;1;1055;72;1
250;0;1931;146;1
250;1;1931;146;1
251;0;3454;121;1
252;0;1538;29;1
253;0;1203;31;1
254;0;629;105;1
254;1;629;105;1
255;0;814;15;1
256;0;3463;96;1
256;1;3463;96;1
257;0;2133;176;1
257;1;2133;176;1
258;0;380;84;1
258;1;380;84;1
259;0;772;124;1
259;1;772;124;1
260;0;715;163;1
260;1;715;163;1
261;0;432;132;1
262;0;1086;5;1
263;0;1217;162;1
263;1;1217;162;1
264;0;2477;97;1
265;0;1323;34;1
265;1;1323;34;1
266;0;331;105;1
267;0;1663;4;1
267;1;1663;4;1
268;0;1180;63;1
268;1;1180;63;1
269;0;2213;169;1
269;1;2213;169;1
270;0;1739;165;1
270;1;1739;165;1
271;0;2239;69;1
271;1;2239;69;1
272;0;1988;15;1
272;1;1988;15;1
273;0;2032;60;1
273;1;2032;60;1
274;0;2861;118;1
274;1;2861;118;1
275;0;1687;150;1
275;1;1687;150;1
276;0;625;48;1
276;1;625;48;1
277;0;1815;60;1
277;1;1815;60;1
278;0;1136;62;1
279;0;2289;26;1
279;1;2289;26;1
280;0;3351;12;1
280;1;3351;12;1
281;0;885;44;1
281;1;885;44;1
282;0;1364;39;1
282;1;1364;39;1
283;0;706;97;1
284;0;1231;10;1
285;0;666;150;1
285;1;666;150;1
286;0;334;114;1
287;0;2798;36;1
288;0;2305;42;1
288;1;2305;42;1
289;0;2863;40;1
290;0;1486;98;1
291;0;2410;160;1
292;0;2152;86;1
292;1;2152;86;1
293;0;490;41;1
293;1;490;41;1
294;0;607;96;1
294;1;607;96;1
295;0;1997;160;1
295;1;1997;160;1
296;0;3058;120;1
296;1;3058;120;1
297;0;3265;39;1
297;1;3265;39;1
298;0;2332;50;1
298;1;2332;50;1
299;0;1273;64;1
299;1;1273;64;1
300;0;2173;18;1
300;1;2173;18;1
301;0;3437;131;1
301;1;3437;131;1
302;0;1791;39;1
302;1;1791;39;1
303;0;1459;109;1
304;0;2922;130;1
304;1;2922;130;1
305;0;650;83;1
306;0;2562;45;1
306;1;2562;45;1
307;0;2103;97;1
307;1;2103;97;1
308;0;3254;138;1
309;0;2942;134;1
309;1;2942;134;1
310;0;2005;28;1
310;1;2005;28;1
311;0;2501;71;1
311;1;2501;71;1
312;0;2678;149;1
313;0;1311;135;1
313;1;1311;135;1
314;0;2897;53;1
314;1;2897;53;1
315;0;977;173;1
315;1;977;173;1
316;0;517;64;1
316;1;517;64;1
317;0;1134;101;1
317;1;1134;101;1
318;0;1950;32;1
319;0;2819;137;1
320;0;698;103;1
321;0;506;150;1
321;1;506;150;1
322;0;784;39;1
322;1;784;39;1
323;0;2021;98;1
323;1;2021;98;1
324;0;1603;36;1
325;0;1353;115;1
