Job;Operation;ToolSet;Processing Time;Priority
0;0;3263;168;1
1;0;1087;54;1
2;0;469;17;1
2;1;469;17;1
3;0;2350;19;1
4;0;2012;117;1
5;0;62;158;1
5;1;62;158;1
6;0;197;150;1
7;0;16;152;1
8;0;564;134;1
9;0;511;61;1
9;1;511;61;1
10;0;3396;130;1
10;1;3396;130;1
11;0;85;41;1
12;0;1707;101;1
12;1;1707;101;1
13;0;2772;18;1
14;0;1647;11;1
14;1;1647;11;1
15;0;532;68;1
16;0;93;24;1
17;0;3224;25;1
17;1;3224;25;1
18;0;1694;53;1
18;1;1694;53;1
19;0;102;113;1
19;1;102;113;1
20;0;3173;122;1
20;1;3173;122;1
21;0;486;53;1
21;1;486;53;1
22;0;2226;106;1
22;1;2226;106;1
23;0;2967;106;1
23;1;2967;106;1
24;0;1574;34;1
25;0;1354;138;1
26;0;2119;160;1
26;1;2119;160;1
27;0;2200;65;1
27;1;2200;65;1
28;0;132;39;1
29;0;148;165;1
30;0;2870;114;1
30;1;2870;114;1
31;0;3245;59;1
31;1;3245;59;1
32;0;636;4;1
32;1;636;4;1
33;0;3266;89;1
34;0;3238;92;1
35;0;2413;4;1
35;1;2413;4;1
36;0;566;45;1
37;0;89;74;0
38;0;925;50;0
39;0;2993;168;0
39;1;2993;168;0
40;0;969;95;0
41;0;196;16;0
41;1;196;16;0
42;0;461;168;0
43;0;2058;178;0
43;1;2058;178;0
44;0;3130;163;0
44;1;3130;163;0
45;0;2076;28;0
46;0;3320;11;0
47;0;3272;147;0
47;1;3272;147;0
48;0;3408;166;0
49;0;111;174;0
49;1;111;174;0
