./input/MyInstancesSameToolSets/n=20,p=0.75,r=0.5,t=0,v0.csv;./input/Processed/ToolSetInt.csv
2;720;1440
Machine: 0
5;0;0;147;1;15,49,36,45,54,24,60,658,72,661,144,3686,6009,8558,8555,9032,9075,762,87,764,89,831,945,766,768,769,276,844,772,834,833,947,854,863,949,1019,1020,349,1021,94,1022,1023,1024,1025,1026,1027,1028,693,140,104,1029,1030,1031,2628,5230,4740,297,7426,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,6760,6761,29,6175,2306,198,1707,6041,
4;0;147;223;1;15,49,36,45,54,24,60,658,72,661,144,3686,6009,8558,8555,9032,9075,762,87,764,89,831,945,766,768,769,276,844,772,834,833,947,854,863,949,1019,1020,349,1021,94,1022,1023,1024,1025,1026,1027,1028,693,140,104,1029,1030,1031,2628,5230,4740,297,7426,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,6760,6761,29,6175,2306,198,1707,6041,
13;0;222;287;0;15,49,36,45,54,24,60,658,72,661,3686,6009,762,764,89,831,945,766,768,276,772,833,947,854,863,949,1020,349,94,1022,1024,1025,1027,1028,693,140,104,1029,1030,1031,2628,5230,4740,297,7426,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,6760,6761,29,6175,2306,198,1707,6041,
7;0;287;385;1;15,34,35,49,36,45,52,54,24,60,658,659,660,72,661,3810,55,2487,3686,6009,5957,2774,2775,4567,5683,7425,2778,4739,2645,3263,5633,2600,2628,5230,4740,4946,297,329,1198,7426,7427,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,4213,6760,6761,29,2305,6175,2306,198,1707,6041,
7;1;385;483;1;15,34,35,49,36,45,52,54,24,60,658,659,660,72,661,3810,55,2487,3686,6009,5957,2774,2775,4567,5683,7425,2778,4739,2645,3263,5633,2600,2628,5230,4740,4946,297,329,1198,7426,7427,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,4213,6760,6761,29,2305,6175,2306,198,1707,6041,
0;0;483;586;1;15,34,35,49,36,45,52,54,24,60,658,659,660,72,661,3810,55,2487,3686,6009,5957,2628,5230,4740,4946,297,1198,7426,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,4213,6760,6761,29,2305,6175,2306,198,1707,6041,
8;0;586;679;1;15,34,35,49,36,45,52,54,24,60,658,659,660,72,661,3810,55,2487,3686,6009,5957,2628,5230,4740,297,7426,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,4213,6760,6761,29,2305,6175,2306,198,1707,6041,
8;1;679;772;1;15,34,35,49,36,45,52,54,24,60,658,659,660,72,661,3810,55,2487,3686,6009,5957,2628,5230,4740,297,7426,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,4213,6760,6761,29,2305,6175,2306,198,1707,6041,
1;0;772;885;1;15,34,35,49,36,45,52,54,24,60,658,659,660,72,661,3810,55,2487,3686,6009,5957,5230,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,5314,3831,1587,6760,6761,29,2305,6175,2306,198,1707,6041,
3;0;885;903;1;49,36,72,661,55,2487,3686,6009,5957,5230,
3;1;903;921;1;49,36,72,661,55,2487,3686,6009,5957,5230,
Machine: 1
9;0;0;105;1;308,303,267,268,272,273,289,144,1204,434,1205,902,904,921,922,1206,1207,1208,936,940,1209,1210,1211,1212,903,905,287,5957,1474,397,288,1921,1480,4091,185,6654,19,1246,656,1247,1063,637,206,1248,1249,1250,1251,1252,1274,1287,1293,1294,1295,1277,2443,875,1702,2444,2263,2445,2264,2446,2447,1512,2448,2449,3797,1322,2220,1268,1269,1270,3721,2407,4353,4112,3703,4217,27,2235,
6;0;105;206;1;308,303,267,268,272,273,289,144,1204,434,1205,902,904,921,922,1206,1207,1208,936,940,1209,1210,1211,1212,903,905,287,5957,1474,397,288,1921,1480,4091,6654,19,1246,656,1247,1063,637,206,1248,1249,1250,1251,1252,1274,1287,1293,1294,1295,1277,2443,875,1702,2444,2263,2445,2264,2446,2447,1512,2448,2449,3797,1322,2220,1268,1269,1270,3721,2407,4353,4112,3703,4217,27,2235,
12;0;205;303;0;308,303,267,268,272,273,289,144,1204,434,1205,902,904,921,922,1206,1207,1208,936,940,1209,1210,1211,1212,903,905,287,19,1246,656,1247,1063,637,206,1248,1249,1250,1251,1252,1274,1287,1293,1294,1295,1277,2443,875,1702,2444,2263,2445,2264,2446,2447,1512,2448,2449,3797,1322,2220,1268,1269,1270,3721,2407,4353,4112,3703,4217,27,2235,
12;1;303;401;0;308,303,267,268,272,273,289,144,1204,434,1205,902,904,921,922,1206,1207,1208,936,940,1209,1210,1211,1212,903,905,287,19,1246,656,1247,1063,637,206,1248,1249,1250,1251,1252,1274,1287,1293,1294,1295,1277,2443,875,1702,2444,2263,2445,2264,2446,2447,1512,2448,2449,3797,1322,2220,1268,1269,1270,3721,2407,4353,4112,3703,4217,27,2235,
