./input/MyInstancesSameToolSets/n=20,p=0.25,r=0.5,t=0,v0.csv;./input/Processed/ToolSetInt.csv
2;720;1440
Machine: 0
12;0;0;103;0;15,16,17,46,19,52,54,37,38,39,40,24,60,26,1432,1433,632,1434,1435,537,1436,1437,1438,1439,1155,490,479,1440,730,412,427,408,415,1441,8558,8555,9032,9075,4316,3345,502,1283,206,1246,656,1247,1063,637,1248,1249,1250,1251,1252,289,3925,3810,55,2487,34,35,1360,1725,262,321,143,95,1470,1809,1726,4,1053,245,49,36,45,658,659,660,72,661,
10;0;103;157;0;15,16,17,46,19,52,54,37,38,39,40,24,60,26,1432,1433,632,1434,1435,537,1436,1437,1438,1439,1155,490,479,1440,730,412,427,408,415,1441,8558,8555,9032,9075,4316,3345,502,1283,206,1246,656,1247,1063,637,1248,1249,1250,1251,1252,289,3925,3810,55,2487,34,35,1360,1725,262,321,143,95,1470,1809,1726,4,1053,245,36,45,
1;0;157;233;1;15,16,17,46,19,52,54,37,38,39,40,24,60,26,1432,1433,632,1434,1435,537,1436,1437,1438,1439,1155,490,479,1440,730,412,427,408,415,1441,8558,8555,9032,9075,4316,3345,502,1283,206,1246,656,1247,1063,637,1248,1249,1250,1251,1252,3925,3810,55,2487,34,35,
1;1;233;309;1;15,16,17,46,19,52,54,37,38,39,40,24,60,26,1432,1433,632,1434,1435,537,1436,1437,1438,1439,1155,490,479,1440,730,412,427,408,415,1441,8558,8555,9032,9075,4316,3345,502,1283,206,1246,656,1247,1063,637,1248,1249,1250,1251,1252,3925,3810,55,2487,34,35,
0;0;309;325;1;15,16,17,46,19,52,54,37,38,39,40,24,60,26,1432,1433,632,1434,1435,537,1436,1437,1438,1439,1155,490,479,1440,730,412,427,408,415,1441,8558,8555,9032,9075,4316,3345,502,1283,206,1246,656,1247,1063,637,1248,1249,1250,1251,1252,3925,3810,55,2487,34,35,
0;1;325;341;1;15,16,17,46,19,52,54,37,38,39,40,24,60,26,1432,1433,632,1434,1435,537,1436,1437,1438,1439,1155,490,479,1440,730,412,427,408,415,1441,8558,8555,9032,9075,4316,3345,502,1283,206,1246,656,1247,1063,637,1248,1249,1250,1251,1252,3925,3810,55,2487,34,35,
5;0;1275;1440;0;15,17,46,19,54,37,38,39,24,60,1440,730,427,408,4316,3345,502,1283,206,1246,656,1247,1063,637,1248,1249,1250,1251,1252,3925,3810,55,2487,34,35,
8;0;1440;1553;0;15,17,46,19,54,37,38,39,24,60,1440,730,427,408,4316,3345,502,1283,206,1246,656,1247,1063,637,1248,1249,1250,1251,1252,3925,3810,55,2487,34,35,
2;0;1553;1713;1;15,17,46,54,24,60,1440,730,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,502,1195,221,1463,1936,2869,3427,1283,1587,206,111,5314,3831,4213,6760,6761,29,2305,6175,2306,198,1478,1246,1247,637,1251,1252,288,276,1147,4016,4017,4018,3925,292,1058,4019,55,2487,34,35,25,27,76,77,68,
2;1;1713;1873;1;15,17,46,54,24,60,1440,730,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,502,1195,221,1463,1936,2869,3427,1283,1587,206,111,5314,3831,4213,6760,6761,29,2305,6175,2306,198,1478,1246,1247,637,1251,1252,288,276,1147,4016,4017,4018,3925,292,1058,4019,55,2487,34,35,25,27,76,77,68,
7;0;1873;1923;0;15,17,46,54,24,60,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,1587,5314,3831,4213,6760,6761,29,2305,6175,2306,198,1478,1247,1252,288,276,1147,4016,4017,4018,3925,292,1058,4019,55,2487,34,35,25,27,76,77,68,
7;1;1923;1973;0;15,17,46,54,24,60,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,1587,5314,3831,4213,6760,6761,29,2305,6175,2306,198,1478,1247,1252,288,276,1147,4016,4017,4018,3925,292,1058,4019,55,2487,34,35,25,27,76,77,68,
9;0;1973;2012;0;15,17,46,54,24,60,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,1587,5314,3831,4213,6760,6761,29,2305,6175,2306,198,1478,1247,1252,288,276,1147,4016,4017,4018,3925,292,1058,4019,55,2487,34,35,25,27,76,77,68,
3;0;2012;2105;0;15,17,46,54,24,60,871,4313,4314,2062,4315,4316,4317,4318,2063,3345,3346,1587,5314,3831,4213,6760,6761,29,2305,6175,2306,198,1478,1247,1252,288,276,1147,4016,4017,4018,3925,292,1058,4019,55,2487,34,35,25,27,76,77,68,
Machine: 1
