./input/BaseInstances/6M2_n=30,r=0.4,t=30,v0.txt;./input/Processed/ToolSetInt.csv
7;720;1440
Machine: 0
16;0;2879;2973;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,25,26,27,
8;0;2973;3050;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,25,26,27,
5;0;3050;3079;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,25,26,27,
3;0;3079;3128;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,20,27,
1;0;3128;3275;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,20,27,
2;0;3275;3453;0;0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,19,20,27,
2;1;3453;3500;0;0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,19,20,27,
Machine: 1
13;0;2763;2814;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,19,20,26,27,
0;0;2879;2934;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,19,20,27,
0;1;2934;2980;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,19,20,27,
12;0;2980;2984;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,19,20,27,
12;1;2984;3037;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,19,20,27,
17;0;4320;4389;1;0,2,13,15,16,19,27,
17;1;4389;4423;1;0,2,13,15,16,19,27,
Machine: 2
7;0;2879;2923;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,25,26,27,
7;1;2923;3097;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,25,26,27,
15;0;3097;3121;0;0,1,2,4,5,6,8,9,12,13,14,15,16,19,20,26,27,
11;0;3121;3187;1;0,2,4,5,8,9,12,13,15,16,19,20,26,27,
19;0;3187;3231;0;0,2,4,5,13,16,19,26,
19;1;3231;3305;0;0,2,4,5,13,16,19,26,
Machine: 3
14;0;2880;2985;1;0,2,4,5,10,11,12,13,14,15,16,19,20,21,26,27,29,
14;1;2985;3075;1;0,2,4,5,10,11,12,13,14,15,16,19,20,21,26,27,29,
10;0;3075;3178;1;0,2,4,5,13,14,15,16,19,20,21,27,
20;0;3177;3241;1;0,2,4,5,13,14,15,16,19,20,21,27,
Machine: 4
18;0;2879;2884;0;0,2,5,13,15,16,17,18,19,21,27,
4;0;2884;3040;1;0,2,5,13,15,16,17,18,19,21,27,
4;1;3040;3137;1;0,2,5,13,15,16,17,18,19,21,27,
Machine: 5
6;0;2879;3010;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
9;0;3010;3066;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
9;1;3066;3126;0;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
END
Best Bound: 900
Final Solution: 900
fineshedJobsCount: 30
switchs: 0
switchsInstances: 0
unfineshedPriorityCount: 0
Time: 34.9103
