./input/MyInstancesSameToolSets/n=75,p=0.24,r=0.5,t=650,v0.csv;./input/Processed/ToolSetInt.csv
2;720;1440
Machine: 0
6;0;0;101;1;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
18;0;101;147;0;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
18;1;147;202;0;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
7;0;202;267;1;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
7;1;267;306;1;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
12;0;306;326;0;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
12;1;326;404;0;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
9;0;404;445;1;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
35;0;445;613;0;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
25;0;613;678;0;15,17,24,25,27,29,34,35,46,54,55,60,68,76,77,87,177,185,198,288,397,553,554,588,663,762,871,1474,1480,1587,1707,1921,2062,2063,2220,2305,2306,2487,2502,2846,3345,3346,3606,3686,3810,3831,4091,4213,4313,4314,4315,4316,4317,4318,5314,5957,6009,6041,6175,6654,6760,6761,7369,7397,7591,8297,8298,8299,8300,8465,8466,8467,8480,8481,8482,8483,8555,8558,9032,9075,
