Job;Operation;ToolSet;Processing Time;Priority
0;0;2674;73;1
0;1;2674;164;1
1;0;2733;130;1
1;1;2733;103;1
2;0;1150;94;1
3;0;2472;69;1
3;1;2472;50;1
4;0;1996;34;1
5;0;1019;106;1
5;1;1019;160;1
6;0;1244;44;1
6;1;1244;169;1
7;0;1218;66;1
7;1;1218;46;1
8;0;1031;101;1
9;0;834;10;1
10;0;864;57;1
10;1;864;156;1
11;0;2784;156;1
12;0;2332;20;1
13;0;2010;24;1
13;1;2010;151;1
14;0;3271;76;1
15;0;1957;148;1
16;0;494;41;1
17;0;1339;148;1
18;0;2978;134;1
18;1;2978;134;1
19;0;3366;147;1
19;1;3366;39;1
20;0;891;51;1
21;0;3211;98;1
21;1;3211;131;1
22;0;1583;42;1
22;1;1583;73;1
23;0;1275;165;1
23;1;1275;166;1
24;0;3264;45;1
25;0;415;47;1
25;1;415;61;1
26;0;2888;78;1
26;1;2888;165;1
27;0;1319;49;1
28;0;2385;28;1
28;1;2385;132;1
29;0;1239;165;1
30;0;984;172;1
31;0;229;23;1
31;1;229;131;1
32;0;2787;66;1
33;0;1474;134;1
33;1;1474;98;1
34;0;1500;88;1
34;1;1500;8;1
35;0;801;94;1
35;1;801;147;1
36;0;3256;52;1
36;1;3256;138;1
37;0;1318;177;1
37;1;1318;143;1
38;0;2548;174;1
38;1;2548;95;1
39;0;1523;179;1
39;1;1523;75;1
40;0;1217;152;1
41;0;3260;103;1
42;0;821;104;1
43;0;847;78;1
44;0;1029;152;1
44;1;1029;119;1
45;0;1303;96;1
46;0;2769;22;1
47;0;2909;88;1
48;0;408;34;1
49;0;1871;88;1
49;1;1871;129;1
50;0;950;41;1
50;1;950;156;1
51;0;1516;168;1
52;0;536;89;1
53;0;517;160;1
53;1;517;69;1
54;0;1599;83;1
54;1;1599;97;1
55;0;1875;98;1
56;0;838;89;1
57;0;871;174;1
58;0;914;123;1
59;0;3105;75;1
59;1;3105;154;1
60;0;1411;78;1
61;0;545;152;1
61;1;545;110;1
62;0;2510;73;1
62;1;2510;130;1
63;0;1687;95;1
63;1;1687;148;1
64;0;773;5;1
64;1;773;98;1
65;0;2979;170;1
65;1;2979;157;1
66;0;223;18;1
66;1;223;174;1
67;0;523;147;1
68;0;219;93;1
69;0;1539;96;1
69;1;1539;77;1
70;0;1627;103;1
71;0;1035;160;1
71;1;1035;114;1
72;0;3319;164;1
73;0;1730;49;1
73;1;1730;156;1
74;0;2180;125;1
74;1;2180;162;1
75;0;3244;30;1
75;1;3244;180;1
76;0;666;60;1
76;1;666;90;1
77;0;1661;165;1
77;1;1661;87;1
78;0;2342;125;1
79;0;2768;164;1
79;1;2768;127;1
80;0;2998;39;1
81;0;2450;73;1
82;0;548;138;1
82;1;548;64;1
83;0;1166;22;1
83;1;1166;79;1
84;0;2879;151;1
84;1;2879;129;1
85;0;2280;22;1
86;0;1231;44;1
86;1;1231;163;1
87;0;2932;131;1
87;1;2932;66;1
88;0;500;109;1
89;0;353;147;1
89;1;353;34;1
90;0;584;51;1
91;0;3234;27;1
91;1;3234;14;1
92;0;2884;45;1
92;1;2884;160;1
93;0;3385;97;1
93;1;3385;93;1
94;0;643;161;1
94;1;643;89;1
95;0;3093;48;1
95;1;3093;177;1
96;0;1581;44;1
96;1;1581;33;1
97;0;907;164;1
97;1;907;67;1
98;0;1853;18;1
99;0;2442;104;1
100;0;3339;162;1
100;1;3339;121;1
101;0;2458;66;1
101;1;2458;16;1
102;0;1733;94;1
103;0;1983;11;1
103;1;1983;29;1
104;0;1084;161;1
105;0;315;124;1
106;0;900;109;1
107;0;411;119;1
107;1;411;52;1
108;0;2522;4;1
109;0;1004;101;1
109;1;1004;21;1
110;0;2897;124;1
111;0;2386;173;1
111;1;2386;156;1
112;0;1802;61;1
112;1;1802;148;1
113;0;3368;72;1
113;1;3368;29;1
114;0;452;89;1
114;1;452;144;1
115;0;1284;131;1
116;0;3417;39;1
116;1;3417;154;1
117;0;625;176;1
117;1;625;141;1
118;0;1223;46;1
119;0;1268;164;1
119;1;1268;139;1
120;0;897;143;1
121;0;3146;77;1
121;1;3146;152;1
122;0;3373;156;1
