Job;Operation;ToolSet;Processing Time;Priority
0;0;1694;53;1
0;1;1694;53;1
1;0;148;165;1
1;1;148;165;1
2;0;3245;68;1
2;1;3245;68;1
3;0;1694;53;0
3;1;1694;53;0
4;0;2350;98;0
5;0;89;147;0
6;0;3173;105;0
7;0;2058;158;0
7;1;2058;158;0
8;0;3266;89;0
8;1;3266;89;0
9;0;2058;158;0
9;1;2058;158;0
10;0;2119;160;0
11;0;111;39;0
11;1;111;39;0
12;0;3245;68;0
12;1;3245;68;0
13;0;564;134;1
14;0;1694;53;0
14;1;1694;53;0
15;0;1354;119;0
16;0;469;83;0
17;0;2058;158;0
17;1;2058;158;0
18;0;1574;34;0
19;0;132;138;0
20;0;111;39;0
20;1;111;39;0
21;0;2350;98;0
22;0;925;50;0
23;0;3238;98;0
24;0;1087;54;0
25;0;93;111;0
25;1;93;111;0
26;0;2012;93;0
27;0;197;150;0
28;0;1354;119;0
29;0;3245;68;1
29;1;3245;68;1
30;0;3266;89;0
30;1;3266;89;0
31;0;3266;89;1
31;1;3266;89;1
32;0;148;165;0
32;1;148;165;0
33;0;89;147;0
34;0;3130;163;0
34;1;3130;163;0
35;0;564;134;0
36;0;1647;169;1
37;0;1574;34;1
38;0;111;39;0
38;1;111;39;0
39;0;1647;169;0
40;0;3238;98;0
