Job;Operation;ToolSet;Processing Time;Priority
0;0;1174;172;1
1;0;415;64;1
2;0;2077;89;1
2;1;2077;119;1
3;0;2957;66;1
3;1;2957;161;1
4;0;1484;34;1
4;1;1484;98;1
5;0;730;148;1
5;1;730;29;1
6;0;833;169;1
7;0;3265;139;1
8;0;3292;101;1
8;1;3292;34;1
9;0;1614;125;1
10;0;2765;52;1
10;1;2765;36;1
11;0;2942;125;1
11;1;2942;47;1
12;0;2259;42;1
13;0;386;143;1
14;0;1244;104;1
15;0;1239;39;1
15;1;1239;143;1
16;0;1029;77;1
16;1;1029;94;1
17;0;1197;45;1
17;1;1197;139;1
18;0;2548;144;1
19;0;2026;88;1
20;0;3236;179;1
21;0;2673;101;1
22;0;949;4;1
22;1;949;120;1
23;0;2900;25;1
23;1;2900;137;1
24;0;2843;149;1
25;0;2739;88;1
26;0;2715;76;1
27;0;2363;132;1
27;1;2363;160;1
28;0;2784;25;1
28;1;2784;164;1
29;0;2150;36;1
30;0;1500;164;1
30;1;1500;168;1
31;0;1604;109;1
32;0;356;131;1
33;0;368;157;1
34;0;968;68;1
34;1;968;71;1
35;0;2996;139;1
35;1;2996;77;1
36;0;1095;162;1
36;1;1095;92;1
37;0;698;157;1
38;0;2768;34;1
39;0;3430;121;1
39;1;3430;94;1
40;0;2612;14;1
40;1;2612;156;1
41;0;1121;46;1
41;1;1121;159;1
42;0;2381;148;1
43;0;2811;68;1
43;1;2811;175;1
44;0;517;34;1
44;1;517;77;1
45;0;1800;21;1
45;1;1800;18;1
46;0;3326;86;1
47;0;366;28;1
48;0;3421;10;1
48;1;3421;15;1
49;0;1217;163;1
50;0;1284;157;1
50;1;1284;27;1
51;0;3069;72;1
52;0;1613;28;1
52;1;1613;147;1
53;0;1398;122;1
53;1;1398;41;1
54;0;946;60;1
55;0;1319;11;1
55;1;1319;121;1
56;0;1357;76;1
56;1;1357;119;1
57;0;3437;54;1
58;0;2280;125;1
58;1;2280;103;1
59;0;1892;78;1
59;1;1892;34;1
60;0;308;30;1
60;1;308;175;1
61;0;3445;120;1
61;1;3445;80;1
62;0;2237;8;1
62;1;2237;163;1
63;0;2803;101;1
63;1;2803;106;1
64;0;1146;122;1
64;1;1146;111;1
65;0;2386;52;1
65;1;2386;48;1
66;0;875;130;1
67;0;2193;131;1
67;1;2193;136;1
68;0;2512;144;1
69;0;2233;49;1
69;1;2233;49;1
70;0;3192;177;1
71;0;1474;79;1
71;1;1474;16;1
72;0;779;98;1
72;1;779;4;1
73;0;2912;60;1
73;1;2912;163;1
74;0;2305;18;1
74;1;2305;22;1
75;0;2899;28;1
76;0;2385;12;1
76;1;2385;60;1
77;0;1427;103;1
77;1;1427;53;1
78;0;500;170;1
78;1;500;124;1
79;0;2992;39;1
79;1;2992;111;1
80;0;2342;57;1
81;0;3081;152;1
82;0;1303;37;1
83;0;1535;44;1
83;1;1535;89;1
84;0;3117;93;1
85;0;950;143;1
85;1;950;96;1
86;0;364;14;1
86;1;364;44;1
87;0;2930;15;1
88;0;2010;169;1
89;0;1884;139;1
90;0;426;63;1
91;0;2840;64;1
91;1;2840;36;1
92;0;338;32;1
92;1;338;97;1
93;0;934;131;1
94;0;2213;144;1
95;0;1871;156;1
96;0;2177;180;1
96;1;2177;163;1
97;0;2733;51;1
97;1;2733;80;1
98;0;1082;98;1
98;1;1082;137;1
99;0;2190;44;1
99;1;2190;83;1
100;0;2110;109;1
100;1;2110;84;1
101;0;775;177;1
101;1;775;164;1
102;0;577;103;1
102;1;577;168;1
103;0;2097;41;1
104;0;2306;89;1
104;1;2306;39;1
105;0;1567;137;1
106;0;2711;36;1
107;0;2691;77;1
107;1;2691;101;1
108;0;1170;35;1
108;1;1170;121;1
109;0;3075;44;1
110;0;1559;155;1
111;0;1218;146;1
112;0;1592;168;1
113;0;297;92;1
113;1;297;39;1
114;0;516;148;1
