Job;Operation;ToolSet;Processing Time;Priority
0;0;2612;104;1
1;0;1471;94;1
1;1;1471;147;1
2;0;1022;31;1
2;1;1022;164;1
3;0;3260;96;1
3;1;3260;81;1
4;0;1608;49;1
4;1;1608;20;1
5;0;934;98;1
5;1;934;59;1
6;0;1599;126;1
6;1;1599;5;1
7;0;1539;96;1
7;1;1539;30;1
8;0;1004;136;1
8;1;1004;44;1
9;0;2304;129;1
9;1;2304;152;1
10;0;3443;89;1
10;1;3443;146;1
11;0;2177;76;1
11;1;2177;148;1
12;0;548;135;1
12;1;548;77;1
13;0;3236;97;1
13;1;3236;150;1
14;0;2714;30;1
15;0;2547;151;1
16;0;1288;41;1
16;1;1288;168;1
17;0;1498;95;1
17;1;1498;156;1
18;0;1146;162;1
18;1;1146;174;1
19;0;2243;48;1
19;1;2243;14;1
20;0;1862;113;1
20;1;1862;148;1
21;0;3256;123;1
22;0;2128;48;1
22;1;2128;134;1
23;0;1885;157;1
23;1;1885;86;1
24;0;2264;103;1
24;1;2264;156;1
25;0;447;144;1
25;1;447;119;1
26;0;984;97;1
26;1;984;30;1
27;0;3336;4;1
28;0;3117;78;1
29;0;220;49;1
30;0;1985;179;1
30;1;1985;64;1
31;0;1411;88;1
32;0;2239;97;1
32;1;2239;83;1
33;0;801;10;1
34;0;3242;78;1
35;0;3338;106;1
35;1;3338;176;1
36;0;989;135;1
36;1;989;73;1
37;0;968;89;1
37;1;968;51;1
38;0;577;11;1
39;0;2603;11;1
39;1;2603;86;1
40;0;284;115;1
41;0;320;168;1
41;1;320;4;1
42;0;863;77;1
43;0;1041;161;1
43;1;1041;77;1
44;0;605;55;1
45;0;2040;168;1
46;0;2307;106;1
47;0;1252;126;1
48;0;3056;126;1
49;0;3169;101;1
49;1;3169;125;1
50;0;2932;68;1
51;0;1396;106;1
52;0;2570;76;1
53;0;1613;105;1
54;0;223;52;1
55;0;254;68;1
55;1;254;98;1
56;0;523;29;1
56;1;523;121;1
57;0;1084;44;1
58;0;871;36;1
58;1;871;23;1
59;0;2233;142;1
59;1;2233;53;1
60;0;1661;14;1
60;1;1661;172;1
61;0;1231;155;1
62;0;3144;61;1
63;0;916;86;1
63;1;916;84;1
64;0;358;12;1
64;1;358;148;1
65;0;2450;122;1
65;1;2450;132;1
66;0;3271;156;1
67;0;2998;163;1
67;1;2998;150;1
68;0;2034;139;1
68;1;2034;101;1
69;0;2522;68;1
69;1;2522;112;1
70;0;415;50;1
70;1;415;171;1
71;0;2990;141;1
71;1;2990;145;1
72;0;1684;134;1
73;0;1815;79;1
73;1;1815;50;1
74;0;2385;33;1
74;1;2385;98;1
75;0;3075;152;1
75;1;3075;87;1
76;0;2933;103;1
77;0;1997;83;1
77;1;1997;39;1
78;0;2396;40;1
78;1;2396;94;1
79;0;1522;100;1
79;1;1522;19;1
80;0;1834;165;1
81;0;302;109;1
81;1;302;33;1
82;0;1367;76;1
83;0;3125;51;1
83;1;3125;94;1
84;0;698;74;1
84;1;698;72;1
85;0;1007;63;1
85;1;1007;156;1
86;0;1029;134;1
86;1;1029;175;1
87;0;1474;177;1
87;1;1474;16;1
88;0;2889;126;1
88;1;2889;115;1
89;0;3187;36;1
89;1;3187;137;1
90;0;2188;131;1
91;0;3161;150;1
91;1;3161;20;1
92;0;1422;64;1
92;1;1422;169;1
93;0;3034;77;1
94;0;3385;14;1
94;1;3385;124;1
95;0;426;28;1
96;0;645;55;1
96;1;645;45;1
97;0;536;173;1
98;0;1583;48;1
98;1;1583;16;1
99;0;1592;36;1
99;1;1592;97;1
100;0;2771;143;1
100;1;2771;112;1
101;0;1319;74;1
101;1;1319;163;1
102;0;1351;115;1
103;0;2745;179;1
104;0;1197;62;1
105;0;2113;174;1
106;0;1218;20;1
107;0;3421;68;1
107;1;3421;55;1
108;0;455;84;1
109;0;2381;11;1
109;1;2381;66;1
110;0;2475;144;1
111;0;520;89;1
111;1;520;147;1
112;0;1037;174;1
112;1;1037;22;1
113;0;961;44;1
114;0;1379;64;1
115;0;2105;95;1
116;0;2733;135;1
117;0;1931;64;1
118;0;944;171;1
118;1;944;96;1
119;0;2704;9;1
119;1;2704;173;1
120;0;2939;149;1
120;1;2939;110;1
121;0;1451;52;1
121;1;1451;134;1
122;0;2978;21;1
123;0;1065;96;1
123;1;1065;95;1
124;0;301;132;1
124;1;301;105;1
125;0;2306;52;1
126;0;274;73;1
126;1;274;78;1
127;0;2856;47;1
127;1;2856;16;1
128;0;3098;157;1
128;1;3098;39;1
129;0;3437;21;1
129;1;3437;113;1
130;0;773;30;1
130;1;773;33;1
131;0;2193;31;1
131;1;2193;8;1
132;0;1438;145;1
133;0;2221;60;1
133;1;2221;165;1
134;0;1129;44;1
134;1;1129;144;1
135;0;516;150;1
136;0;833;41;1
136;1;833;55;1
137;0;3264;65;1
138;0;1779;109;1
138;1;1779;32;1
139;0;2961;93;1
140;0;2831;74;1
141;0;2359;95;1
141;1;2359;64;1
142;0;3373;162;1
143;0;2824;151;1
144;0;2213;134;1
144;1;2213;12;1
145;0;2348;174;1
145;1;2348;45;1
146;0;2186;160;1
146;1;2186;44;1
147;0;2996;164;1
147;1;2996;30;1
148;0;2190;149;1
148;1;2190;73;1
149;0;1425;33;1
149;1;1425;97;1
150;0;3081;69;1
150;1;3081;20;1
151;0;777;143;1
151;1;777;44;1
152;0;1626;33;1
152;1;1626;15;1
153;0;1398;71;1
153;1;1398;52;1
154;0;3292;174;1
154;1;3292;131;1
155;0;907;110;1
155;1;907;129;1
156;0;2565;34;1
156;1;2565;134;1
157;0;1527;76;1
157;1;1527;66;1
158;0;2963;66;1
158;1;2963;114;1
159;0;3404;78;1
160;0;2897;176;1
160;1;2897;39;1
161;0;1875;117;1
162;0;893;137;1
162;1;893;48;1
163;0;1809;158;1
164;0;375;80;1
164;1;375;91;1
165;0;3304;134;1
165;1;3304;34;1
166;0;3327;39;1
167;0;500;4;1
167;1;500;92;1
168;0;2322;60;1
168;1;2322;92;1
169;0;1180;21;1
169;1;1180;21;1
170;0;834;145;1
171;0;1720;41;1
171;1;1720;34;1
172;0;2799;129;1
172;1;2799;86;1
173;0;2694;165;1
174;0;1268;18;1
175;0;2175;156;1
176;0;529;168;1
176;1;529;44;1
177;0;1715;10;1
178;0;2383;165;1
178;1;2383;160;1
179;0;1082;130;1
179;1;1082;32;1
180;0;1339;90;1
180;1;1339;122;1
181;0;1143;11;1
182;0;868;4;1
183;0;218;20;1
183;1;218;86;1
184;0;2787;65;1
184;1;2787;172;1
185;0;1855;34;1
185;1;1855;152;1
186;0;949;179;1
187;0;2026;78;1
188;0;2979;14;1
188;1;2979;144;1
189;0;477;39;1
190;0;2960;131;1
191;0;3239;44;1
191;1;3239;90;1
192;0;1410;37;1
193;0;946;118;1
193;1;946;21;1
194;0;1871;161;1
195;0;1069;117;1
195;1;1069;67;1
196;0;1655;76;1
196;1;1655;77;1
197;0;2548;30;1
197;1;2548;160;1
198;0;1225;114;1
198;1;1225;32;1
199;0;2321;89;1
200;0;1560;86;1
201;0;790;66;1
201;1;790;97;1
202;0;3093;105;1
202;1;3093;142;1
203;0;2512;14;1
203;1;2512;151;1
204;0;2299;166;1
204;1;2299;109;1
205;0;2793;121;1
206;0;762;101;1
206;1;762;105;1
207;0;2784;30;1
207;1;2784;41;1
208;0;2836;86;1
208;1;2836;34;1
209;0;356;98;1
210;0;1270;81;1
210;1;1270;65;1
211;0;648;44;1
211;1;648;52;1
212;0;1284;152;1
213;0;1279;91;1
213;1;1279;30;1
214;0;3265;115;1
214;1;3265;174;1
215;0;2259;30;1
215;1;2259;129;1
216;0;643;149;1
217;0;1446;125;1
218;0;966;12;1
219;0;722;49;1
219;1;722;20;1
220;0;922;131;1
221;0;900;53;1
222;0;666;161;1
223;0;908;28;1
224;0;3250;5;1
224;1;3250;4;1
225;0;2673;66;1
225;1;2673;164;1
226;0;2843;165;1
226;1;2843;33;1
227;0;2842;77;1
227;1;2842;73;1
228;0;1121;44;1
229;0;2976;174;1
229;1;2976;121;1
230;0;1404;98;1
230;1;1404;33;1
231;0;847;122;1
232;0;288;73;1
232;1;288;49;1
233;0;1055;51;1
234;0;374;131;1
234;1;374;74;1
235;0;696;176;1
236;0;1150;46;1
237;0;1302;19;1
237;1;1302;159;1
238;0;1792;170;1
238;1;1792;101;1
239;0;1380;20;1
240;0;2769;55;1
241;0;2032;169;1
241;1;2032;37;1
242;0;1859;96;1
242;1;1859;44;1
243;0;2010;163;1
244;0;2372;143;1
244;1;2372;33;1
245;0;494;152;1
245;1;494;11;1
246;0;2550;113;1
247;0;3254;131;1
247;1;3254;69;1
248;0;2780;22;1
248;1;2780;50;1
249;0;2615;161;1
250;0;3339;101;1
250;1;3339;60;1
251;0;1833;39;1
252;0;412;137;1
252;1;412;84;1
253;0;2818;31;1
253;1;2818;73;1
254;0;1013;29;1
255;0;2899;81;1
256;0;450;132;1
257;0;942;78;1
257;1;942;65;1
258;0;2077;66;1
258;1;2077;77;1
259;0;719;120;1
259;1;719;14;1
260;0;2057;106;1
260;1;2057;130;1
261;0;1311;22;1
261;1;1311;53;1
262;0;383;110;1
263;0;950;141;1
263;1;950;98;1
264;0;3361;22;1
264;1;3361;51;1
265;0;861;109;1
266;0;2697;109;1
266;1;2697;22;1
267;0;2861;29;1
267;1;2861;39;1
268;0;2840;39;1
268;1;2840;147;1
269;0;891;133;1
270;0;1393;83;1
270;1;1393;169;1
271;0;1565;179;1
271;1;1565;68;1
272;0;626;10;1
272;1;626;51;1
273;0;1884;14;1
274;0;1477;4;1
274;1;1477;125;1
275;0;2280;6;1
275;1;2280;100;1
276;0;575;30;0
277;0;2562;160;0
277;1;2562;78;0
278;0;253;127;0
278;1;253;17;0
279;0;2924;96;0
280;0;3268;78;0
280;1;3268;155;0
281;0;268;60;0
281;1;268;179;0
282;0;2342;160;0
283;0;3326;14;0
284;0;2909;34;0
284;1;2909;4;0
285;0;2036;42;0
285;1;2036;149;0
286;0;3454;41;0
287;0;1196;90;0
