Job;Operation;ToolSet;Processing Time;Priority
0;0;1243;69;0
0;1;1367;138;0
1;0;302;76;0
1;1;700;127;0
2;0;629;5;0
2;1;2390;34;0
3;0;949;27;1
3;1;886;125;1
4;0;1065;44;1
4;1;2007;68;1
5;0;3439;75;0
5;1;1194;52;0
6;0;334;151;0
6;1;1896;32;0
7;0;1288;73;1
7;1;1460;39;1
8;0;1144;55;1
8;1;661;6;1
9;0;3179;88;1
9;1;1549;158;1
10;0;3288;14;0
10;1;2236;76;0
11;0;703;53;0
11;1;2696;101;0
12;0;1203;66;0
12;1;2361;148;0
13;0;906;29;1
13;1;2132;7;1
14;0;480;4;0
14;1;1318;156;0
15;0;2604;175;0
15;1;745;33;0
16;0;2933;150;1
16;1;221;132;1
17;0;942;97;0
17;1;2098;175;0
18;0;1681;80;0
18;1;2233;136;0
19;0;2637;4;1
19;1;1359;73;1
20;0;826;45;0
20;1;958;28;0
21;0;993;83;0
21;1;1737;86;0
22;0;1170;37;0
22;1;341;44;0
23;0;1771;44;0
23;1;1207;131;0
24;0;1097;53;0
24;1;2990;52;0
25;0;1637;166;0
25;1;1385;112;0
26;0;3254;109;1
26;1;1284;39;1
27;0;1092;33;1
27;1;2391;164;1
28;0;1573;5;0
28;1;3234;80;0
29;0;529;74;0
29;1;2542;144;0
30;0;3056;77;1
30;1;746;20;1
31;0;2254;134;1
31;1;1812;160;1
32;0;2161;174;0
32;1;254;11;0
33;0;1054;150;1
33;1;1620;168;1
34;0;821;152;0
34;1;592;25;0
35;0;3454;106;0
35;1;648;179;0
36;0;3256;120;1
36;1;660;48;1
37;0;2983;86;1
37;1;1072;37;1
38;0;2617;149;0
38;1;1082;77;0
39;0;1480;147;0
39;1;822;86;0
40;0;2550;129;0
40;1;1731;49;0
41;0;1326;165;1
41;1;2591;81;1
42;0;2838;4;0
42;1;1815;60;0
43;0;1503;105;0
43;1;1665;111;0
44;0;2976;160;0
44;1;1519;44;0
45;0;1444;50;0
45;1;3330;6;0
46;0;1264;178;0
46;1;842;81;0
47;0;3319;9;0
47;1;893;164;0
48;0;1311;98;1
48;1;997;134;1
49;0;1756;64;0
49;1;2540;32;0
50;0;802;101;1
50;1;3365;114;1
51;0;2996;4;0
51;1;3446;125;0
52;0;2186;8;0
52;1;2150;51;0
53;0;3081;33;0
53;1;2193;121;0
54;0;3399;5;0
54;1;3065;31;0
55;0;3211;118;0
55;1;2234;152;0
56;0;2949;51;0
56;1;1004;69;0
57;0;521;173;0
57;1;1086;39;0
58;0;2942;114;0
58;1;1421;106;0
59;0;2997;20;0
59;1;1525;139;0
60;0;682;138;0
60;1;3223;165;0
61;0;605;64;1
61;1;915;111;1
62;0;2178;90;0
62;1;3390;25;0
63;0;270;36;0
63;1;1983;109;0
64;0;3067;111;1
64;1;1376;37;1
65;0;2128;99;1
65;1;2108;131;1
66;0;3108;45;1
66;1;2769;109;1
67;0;1841;15;0
67;1;2307;20;0
68;0;1963;97;0
68;1;3100;176;0
69;0;2048;158;0
69;1;1181;44;0
70;0;2970;64;0
70;1;1190;62;0
71;0;2422;44;0
71;1;1338;131;0
72;0;2899;172;1
72;1;2329;83;1
73;0;696;62;0
73;1;1589;94;0
74;0;3034;157;1
74;1;3264;93;1
75;0;326;61;0
75;1;518;60;0
76;0;595;15;1
76;1;1053;173;1
77;0;2977;55;0
77;1;1197;26;0
78;0;230;137;0
78;1;3346;170;0
79;0;1319;98;0
79;1;1485;101;0
80;0;1548;148;0
80;1;2592;98;0
81;0;1148;69;1
81;1;2097;78;1
82;0;944;172;0
82;1;2654;64;0
83;0;3198;78;0
83;1;1134;87;0
84;0;3183;64;0
84;1;3358;55;0
85;0;2284;36;0
85;1;604;55;0
86;0;490;23;0
