Job;Operation;ToolSet;Processing Time;Priority
0;0;2655;157;1
0;1;2628;16;1
1;0;1238;10;1
1;1;2961;37;1
2;0;1988;139;1
2;1;1626;151;1
3;0;1601;126;0
3;1;1380;80;0
4;0;948;149;1
4;1;1692;49;1
5;0;2317;64;1
5;1;1475;15;1
6;0;745;66;1
6;1;2733;115;1
7;0;886;98;1
7;1;2190;33;1
8;0;1062;123;1
8;1;2998;101;1
9;0;279;160;1
9;1;516;118;1
10;0;3120;93;1
10;1;720;115;1
11;0;1256;74;0
11;1;1923;25;0
12;0;1144;41;1
12;1;230;152;1
13;0;1209;80;0
13;1;3454;16;0
14;0;875;100;1
14;1;2869;97;1
15;0;2747;73;1
15;1;2428;93;1
16;0;315;161;0
16;1;1053;94;0
17;0;1477;52;1
17;1;1029;32;1
18;0;1002;4;1
18;1;3234;28;1
19;0;2625;132;1
19;1;2067;75;1
20;0;2386;62;1
20;1;1855;163;1
21;0;595;160;1
21;1;764;45;1
22;0;2450;74;1
22;1;1492;164;1
23;0;865;22;1
23;1;1307;172;1
24;0;2729;156;1
24;1;1813;106;1
25;0;2885;164;1
25;1;1269;160;1
26;0;801;67;1
26;1;864;14;1
27;0;375;33;1
27;1;1125;4;1
28;0;1329;73;0
28;1;2396;178;0
29;0;3362;76;1
29;1;1776;4;1
30;0;341;66;1
30;1;2803;130;1
31;0;2810;75;1
31;1;1146;80;1
32;0;3350;44;1
32;1;2840;8;1
33;0;3058;178;1
33;1;690;132;1
34;0;3417;62;1
34;1;3211;18;1
35;0;1084;32;1
35;1;1065;11;1
36;0;2123;165;0
36;1;3385;175;0
37;0;914;84;1
37;1;577;139;1
38;0;1166;164;1
38;1;2048;155;1
39;0;2512;30;0
39;1;260;171;0
40;0;2535;64;0
40;1;3409;148;0
41;0;2098;18;1
41;1;661;48;1
42;0;1689;52;0
42;1;856;151;0
43;0;1204;105;1
43;1;3040;51;1
44;0;919;95;0
44;1;1691;61;0
45;0;1148;34;0
45;1;1764;111;0
46;0;2948;52;0
46;1;1581;55;0
47;0;1871;156;1
47;1;1826;78;1
48;0;2107;127;1
48;1;2501;81;1
49;0;2391;68;1
49;1;2956;153;1
50;0;3044;104;1
50;1;383;81;1
51;0;371;44;1
51;1;2828;41;1
52;0;1795;143;0
52;1;706;46;0
53;0;2638;80;0
53;1;1736;151;0
54;0;1398;162;0
54;1;2812;41;0
55;0;1096;8;0
55;1;877;105;0
56;0;3297;148;0
56;1;1535;144;0
57;0;3169;154;0
57;1;2329;32;0
58;0;3262;32;1
58;1;1015;77;1
59;0;1041;156;1
59;1;2821;88;1
60;0;1404;135;1
60;1;320;111;1
61;0;2304;55;1
61;1;2233;105;1
62;0;2191;81;1
62;1;2034;89;1
63;0;3148;127;0
63;1;388;66;0
64;0;2700;147;1
64;1;988;90;1
65;0;2889;32;1
65;1;3034;144;1
66;0;1983;154;1
66;1;3347;92;1
67;0;3384;44;0
67;1;1733;158;0
68;0;1470;138;1
68;1;2090;22;1
69;0;2381;87;1
69;1;1665;80;1
70;0;1128;77;1
70;1;1961;131;1
71;0;1163;97;0
71;1;2973;48;0
72;0;1611;77;1
72;1;3358;72;1
73;0;2110;147;1
73;1;1341;148;1
74;0;730;47;1
74;1;2289;168;1
75;0;1963;163;1
75;1;604;149;1
76;0;3453;164;0
76;1;1359;28;0
77;0;3227;64;1
77;1;3183;101;1
78;0;2422;137;0
78;1;1669;103;0
79;0;2637;8;0
79;1;1642;129;0
80;0;1609;52;1
80;1;996;94;1
81;0;219;4;0
81;1;2024;66;0
82;0;940;22;1
82;1;2716;69;1
83;0;814;152;1
83;1;1099;18;1
84;0;2509;152;1
84;1;2804;164;1
85;0;2324;59;1
85;1;3319;73;1
86;0;2318;168;1
86;1;3179;52;1
87;0;1376;34;1
87;1;1372;96;1
88;0;1668;37;1
88;1;2236;29;1
89;0;2580;79;1
89;1;408;5;1
90;0;752;33;1
90;1;2764;10;1
91;0;250;161;1
91;1;1487;118;1
92;0;1500;106;1
92;1;777;32;1
93;0;2561;51;1
93;1;888;76;1
94;0;3256;68;0
94;1;1891;22;0
95;0;2793;77;1
95;1;3378;94;1
96;0;2401;51;1
96;1;1637;151;1
97;0;1025;33;1
97;1;3100;114;1
98;0;466;60;1
98;1;1302;66;1
99;0;1549;174;1
99;1;2767;156;1
100;0;2332;73;1
100;1;3167;42;1
101;0;1792;49;1
101;1;2530;100;1
102;0;2372;25;0
102;1;1295;170;0
103;0;324;148;1
103;1;2939;83;1
104;0;1836;32;0
104;1;645;149;0
105;0;2977;47;0
105;1;2310;172;0
106;0;2842;154;1
106;1;2996;6;1
107;0;2321;99;1
107;1;2576;144;1
108;0;1661;83;1
108;1;3123;20;1
109;0;2591;36;0
109;1;2860;143;0
110;0;1480;156;0
110;1;746;83;0
111;0;2645;137;1
111;1;817;149;1
112;0;2734;154;1
112;1;1393;39;1
113;0;3014;173;1
113;1;1438;39;1
114;0;2472;14;1
114;1;587;134;1
115;0;3220;22;0
115;1;806;109;0
116;0;1659;113;0
116;1;1286;40;0
117;0;2634;121;0
117;1;467;55;0
118;0;1190;96;1
118;1;773;34;1
119;0;3368;106;1
119;1;626;164;1
120;0;1270;86;0
120;1;268;152;0
121;0;2673;34;1
121;1;2548;26;1
122;0;2651;129;1
122;1;2322;47;1
123;0;2290;77;1
123;1;2254;101;1
124;0;2017;156;1
124;1;2932;165;1
125;0;447;62;1
125;1;3018;90;1
126;0;3306;65;0
126;1;2390;25;0
127;0;3055;56;1
127;1;820;66;1
128;0;898;75;0
128;1;1783;157;0
129;0;3278;37;1
129;1;2113;36;1
130;0;1715;150;0
130;1;1789;78;0
131;0;3366;103;1
131;1;3343;99;1
132;0;2550;104;0
132;1;2980;94;0
133;0;2903;90;1
133;1;2525;60;1
134;0;1527;46;1
134;1;3336;32;1
135;0;1366;34;0
135;1;1511;55;0
136;0;2168;24;1
136;1;1410;84;1
137;0;1731;156;1
137;1;1512;174;1
138;0;2936;49;1
138;1;2247;99;1
139;0;596;119;0
139;1;2924;137;0
140;0;3326;153;1
140;1;3170;74;1
141;0;386;68;1
141;1;3108;40;1
142;0;305;12;1
142;1;2863;94;1
143;0;2221;134;0
143;1;3192;39;0
144;0;1037;171;1
144;1;2807;83;1
145;0;369;66;0
145;1;3254;29;0
146;0;272;156;1
146;1;3181;33;1
147;0;2823;81;1
147;1;565;162;1
148;0;2527;25;1
148;1;2933;131;1
149;0;2963;27;1
149;1;3344;95;1
150;0;299;19;0
150;1;489;151;0
151;0;2951;122;1
151;1;1984;8;1
152;0;2202;41;0
152;1;3000;97;0
153;0;1089;83;1
153;1;2789;44;1
154;0;1678;157;1
154;1;998;149;1
155;0;2856;154;1
155;1;1281;91;1
156;0;1994;96;1
156;1;2442;160;1
157;0;634;144;1
157;1;1120;60;1
158;0;1902;52;1
158;1;2978;124;1
159;0;499;96;1
159;1;2838;163;1
160;0;2415;137;1
160;1;1888;34;1
161;0;1800;66;1
161;1;1721;30;1
162;0;1039;106;1
162;1;1159;103;1
163;0;316;144;1
163;1;1799;115;1
164;0;1862;147;1
164;1;3444;173;1
165;0;2128;73;1
165;1;2714;169;1
332;0;1679;149;1
333;0;2452;11;1
334;0;1186;105;0
335;0;2824;160;1
336;0;374;74;1
337;0;2156;101;1
338;0;2007;81;1
339;0;1749;36;1
340;0;2494;168;1
341;0;3242;136;1
342;0;3135;174;0
343;0;1823;24;1
344;0;302;103;1
345;0;1539;98;1
346;0;696;44;1
347;0;1458;154;0
348;0;3042;97;1
349;0;2084;22;1
350;0;2989;80;1
351;0;2522;103;1
352;0;748;121;1
353;0;355;145;1
354;0;3371;105;1
355;0;2284;4;1
356;0;891;145;1
357;0;2410;10;1
358;0;1600;165;1
359;0;1725;180;1
360;0;1019;72;1
361;0;2780;169;1
362;0;2769;157;1
363;0;249;152;0
364;0;811;109;1
365;0;1353;6;1
366;0;3390;15;0
367;0;1828;29;1
368;0;253;148;0
369;0;1505;77;1
370;0;2077;34;1
371;0;3365;55;1
372;0;2475;179;0
373;0;2005;20;0
374;0;767;92;0
375;0;3341;110;1
376;0;2468;61;0
377;0;1821;61;1
378;0;1580;148;1
379;0;214;152;0
380;0;1997;144;0
381;0;2366;50;1
382;0;2799;83;0
383;0;1013;119;0
384;0;649;28;1
385;0;997;156;1
386;0;3422;175;1
387;0;2162;64;1
388;0;2990;157;1
389;0;1865;158;0
390;0;2820;157;1
391;0;1339;69;0
392;0;3380;175;1
393;0;593;157;1
394;0;1460;104;1
395;0;1935;105;1
396;0;2453;75;0
397;0;1892;105;1
398;0;2524;84;1
399;0;506;66;1
400;0;772;150;1
401;0;221;141;1
402;0;1427;66;1
403;0;2239;127;1
404;0;2212;51;1
405;0;861;127;0
406;0;1246;73;1
407;0;3095;162;1
408;0;1220;77;0
409;0;2264;164;1
410;0;366;148;1
411;0;1038;77;1
412;0;1583;144;1
413;0;942;18;1
414;0;1031;162;1
415;0;2178;76;1
416;0;2897;53;1
417;0;2930;8;1
418;0;3075;156;1
419;0;1950;152;0
420;0;2059;34;0
421;0;1150;114;0
422;0;2201;41;1
423;0;2778;163;0
424;0;908;115;1
425;0;2542;24;1
426;0;911;34;1
427;0;2959;144;1
428;0;248;30;1
429;0;2189;142;1
430;0;1316;131;0
431;0;3322;153;1
432;0;1177;41;1
433;0;611;47;1
434;0;2213;4;1
435;0;944;40;1
436;0;904;66;1
437;0;1914;33;0
438;0;3446;157;0
439;0;1396;173;0
440;0;1169;10;1
441;0;3438;59;1
442;0;3394;111;1
443;0;2592;45;1
444;0;1283;115;1
445;0;655;84;1
446;0;477;34;1
447;0;957;4;0
448;0;1418;76;1
449;0;1640;60;1
450;0;2263;46;1
451;0;1883;141;1
452;0;304;4;1
453;0;1181;34;0
454;0;1268;77;1
455;0;1107;41;1
456;0;1411;8;1
457;0;2142;172;1
458;0;2784;52;0
459;0;2957;99;1
460;0;601;76;1
461;0;480;17;1
462;0;915;34;1
463;0;2416;152;1
464;0;910;162;1
465;0;813;31;1
466;0;3359;148;1
467;0;2246;60;1
468;0;3069;131;1
469;0;2912;37;0
470;0;1814;111;1
471;0;1519;151;1
472;0;2562;53;0
473;0;1699;147;1
474;0;871;52;1
475;0;3436;78;1
476;0;2560;50;1
477;0;3206;139;1
478;0;2715;19;1
479;0;2999;52;1
480;0;1134;60;0
481;0;923;50;1
482;0;1791;49;1
483;0;2915;77;1
484;0;1925;161;0
485;0;1225;174;1
486;0;3445;66;1
487;0;3274;33;1
488;0;539;44;1
489;0;1796;21;1
490;0;1703;149;1
491;0;853;174;1
492;0;2899;97;1
493;0;3404;111;1
494;0;2255;103;1
495;0;3007;52;1
496;0;667;148;1
497;0;2811;44;1
498;0;3420;79;0
