Job;Operation;ToolSet;Processing Time;Priority
0;0;1699;74;1
0;1;1263;126;1
1;0;324;96;1
2;0;2180;171;1
2;1;585;156;1
3;0;2026;22;1
4;0;470;87;1
4;1;560;98;1
5;0;2571;160;1
6;0;2040;79;1
7;0;3409;98;1
8;0;2016;62;1
8;1;1481;45;1
9;0;628;11;1
9;1;2856;44;1
10;0;1503;91;1
11;0;1786;4;1
12;0;1689;14;1
12;1;2306;47;1
13;0;3250;152;1
13;1;2638;55;1
14;0;1283;157;1
15;0;2420;8;1
16;0;891;87;1
16;1;2426;164;1
17;0;1177;34;1
17;1;1324;52;1
18;0;1442;119;1
18;1;3069;172;1
19;0;946;60;1
20;0;3158;62;1
20;1;1776;144;1
21;0;471;4;1
21;1;2933;161;1
22;0;1361;119;1
22;1;1550;72;1
23;0;1559;52;1
23;1;3064;59;1
24;0;2734;97;1
25;0;1923;28;1
25;1;2765;115;1
26;0;2879;142;1
26;1;1502;97;1
27;0;3366;30;1
27;1;801;19;1
28;0;444;95;1
28;1;3395;4;1
29;0;2752;32;1
29;1;2254;22;1
30;0;462;6;1
31;0;1477;170;1
31;1;1697;132;1
32;0;2123;119;1
32;1;279;92;1
33;0;1931;109;1
34;0;993;165;1
35;0;337;124;1
35;1;2976;165;1
36;0;1094;44;1
36;1;1685;104;1
37;0;2246;90;1
37;1;1541;25;1
38;0;2998;69;1
38;1;1892;83;1
39;0;892;40;1
40;0;463;60;1
40;1;1669;137;1
41;0;1136;45;1
41;1;3149;53;1
42;0;2322;91;1
43;0;898;53;1
44;0;1245;68;1
44;1;1218;131;1
45;0;3306;76;1
45;1;1393;161;1
46;0;1983;96;1
46;1;2979;34;1
47;0;2540;8;1
47;1;643;89;1
48;0;368;145;1
48;1;1039;26;1
49;0;2039;137;1
49;1;1693;93;1
50;0;695;24;1
51;0;2985;81;1
51;1;767;125;1
52;0;341;4;1
52;1;2084;104;1
53;0;460;137;1
53;1;2059;112;1
54;0;1841;56;1
54;1;1268;148;1
55;0;857;171;1
56;0;1701;129;1
56;1;2923;138;1
57;0;2176;147;1
57;1;1613;74;1
58;0;1485;5;1
59;0;1668;48;1
60;0;1388;156;1
60;1;1182;53;1
61;0;806;36;1
61;1;503;152;1
62;0;325;97;1
63;0;2711;114;1
63;1;3288;28;1
64;0;3315;36;1
64;1;1451;101;1
65;0;3392;19;1
66;0;1359;144;1
66;1;1376;29;1
67;0;357;79;1
67;1;433;39;1
68;0;1398;73;1
69;0;2844;174;1
69;1;3412;53;1
70;0;2445;141;1
70;1;2390;11;1
71;0;1128;161;1
72;0;2796;176;1
72;1;3226;49;1
73;0;1614;83;1
73;1;1086;25;1
74;0;2452;101;1
75;0;577;60;1
75;1;968;17;1
76;0;2562;171;1
77;0;3198;162;1
78;0;1150;117;1
78;1;378;122;1
79;0;2263;60;1
80;0;3090;136;1
80;1;1762;170;1
81;0;388;41;1
82;0;875;131;1
83;0;3223;65;1
83;1;260;60;1
84;0;2527;52;1
85;0;1642;152;1
86;0;1279;73;1
86;1;2385;25;1
87;0;543;163;1
87;1;3230;121;1
88;0;1688;33;1
89;0;3081;55;1
89;1;2843;109;1
90;0;1883;42;1
91;0;2535;72;1
91;1;2422;138;1
92;0;280;36;1
93;0;1459;95;1
94;0;661;14;1
95;0;1496;80;1
95;1;2091;149;1
96;0;1718;49;1
96;1;3292;59;1
97;0;1788;84;1
98;0;1269;103;1
99;0;2647;174;1
99;1;1853;94;1
100;0;596;77;1
101;0;426;20;1
101;1;1655;80;1
102;0;910;14;1
102;1;3390;164;1
103;0;1651;33;1
104;0;1739;119;1
105;0;2833;156;1
105;1;984;131;1
106;0;1231;105;1
106;1;3105;64;1
107;0;358;15;1
107;1;3359;46;1
108;0;3319;76;1
108;1;536;139;1
109;0;1470;160;1
109;1;2522;156;1
110;0;1084;64;1
110;1;821;148;1
111;0;980;143;1
111;1;2771;80;1
112;0;1534;20;1
112;1;2895;97;1
113;0;1475;64;1
114;0;800;51;1
115;0;958;44;1
115;1;3436;94;1
116;0;1380;55;1
117;0;223;15;1
118;0;273;28;1
118;1;3040;51;1
119;0;2924;91;1
119;1;3095;118;1
120;0;1661;75;1
121;0;2828;22;1
121;1;2970;10;1
122;0;3399;64;1
122;1;1418;159;1
123;0;270;129;1
124;0;2937;34;1
124;1;3067;157;1
125;0;720;45;1
125;1;250;161;1
126;0;353;174;1
127;0;2700;94;1
127;1;3361;44;1
128;0;459;60;1
129;0;1985;180;1
130;0;1692;47;1
130;1;1217;179;1
131;0;2977;88;1
132;0;1720;120;1
133;0;745;125;1
133;1;2965;21;1
134;0;780;180;1
135;0;1079;137;1
136;0;1495;50;1
136;1;1099;41;1
137;0;2885;156;1
137;1;1379;160;1
138;0;3008;22;1
139;0;2324;59;1
139;1;2980;15;1
140;0;1220;80;1
140;1;366;170;1
141;0;2264;125;1
142;0;771;139;1
142;1;3418;12;1
143;0;2410;84;1
143;1;1621;168;1
144;0;1281;27;1
145;0;2359;12;1
146;0;1316;36;1
146;1;423;20;1
147;0;886;91;1
147;1;682;137;1
148;0;2561;119;1
149;0;1909;78;1
149;1;2939;32;1
150;0;3321;39;1
151;0;229;147;1
151;1;2036;12;1
152;0;853;160;1
152;1;364;44;1
153;0;2472;161;1
153;1;230;179;1
154;0;2804;62;1
154;1;1854;132;1
155;0;1790;50;1
156;0;3156;51;1
157;0;3323;54;1
157;1;2419;76;1
158;0;1120;109;1
159;0;998;132;1
160;0;1988;151;1
161;0;1144;30;1
161;1;220;66;1
162;0;1859;144;1
162;1;2780;164;1
163;0;2961;51;1
164;0;568;94;1
165;0;650;14;1
166;0;386;161;1
166;1;2138;46;1
167;0;2745;163;1
167;1;2861;15;1
168;0;1254;134;1
168;1;2862;73;1
169;0;2897;170;1
170;0;1064;163;1
171;0;1756;50;1
171;1;1634;54;1
172;0;2466;160;1
172;1;833;4;1
173;0;592;105;1
174;0;1730;68;1
174;1;2191;119;1
175;0;888;76;1
176;0;2383;179;1
176;1;1902;5;1
177;0;415;158;1
177;1;1244;156;1
178;0;516;68;1
179;0;1200;118;1
179;1;3352;34;1
180;0;2999;39;1
180;1;1423;90;1
181;0;1862;115;1
181;1;3093;101;1
182;0;440;55;1
182;1;1935;90;1
183;0;595;96;1
184;0;3108;152;1
185;0;699;44;1
185;1;861;176;1
186;0;3161;51;1
186;1;1998;157;1
187;0;2179;152;1
187;1;1498;80;1
188;0;777;144;1
188;1;1823;5;1
189;0;1681;11;1
190;0;1855;131;1
191;0;2029;24;1
192;0;2645;55;1
193;0;1795;29;1
193;1;885;83;1
194;0;2512;25;1
194;1;3181;118;1
195;0;834;125;1
195;1;1460;137;1
196;0;1492;114;1
197;0;908;150;1
198;0;3047;150;1
198;1;2399;73;1
199;0;907;45;1
199;1;506;115;1
200;0;604;168;1
201;0;1174;65;1
202;0;1211;126;1
202;1;2762;101;1
203;0;1095;110;1
204;0;299;73;1
204;1;916;18;1
205;0;3098;152;1
206;0;1966;18;1
206;1;820;126;1
207;0;1609;90;1
208;0;2235;66;1
209;0;529;92;1
209;1;1620;69;1
210;0;1608;14;1
211;0;914;101;1
211;1;3347;105;1
212;0;3254;37;1
212;1;1809;30;1
213;0;563;153;1
213;1;1802;34;1
214;0;2213;105;1
214;1;2884;136;1
215;0;1684;35;1
215;1;1123;174;1
216;0;383;48;1
217;0;2046;174;1
217;1;369;154;1
218;0;1600;52;1
219;0;3042;129;1
220;0;797;49;1
220;1;521;131;1
221;0;2591;78;1
222;0;2199;151;1
222;1;2501;45;1
223;0;706;5;1
223;1;3424;172;1
224;0;1374;52;1
224;1;2704;148;1
225;0;494;129;1
226;0;1461;109;1
226;1;1053;41;1
227;0;1385;99;1
228;0;1779;62;1
228;1;356;32;1
229;0;2849;36;1
230;0;2351;47;1
230;1;2978;9;1
231;0;3416;36;1
231;1;3339;78;1
232;0;1186;144;1
233;0;2465;169;1
233;1;1569;51;1
234;0;619;18;1
234;1;3055;171;1
235;0;2543;15;1
236;0;1601;121;1
237;0;2503;73;1
238;0;1438;168;1
238;1;1427;77;1
239;0;3326;159;1
239;1;1583;30;1
240;0;1687;30;1
240;1;2637;144;1
241;0;2767;149;1
241;1;1329;109;1
242;0;2578;8;1
242;1;1062;149;1
243;0;2869;121;1
244;0;2477;151;1
244;1;1013;93;1
245;0;2329;134;1
245;1;649;138;1
246;0;2010;39;1
246;1;1888;20;1
247;0;2386;96;1
248;0;447;147;1
249;0;2178;90;1
250;0;868;54;1
251;0;1122;110;1
251;1;1686;39;1
252;0;1237;57;1
253;0;3025;161;1
253;1;3117;78;1
254;0;680;101;1
254;1;2150;90;1
255;0;2694;34;1
256;0;1351;77;1
257;0;1640;115;1
257;1;904;119;1
258;0;1474;148;1
258;1;728;34;1
259;0;2045;157;1
259;1;3393;137;1
260;0;2831;41;1
261;0;2820;73;1
262;0;2183;132;1
