./input/BaseInstances/6M2_n=20,r=0.4,t=20,v0.txt;./input/Processed/ToolSetInt.csv
7;720;1440
Machine: 0
0;0;3249;3329;1;0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,
0;1;3329;3375;1;0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,
4;0;3436;3520;1;0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,
4;1;3520;3617;1;0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,
6;0;3617;3748;0;0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,19,
1;0;3748;3895;0;0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,19,
12;0;3895;3995;0;0,1,2,3,4,5,6,7,13,14,15,16,19,
12;1;3995;4048;0;0,1,2,3,4,5,6,7,13,14,15,16,19,
7;0;4048;4146;1;0,1,2,3,4,5,6,7,13,14,15,16,19,
7;1;4146;4320;1;0,1,2,3,4,5,6,7,13,14,15,16,19,
9;0;4320;4370;0;0,1,2,3,4,5,6,7,13,14,15,16,19,
9;1;4370;4430;0;0,1,2,3,4,5,6,7,13,14,15,16,19,
Machine: 1
11;0;3309;3375;1;0,1,2,3,4,5,6,7,8,12,13,14,15,16,19,
8;0;3375;3452;0;0,1,2,3,4,5,6,7,8,12,13,14,15,16,19,
10;0;3452;3555;1;0,1,2,4,13,14,15,16,
Machine: 2
2;0;3205;3328;0;0,1,2,3,4,5,6,7,8,9,10,11,
2;1;3328;3375;0;0,1,2,3,4,5,6,7,8,9,10,11,
Machine: 3
3;0;4320;4369;1;0,12,13,14,15,
Machine: 4
5;0;3346;3375;0;0,1,2,4,6,8,12,13,14,15,16,19,
Machine: 5
13;0;3324;3375;1;0,1,2,4,5,6,7,8,9,11,12,13,14,15,16,19,
END
Best Bound: 600
Final Solution: 600
fineshedJobsCount: 20
switchs: 0
switchsInstances: 0
unfineshedPriorityCount: 0
Time: 4.74969
