Job;Operation;ToolSet;Processing Time;Priority
0;0;1435;32;1
1;0;3041;52;1
2;0;3001;160;1
2;1;3001;160;1
3;0;1836;28;1
3;1;1836;28;1
4;0;2942;39;1
4;1;2942;39;1
5;0;2953;179;1
6;0;3464;148;1
6;1;3464;148;1
7;0;326;140;1
7;1;326;140;1
8;0;1263;166;1
8;1;1263;166;1
9;0;2838;11;1
9;1;2838;11;1
10;0;2372;66;1
10;1;2372;66;1
11;0;2399;34;1
11;1;2399;34;1
12;0;2922;148;1
12;1;2922;148;1
13;0;2188;55;1
13;1;2188;55;1
14;0;1853;143;1
14;1;1853;143;1
15;0;1503;94;1
16;0;984;115;1
16;1;984;115;1
17;0;2057;35;1
18;0;2961;93;1
19;0;2235;179;1
19;1;2235;179;1
20;0;856;52;1
21;0;2733;87;1
22;0;979;30;1
23;0;1885;84;1
24;0;978;4;1
25;0;2696;44;1
26;0;2006;117;1
26;1;2006;117;1
27;0;1725;172;1
28;0;366;98;1
28;1;366;98;1
29;0;3156;52;1
29;1;3156;52;1
30;0;2711;144;1
30;1;2711;144;1
31;0;842;114;1
32;0;946;132;1
33;0;3384;127;1
34;0;3319;33;1
34;1;3319;33;1
35;0;3373;172;1
36;0;470;44;1
37;0;584;36;1
37;1;584;36;1
38;0;1996;114;1
38;1;1996;114;1
39;0;1237;86;1
40;0;1458;34;1
41;0;490;34;1
42;0;1463;4;1
43;0;1684;79;1
44;0;1323;14;1
45;0;1321;33;1
45;1;1321;33;1
46;0;1041;76;1
46;1;1041;76;1
47;0;230;61;1
47;1;230;61;1
48;0;2613;5;1
49;0;1729;42;1
49;1;1729;42;1
50;0;1859;96;1
50;1;1859;96;1
51;0;2863;165;1
51;1;2863;165;1
52;0;525;4;1
52;1;525;4;1
53;0;1737;137;1
54;0;1333;159;1
54;1;1333;159;1
55;0;2805;72;1
56;0;1739;80;1
56;1;1739;80;1
57;0;3463;52;1
58;0;3330;9;1
58;1;3330;9;1
59;0;1626;8;1
60;0;1730;176;1
61;0;2562;129;1
62;0;1580;34;1
63;0;1004;105;1
64;0;1385;156;1
65;0;3120;94;1
65;1;3120;94;1
66;0;1865;175;1
67;0;2348;67;1
67;1;2348;67;1
68;0;1077;61;1
68;1;1077;61;1
69;0;3257;96;1
70;0;715;170;1
70;1;715;170;1
71;0;258;97;1
72;0;1364;46;1
73;0;1451;137;1
73;1;1451;137;1
74;0;897;99;1
74;1;897;99;1
75;0;655;34;1
75;1;655;34;1
76;0;1931;129;1
77;0;1212;73;1
78;0;2820;68;1
78;1;2820;68;1
79;0;923;105;1
79;1;923;105;1
80;0;1393;131;1
81;0;2177;171;1
81;1;2177;171;1
82;0;830;112;1
82;1;830;112;1
83;0;1270;67;1
83;1;1270;67;1
84;0;3347;115;1
84;1;3347;115;1
85;0;1548;44;1
85;1;1548;44;1
86;0;3436;6;1
87;0;1803;98;1
88;0;1690;73;1
89;0;1663;36;1
89;1;1663;36;1
90;0;3018;83;1
91;0;1661;160;1
91;1;1661;160;1
92;0;2032;69;1
92;1;2032;69;1
93;0;1669;148;1
93;1;1669;148;1
94;0;605;156;1
94;1;605;156;1
95;0;106;131;1
96;0;2239;153;1
96;1;2239;153;1
97;0;463;150;1
97;1;463;150;1
98;0;2257;32;0
98;1;2257;32;0
99;0;3025;174;0
99;1;3025;174;0
100;0;2923;160;0
100;1;2923;160;0
101;0;2976;55;0
102;0;1832;128;0
103;0;2233;78;0
103;1;2233;78;0
104;0;1447;144;0
104;1;1447;144;0
105;0;272;137;0
106;0;2958;20;0
107;0;536;175;0
108;0;3008;96;0
109;0;698;157;0
110;0;1423;76;0
110;1;1423;76;0
111;0;1295;60;0
111;1;1295;60;0
112;0;299;124;0
112;1;299;124;0
113;0;2110;66;0
114;0;2494;60;0
115;0;2453;137;0
115;1;2453;137;0
116;0;1642;45;0
116;1;1642;45;0
117;0;2590;74;0
118;0;2715;76;0
118;1;2715;76;0
119;0;1474;22;0
120;0;465;151;0
121;0;453;25;0
121;1;453;25;0
122;0;3322;39;0
122;1;3322;39;0
123;0;2818;51;0
124;0;895;66;0
124;1;895;66;0
125;0;1791;49;0
125;1;1791;49;0
126;0;2183;36;0
126;1;2183;36;0
127;0;1134;91;0
128;0;3100;95;0
128;1;3100;95;0
129;0;2930;134;0
130;0;2829;151;0
130;1;2829;151;0
131;0;1163;49;0
131;1;1163;49;0
132;0;459;62;0
132;1;459;62;0
133;0;2836;157;0
133;1;2836;157;0
134;0;1261;161;0
134;1;1261;161;0
135;0;2888;137;0
135;1;2888;137;0
136;0;1279;60;0
136;1;1279;60;0
137;0;3352;84;0
138;0;962;39;0
138;1;962;39;0
139;0;1848;48;0
140;0;754;172;0
140;1;754;172;0
141;0;2771;163;0
141;1;2771;163;0
142;0;320;142;0
142;1;320;142;0
143;0;2199;165;0
144;0;1923;120;0
144;1;1923;120;0
145;0;2645;179;0
146;0;2937;76;0
146;1;2937;76;0
147;0;2416;51;0
148;0;2410;161;0
149;0;3400;73;0
150;0;2999;151;0
150;1;2999;151;0
151;0;3418;98;0
151;1;3418;98;0
152;0;2189;138;0
153;0;1783;176;0
153;1;1783;176;0
154;0;3239;4;0
155;0;2422;168;0
155;1;2422;168;0
156;0;885;45;0
157;0;865;88;0
157;1;865;88;0
158;0;3064;55;0
158;1;3064;55;0
159;0;3260;112;0
160;0;2951;157;0
161;0;648;11;0
162;0;596;74;0
162;1;596;74;0
163;0;2322;33;0
163;1;2322;33;0
164;0;3371;44;0
165;0;1617;34;0
165;1;1617;34;0
166;0;3333;98;0
167;0;334;171;0
167;1;334;171;0
168;0;3261;109;0
