Job;Operation;ToolSet;Processing Time;Priority
0;0;2247;77;1
0;1;2247;77;1
1;0;1718;66;1
1;1;1718;66;1
2;0;762;44;1
2;1;762;44;1
3;0;3444;30;1
3;1;3444;30;1
4;0;3041;131;1
4;1;3041;131;1
5;0;2542;148;1
6;0;2612;148;1
6;1;2612;148;1
7;0;1486;98;1
8;0;440;30;1
9;0;1404;87;1
10;0;1627;131;1
11;0;3274;164;1
12;0;2067;49;1
12;1;2067;49;1
13;0;521;138;1
14;0;2501;71;1
14;1;2501;71;1
15;0;3441;41;1
15;1;3441;41;1
16;0;2234;137;1
17;0;1616;69;1
17;1;1616;69;1
18;0;2128;174;1
18;1;2128;174;1
19;0;1684;97;1
19;1;1684;97;1
20;0;3058;120;1
20;1;3058;120;1
21;0;2162;45;1
21;1;2162;45;1
22;0;746;105;1
23;0;1966;178;1
23;1;1966;178;1
24;0;1500;137;1
24;1;1500;137;1
25;0;3244;172;1
26;0;577;39;1
27;0;503;42;1
27;1;503;42;1
28;0;877;42;1
29;0;1898;41;1
29;1;1898;41;1
30;0;2879;142;1
30;1;2879;142;1
31;0;3339;115;1
31;1;3339;115;1
32;0;660;53;1
33;0;2317;34;1
34;0;1950;32;1
35;0;720;121;1
36;0;3268;179;1
36;1;3268;179;1
37;0;2237;96;1
37;1;2237;96;1
38;0;893;20;1
39;0;2304;157;1
39;1;2304;157;1
40;0;3192;157;1
40;1;3192;157;1
41;0;1034;64;1
41;1;1034;64;1
42;0;747;52;1
43;0;3437;131;1
43;1;3437;131;1
44;0;2793;131;1
45;0;797;144;1
46;0;666;150;1
46;1;666;150;1
47;0;2634;90;1
48;0;1318;34;1
48;1;1318;34;1
49;0;1003;36;1
49;1;1003;36;1
50;0;1421;134;1
50;1;1421;134;1
51;0;2021;98;1
51;1;2021;98;1
52;0;2778;32;1
52;1;2778;32;1
53;0;2057;11;1
53;1;2057;11;1
54;0;3400;127;1
55;0;2383;97;1
56;0;1594;68;1
56;1;1594;68;1
57;0;1834;111;1
57;1;1834;111;1
58;0;3347;44;1
58;1;3347;44;1
59;0;1169;125;1
59;1;1169;125;1
60;0;1442;143;1
60;1;1442;143;1
61;0;3031;68;1
61;1;3031;68;1
62;0;1502;100;1
62;1;1502;100;1
63;0;1160;137;1
64;0;886;152;1
65;0;1400;134;1
66;0;187;42;1
67;0;2799;112;1
67;1;2799;112;1
68;0;1548;5;1
69;0;2787;50;1
70;0;863;50;1
70;1;863;50;1
71;0;2930;96;1
71;1;2930;96;1
72;0;1269;139;1
73;0;2587;80;1
74;0;1223;12;1
74;1;1223;12;1
75;0;3359;164;1
76;0;1511;111;1
76;1;1511;111;1
77;0;2836;34;1
78;0;1632;152;1
78;1;1632;152;1
79;0;2016;36;1
79;1;2016;36;1
80;0;1957;64;1
80;1;1957;64;1
81;0;3394;50;1
81;1;3394;50;1
82;0;1779;112;1
82;1;1779;112;1
83;0;2925;114;1
84;0;2869;15;1
85;0;2458;172;1
86;0;2976;21;1
86;1;2976;21;1
87;0;1739;165;1
87;1;1739;165;1
88;0;1375;8;1
89;0;2307;55;1
89;1;2307;55;1
90;0;542;96;1
91;0;2999;121;1
92;0;2838;45;1
93;0;655;44;1
94;0;2233;50;1
95;0;2082;168;1
96;0;1963;77;1
97;0;2697;45;1
97;1;2697;45;1
98;0;2132;77;1
99;0;1410;53;1
99;1;1410;53;1
100;0;1323;34;1
100;1;1323;34;1
101;0;1654;69;1
102;0;1023;161;1
102;1;1023;161;1
103;0;3250;112;1
103;1;3250;112;1
104;0;1580;150;1
104;1;1580;150;1
105;0;3025;19;1
105;1;3025;19;1
106;0;2689;91;1
106;1;2689;91;1
107;0;3254;138;1
108;0;3409;144;1
108;1;3409;144;1
109;0;958;26;1
109;1;958;26;1
110;0;2524;177;1
110;1;2524;177;1
111;0;998;151;1
111;1;998;151;1
112;0;2974;25;1
113;0;3399;71;1
113;1;3399;71;1
114;0;1043;90;1
114;1;1043;90;1
115;0;1444;55;1
116;0;2968;147;1
116;1;2968;147;1
117;0;3136;97;1
117;1;3136;97;1
118;0;906;15;1
118;1;906;15;1
119;0;2691;28;1
120;0;3123;153;1
120;1;3123;153;1
121;0;2678;149;1
122;0;2803;168;1
122;1;2803;168;1
123;0;1485;20;1
123;1;1485;20;1
124;0;2318;114;1
125;0;2829;34;1
126;0;698;103;1
127;0;2187;178;1
127;1;2187;178;1
128;0;1689;96;1
129;0;2146;20;1
129;1;2146;20;1
130;0;2410;160;1
131;0;2178;137;1
131;1;2178;137;1
132;0;592;175;1
132;1;592;175;1
133;0;2961;155;1
133;1;2961;155;1
134;0;2114;53;1
134;1;2114;53;1
135;0;1512;160;1
136;0;2863;40;1
137;0;2532;168;1
138;0;2416;130;1
138;1;2416;130;1
139;0;770;131;1
140;0;1418;98;1
141;0;764;138;1
142;0;1931;146;1
142;1;1931;146;1
143;0;1212;137;1
143;1;1212;137;1
144;0;3226;67;1
144;1;3226;67;1
145;0;1669;178;1
146;0;856;92;1
147;0;362;96;1
148;0;2591;77;1
148;1;2591;77;1
149;0;376;109;1
150;0;1527;162;1
151;0;1279;55;1
151;1;1279;55;1
152;0;2897;53;1
152;1;2897;53;1
153;0;2977;20;1
153;1;2977;20;1
154;0;3260;115;1
154;1;3260;115;1
155;0;1200;41;1
156;0;682;72;1
156;1;682;72;1
157;0;366;115;1
157;1;366;115;1
158;0;2580;23;1
159;0;1407;62;1
159;1;1407;62;1
160;0;1197;53;1
161;0;581;127;1
161;1;581;127;1
162;0;3319;156;1
162;1;3319;156;1
163;0;753;87;1
163;1;753;87;1
164;0;3220;98;1
164;1;3220;98;1
165;0;358;66;1
165;1;358;66;1
166;0;2498;100;1
166;1;2498;100;1
167;0;1626;164;1
168;0;1081;93;1
168;1;1081;93;1
169;0;1865;178;1
169;1;1865;178;1
170;0;1690;12;1
171;0;2970;39;1
171;1;2970;39;1
172;0;1681;164;1
173;0;1231;10;1
174;0;1134;101;1
174;1;1134;101;1
175;0;634;20;1
176;0;3358;53;1
176;1;3358;53;1
177;0;1914;94;1
178;0;848;53;1
178;1;848;53;1
179;0;2767;32;1
179;1;2767;32;1
180;0;1791;39;1
180;1;1791;39;1
181;0;2090;106;1
181;1;2090;106;1
182;0;1620;134;1
182;1;1620;134;1
183;0;1680;176;1
183;1;1680;176;1
184;0;3371;109;1
184;1;3371;109;1
185;0;353;150;1
186;0;1219;62;1
186;1;1219;62;1
187;0;1321;75;1
187;1;1321;75;1
188;0;451;59;1
188;1;451;59;1
189;0;2032;60;1
189;1;2032;60;1
190;0;2170;4;1
190;1;2170;4;1
191;0;980;99;1
192;0;2958;137;1
192;1;2958;137;1
193;0;719;164;1
194;0;3018;4;0
195;0;494;178;0
195;1;494;178;0
196;0;3292;150;0
196;1;3292;150;0
197;0;2142;84;0
198;0;1730;99;0
199;0;1583;44;0
200;0;904;163;0
201;0;1724;14;0
201;1;1724;14;0
202;0;871;76;0
203;0;1458;151;0
203;1;1458;151;0
204;0;331;105;0
205;0;2097;134;0
205;1;2097;134;0
206;0;624;72;0
206;1;624;72;0
207;0;811;98;0
208;0;1998;109;0
208;1;1998;109;0
209;0;2329;133;0
210;0;506;150;0
210;1;506;150;0
211;0;2036;164;0
212;0;710;89;0
212;1;710;89;0
213;0;1252;152;0
213;1;1252;152;0
214;0;3338;47;0
214;1;3338;47;0
215;0;2452;125;0
216;0;2613;151;0
216;1;2613;151;0
217;0;2098;124;0
218;0;1381;166;0
218;1;1381;166;0
219;0;139;143;0
219;1;139;143;0
220;0;629;105;0
220;1;629;105;0
221;0;834;34;0
222;0;1093;68;0
222;1;1093;68;0
223;0;885;44;0
223;1;885;44;0
224;0;2059;97;0
224;1;2059;97;0
225;0;648;24;0
226;0;3453;18;0
226;1;3453;18;0
227;0;821;62;0
228;0;2798;36;0
229;0;1082;175;0
229;1;1082;175;0
230;0;258;134;0
231;0;2732;31;0
231;1;2732;31;0
232;0;2180;160;0
233;0;3446;52;0
233;1;3446;52;0
234;0;1832;138;0
234;1;1832;138;0
235;0;293;125;0
235;1;293;125;0
236;0;1995;21;0
237;0;2152;86;0
237;1;2152;86;0
238;0;626;41;0
238;1;626;41;0
239;0;3420;166;0
239;1;3420;166;0
240;0;2191;39;0
240;1;2191;39;0
241;0;1338;164;0
241;1;1338;164;0
242;0;1311;135;0
242;1;1311;135;0
243;0;2415;137;0
243;1;2415;137;0
244;0;1122;170;0
245;0;1721;152;0
245;1;1721;152;0
246;0;1541;44;0
246;1;1541;44;0
247;0;833;131;0
247;1;833;131;0
248;0;3450;101;0
248;1;3450;101;0
249;0;489;96;0
249;1;489;96;0
250;0;1492;36;0
250;1;1492;36;0
251;0;2177;30;0
252;0;459;69;0
252;1;459;69;0
253;0;2046;144;0
253;1;2046;144;0
254;0;368;76;0
255;0;1244;21;0
256;0;2789;34;0
257;0;2638;154;0
257;1;2638;154;0
258;0;2453;39;0
258;1;2453;39;0
259;0;3368;20;0
259;1;3368;20;0
260;0;1604;77;0
261;0;1862;16;0
261;1;1862;16;0
262;0;1725;125;0
263;0;2990;172;0
263;1;2990;172;0
264;0;1172;57;0
264;1;1172;57;0
265;0;1701;148;0
265;1;1701;148;0
266;0;516;44;0
267;0;2083;53;0
267;1;2083;53;0
268;0;2578;39;0
269;0;462;52;0
270;0;113;73;0
270;1;113;73;0
271;0;185;42;0
271;1;185;42;0
272;0;1263;101;0
272;1;1263;101;0
273;0;1875;125;0
273;1;1875;125;0
274;0;2696;130;0
274;1;2696;130;0
275;0;384;129;0
276;0;432;132;0
277;0;2335;30;0
278;0;3429;156;0
279;0;2445;164;0
280;0;595;84;0
281;0;2623;164;0
282;0;2949;60;0
282;1;2949;60;0
