Job;Operation;ToolSet;Processing Time;Priority
0;0;552;114;1
0;1;552;114;1
1;0;1030;89;1
2;0;1083;139;1
2;1;1083;139;1
3;0;6;151;1
4;0;132;165;1
5;0;55;60;1
5;1;55;60;1
6;0;1658;172;1
7;0;971;77;1
8;0;2218;84;1
8;1;2218;84;1
9;0;1253;136;1
9;1;1253;136;1
10;0;1999;98;1
10;1;1999;98;1
11;0;2360;36;1
11;1;2360;36;1
12;0;1052;134;1
13;0;475;55;1
14;0;2464;153;1
14;1;2464;153;1
15;0;1265;71;1
15;1;1265;71;1
16;0;566;51;1
16;1;566;51;1
17;0;2886;65;1
17;1;2886;65;1
18;0;2323;164;1
18;1;2323;164;1
19;0;3024;91;1
19;1;3024;91;1
20;0;1974;36;1
21;0;2517;180;1
22;0;2403;105;1
22;1;2403;105;1
23;0;1433;50;1
23;1;1433;50;1
24;0;3462;60;1
25;0;1912;23;1
26;0;278;139;1
27;0;2590;29;1
27;1;2590;29;1
28;0;528;12;1
28;1;528;12;1
29;0;2062;12;1
30;0;1683;143;1
30;1;1683;143;1
31;0;157;62;1
32;0;1893;109;1
32;1;1893;109;1
33;0;921;147;1
33;1;921;147;1
34;0;1946;49;1
35;0;782;152;1
35;1;782;152;1
36;0;473;121;1
36;1;473;121;1
37;0;1886;148;1
38;0;1745;83;1
38;1;1745;83;1
39;0;2364;152;1
39;1;2364;152;1
40;0;707;66;1
41;0;2339;7;1
41;1;2339;7;1
42;0;188;22;1
43;0;2049;77;1
43;1;2049;77;1
44;0;1111;73;1
44;1;1111;73;1
45;0;2418;42;1
46;0;1748;131;1
47;0;2134;115;1
48;0;2994;87;1
48;1;2994;87;1
49;0;1198;34;1
50;0;1738;27;1
51;0;2004;31;1
52;0;136;99;1
52;1;136;99;1
53;0;1899;21;1
53;1;1899;21;1
54;0;422;157;1
54;1;422;157;1
55;0;1530;137;1
56;0;3337;21;1
56;1;3337;21;1
57;0;1115;109;1
58;0;1744;123;1
58;1;1744;123;1
59;0;1710;27;1
60;0;1127;161;1
61;0;439;172;1
61;1;439;172;1
62;0;2474;90;1
62;1;2474;90;1
63;0;2119;96;1
64;0;16;52;1
64;1;16;52;1
65;0;1804;73;1
65;1;1804;73;1
66;0;1343;156;1
66;1;1343;156;1
67;0;389;44;1
68;0;1624;45;1
68;1;1624;45;1
69;0;2574;77;1
69;1;2574;77;1
70;0;1872;180;1
70;1;1872;180;1
71;0;1890;137;1
72;0;959;150;1
72;1;959;150;1
73;0;3140;143;1
74;0;2534;174;1
75;0;846;52;1
76;0;630;104;1
76;1;630;104;1
77;0;1192;120;1
77;1;1192;120;1
78;0;2315;4;1
78;1;2315;4;1
79;0;1413;44;1
79;1;1413;44;1
80;0;205;9;1
80;1;205;9;1
81;0;2672;121;1
82;0;1537;131;1
82;1;1537;131;1
83;0;125;81;1
84;0;3186;61;1
84;1;3186;61;1
85;0;2608;170;1
86;0;1562;15;1
87;0;2954;4;1
87;1;2954;4;1
88;0;1952;39;1
89;0;187;176;1
90;0;1489;101;1
90;1;1489;101;1
91;0;1260;155;1
91;1;1260;155;1
92;0;283;39;1
92;1;283;39;1
93;0;1312;175;1
93;1;1312;175;1
94;0;2529;62;1
95;0;1904;77;1
96;0;1478;72;1
96;1;1478;72;1
97;0;586;62;1
98;0;3172;78;1
98;1;3172;78;1
99;0;2281;69;1
100;0;1873;172;1
100;1;1873;172;1
101;0;2552;53;1
102;0;559;41;1
102;1;559;41;1
103;0;2349;78;1
103;1;2349;78;1
104;0;1612;98;1
105;0;1130;83;1
106;0;1008;81;1
106;1;1008;81;1
107;0;1517;94;1
108;0;1526;66;1
109;0;2516;144;1
110;0;610;44;1
110;1;610;44;1
111;0;377;76;0
111;1;377;76;0
112;0;1291;84;0
112;1;1291;84;0
113;0;3286;162;0
113;1;3286;162;0
114;0;2409;148;0
114;1;2409;148;0
115;0;2362;14;0
116;0;434;164;0
117;0;1863;131;0
117;1;1863;131;0
118;0;665;33;0
118;1;665;33;0
119;0;2487;63;0
119;1;2487;63;0
120;0;2850;136;0
120;1;2850;136;0
121;0;336;34;0
121;1;336;34;0
122;0;1173;79;0
122;1;1173;79;0
123;0;1009;149;0
123;1;1009;149;0
124;0;147;121;0
124;1;147;121;0
125;0;1965;39;0
126;0;1864;87;0
126;1;1864;87;0
127;0;740;24;0
128;0;2459;57;0
128;1;2459;57;0
129;0;2921;60;0
129;1;2921;60;0
130;0;524;115;0
130;1;524;115;0
131;0;3137;136;0
132;0;2763;32;0
133;0;550;168;0
133;1;550;168;0
134;0;37;100;0
134;1;37;100;0
135;0;1250;169;0
135;1;1250;169;0
136;0;2303;166;0
136;1;2303;166;0
137;0;2115;29;0
138;0;124;88;0
138;1;124;88;0
139;0;2945;150;0
139;1;2945;150;0
140;0;197;88;0
140;1;197;88;0
141;0;558;93;0
142;0;3150;68;0
142;1;3150;68;0
