./input/MyInstancesDiferentToolSets/n=600,p=0.25,r=0.5,t=900,v0.csv;./input/Processed/ToolSetInt.csv
5;720;1440
Machine: 0
597;0;0;48;1;27,97,210,251,291,408,415,426,567,734,773,868,875,978,1273,1286,1374,1566,1567,1568,1569,2172,2179,2231,2233,2273,2309,2310,2311,2312,2313,2314,2315,2316,2352,2471,2714,2829,2898,2941,2968,2988,3004,3606,3613,4093,4263,4265,4268,4269,6098,6360,7479,7510,8129,8219,8373,8374,8375,8376,8377,8378,8379,8380,8381,8382,8383,8384,8385,8555,8557,8559,8642,9089,9090,9091,9092,9093,9094,9095,
494;0;48;80;0;27,97,210,251,291,408,415,426,567,734,773,868,875,978,1273,1286,1374,1566,1567,1568,1569,2172,2179,2231,2233,2273,2309,2310,2311,2312,2313,2314,2315,2316,2352,2471,2714,2829,2898,2941,2968,2988,3004,3606,3613,4093,4263,4265,4268,4269,6098,6360,7479,7510,8129,8219,8373,8374,8375,8376,8377,8378,8379,8380,8381,8382,8383,8384,8385,8555,8557,8559,8642,9089,9090,9091,9092,9093,9094,9095,
549;0;80;201;1;27,97,210,251,291,408,415,426,567,734,773,868,875,978,1273,1286,1374,1566,1567,1568,1569,2172,2179,2231,2233,2273,2309,2310,2311,2312,2313,2314,2315,2316,2352,2471,2714,2829,2898,2941,2968,2988,3004,3606,3613,4093,4263,4265,4268,4269,6098,6360,7479,7510,8129,8219,8373,8374,8375,8376,8377,8378,8379,8380,8381,8382,8383,8384,8385,8555,8557,8559,8642,9089,9090,9091,9092,9093,9094,9095,
128;0;201;391;0;27,97,210,251,291,408,415,426,567,734,773,868,875,978,1273,1286,1374,1566,1567,1568,1569,2172,2179,2231,2233,2273,2309,2310,2311,2312,2313,2314,2315,2316,2352,2471,2714,2829,2898,2941,2968,2988,3004,3606,3613,4093,4263,4265,4268,4269,6098,6360,7479,7510,8129,8219,8373,8374,8375,8376,8377,8378,8379,8380,8381,8382,8383,8384,8385,8555,8557,8559,8642,9089,9090,9091,9092,9093,9094,9095,
128;1;391;563;0;27,97,210,251,291,408,415,426,567,734,773,868,875,978,1273,1286,1374,1566,1567,1568,1569,2172,2179,2231,2233,2273,2309,2310,2311,2312,2313,2314,2315,2316,2352,2471,2714,2829,2898,2941,2968,2988,3004,3606,3613,4093,4263,4265,4268,4269,6098,6360,7479,7510,8129,8219,8373,8374,8375,8376,8377,8378,8379,8380,8381,8382,8383,8384,8385,8555,8557,8559,8642,9089,9090,9091,9092,9093,9094,9095,
400;0;563;643;0;27,97,210,251,291,408,415,426,567,734,773,868,875,978,1273,1286,1374,1566,1567,1568,1569,2172,2179,2231,2233,2273,2309,2310,2311,2312,2313,2314,2315,2316,2352,2471,2714,2829,2898,2941,2968,2988,3004,3606,3613,4093,4263,4265,4268,4269,6098,6360,7479,7510,8129,8219,8373,8374,8375,8376,8377,8378,8379,8380,8381,8382,8383,8384,8385,8555,8557,8559,8642,9089,9090,9091,9092,9093,9094,9095,
441;0;643;664;0;27,97,210,251,291,408,415,426,567,734,773,868,875,978,1273,1286,1374,1566,1567,1568,1569,2172,2179,2231,2233,2273,2309,2310,2311,2312,2313,2314,2315,2316,2352,2471,2714,2829,2898,2941,2968,2988,3004,3606,3613,4093,4263,4265,4268,4269,6098,6360,7479,7510,8129,8219,8373,8374,8375,8376,8377,8378,8379,8380,8381,8382,8383,8384,8385,8555,8557,8559,8642,9089,9090,9091,9092,9093,9094,9095,
41;0;664;839;1;24,27,86,88,92,97,144,179,180,251,276,277,289,291,307,314,426,592,594,632,666,767,773,784,813,814,1039,1046,1147,1196,1286,1396,1442,1530,1567,1651,1914,1915,2179,2198,2273,2315,2318,2570,2668,2714,2806,2898,2941,2985,2986,2987,2988,2989,2990,3606,4093,6098,6099,6390,6391,6392,6418,6419,6578,6745,7159,7217,7423,7626,7804,7840,7894,7895,7896,8120,8121,8122,8129,8543,
41;1;839;999;1;24,27,86,88,92,97,144,179,180,251,276,277,289,291,307,314,426,592,594,632,666,767,773,784,813,814,1039,1046,1147,1196,1286,1396,1442,1530,1567,1651,1914,1915,2179,2198,2273,2315,2318,2570,2668,2714,2806,2898,2941,2985,2986,2987,2988,2989,2990,3606,4093,6098,6099,6390,6391,6392,6418,6419,6578,6745,7159,7217,7423,7626,7804,7840,7894,7895,7896,8120,8121,8122,8129,8543,
537;0;999;1118;1;24,27,86,88,92,97,144,179,180,251,276,277,289,291,307,314,426,592,594,632,666,767,773,784,813,814,1039,1046,1147,1196,1286,1396,1442,1530,1567,1651,1914,1915,2179,2198,2273,2315,2318,2570,2668,2714,2806,2898,2941,2985,2986,2987,2988,2989,2990,3606,4093,6098,6099,6390,6391,6392,6418,6419,6578,6745,7159,7217,7423,7626,7804,7840,7894,7895,7896,8120,8121,8122,8129,8543,
129;0;1118;1220;1;24,27,86,88,92,97,144,179,180,251,276,277,289,291,307,314,426,592,594,632,666,767,773,784,813,814,1039,1046,1147,1196,1286,1396,1442,1530,1567,1651,1914,1915,2179,2198,2273,2315,2318,2570,2668,2714,2806,2898,2941,2985,2986,2987,2988,2989,2990,3606,4093,6098,6099,6390,6391,6392,6418,6419,6578,6745,7159,7217,7423,7626,7804,7840,7894,7895,7896,8120,8121,8122,8129,8543,
129;1;1220;1256;1;24,27,86,88,92,97,144,179,180,251,276,277,289,291,307,314,426,592,594,632,666,767,773,784,813,814,1039,1046,1147,1196,1286,1396,1442,1530,1567,1651,1914,1915,2179,2198,2273,2315,2318,2570,2668,2714,2806,2898,2941,2985,2986,2987,2988,2989,2990,3606,4093,6098,6099,6390,6391,6392,6418,6419,6578,6745,7159,7217,7423,7626,7804,7840,7894,7895,7896,8120,8121,8122,8129,8543,
190;0;1256;1513;0;24,27,86,88,92,97,144,179,180,251,276,277,289,291,307,314,426,592,594,632,666,767,773,784,813,814,1039,1046,1147,1196,1286,1396,1442,1530,1567,1651,1914,1915,2179,2198,2273,2315,2318,2570,2668,2714,2806,2898,2941,2985,2986,2987,2988,2989,2990,3606,4093,6098,6099,6390,6391,6392,6418,6419,6578,6745,7159,7217,7423,7626,7804,7840,7894,7895,7896,8120,8121,8122,8129,8543,
190;1;1513;1599;0;24,27,86,88,92,97,144,179,180,251,276,277,289,291,307,314,426,592,594,632,666,767,773,784,813,814,1039,1046,1147,1196,1286,1396,1442,1530,1567,1651,1914,1915,2179,2198,2273,2315,2318,2570,2668,2714,2806,2898,2941,2985,2986,2987,2988,2989,2990,3606,4093,6098,6099,6390,6391,6392,6418,6419,6578,6745,7159,7217,7423,7626,7804,7840,7894,7895,7896,8120,8121,8122,8129,8543,
112;0;1599;1950;1;24,27,86,88,92,97,144,179,180,251,276,277,289,291,307,314,426,592,594,632,666,767,773,784,813,814,1039,1046,1147,1196,1286,1396,1442,1530,1567,1651,1914,1915,2179,2198,2273,2315,2318,2570,2668,2714,2806,2898,2941,2985,2986,2987,2988,2989,2990,3606,4093,6098,6099,6390,6391,6392,6418,6419,6578,6745,7159,7217,7423,7626,7804,7840,7894,7895,7896,8120,8121,8122,8129,8543,
